CompoundID,P3_ChloraPrep_EndPoint.1,P3_ChloraPrep_EndPoint.2,P3_ChloraPrep_EndPoint.3,P3_ChloraPrep_Baseline.1,P3_ChloraPrep_Baseline.2,P3_ChloraPrep_Baseline.3,P3_ChloraPrep_PostIntervention.1,P3_ChloraPrep_PostIntervention.2,P3_ChloraPrep_PostIntervention.3,P3_FullSurgicalPrep_EndPoint.1,P3_FullSurgicalPrep_EndPoint.2,P3_FullSurgicalPrep_EndPoint.3,P3_FullSurgicalPrep_Baseline.1,P3_FullSurgicalPrep_Baseline.2,P3_FullSurgicalPrep_Baseline.3,P3_FullSurgicalPrep_PostIntervention.1,P3_FullSurgicalPrep_PostIntervention.2,P3_FullSurgicalPrep_PostIntervention.3,P3_Water_EndPoint.1,P3_Water_EndPoint.2,P3_Water_EndPoint.3,P3_Water_Baseline.1,P3_Water_Baseline.2,P3_Water_Baseline.3,P3_Water_PostIntervention.1,P3_Water_PostIntervention.2,P3_Water_PostIntervention.3
Cer_EODS.d54:0__Np,5.62E-05,0.000208515,2.74E-05,0.000244646,0.000290568,0.000134617,0.000244436,0.000145012,6.95E-05,0.000253492,0.000603204,0.000452155,0.00014458,0.000101806,8.61E-05,0.000104193,0.000114232,4.84E-05,0.000120556,0.000211521,0.00027894,0.000168755,0.000179354,0.000258635,8.27E-05,5.46E-05,0.00011878
Cer_EODS.d55:0__Np,0.000527053,0.000670609,0.000335007,0.000488542,0.000505714,0.000424848,0.000251088,0.000409399,0.000449691,0.000359893,0.000549389,0.000664267,0.000517513,0.000434798,0.000302116,0.000111467,0.000215578,0.000203759,0.000380464,0.000200182,0.000651772,0.000621528,0.000361336,0.000452795,0.000306886,0.000374581,0.000304372
Cer_EODS.d55:1__Np,0.000558453,0.000783957,0.000629366,0.000486884,0.000493651,0.000481214,0.00039805,0.000552145,0.000675491,0.000304324,0.000620281,0.000487708,0.000661212,0.000158957,0.000357641,0.00029174,0.000248286,0.000183153,0.000413893,0.000312594,0.000477817,0.000381216,0.000223154,0.000476897,0.000258789,0.000312818,0.000248038
Cer_EODS.d60:0__Np,0.000416947,0.002933236,0.001843356,0.002262315,0.002370633,0.002183675,0.000342726,0.00200094,0.000461306,0.001878011,0.002772698,0.002853301,0.00243523,0.002296622,0.000415938,0.000343422,0.0003229,0.001571645,0.002028293,0.001750654,0.003096595,0.002009032,0.001370196,0.002372761,0.001499033,0.002209721,0.001386715
Cer_EODS.d65:3__Np,0.00024078,0.000349784,0.000234633,0.000353326,0.000359445,0.000214068,0.000226889,0.000269161,0.000253353,0.000233816,0.000590429,0.000325225,0.000195333,0.000230195,0.0001763,0.000151391,0.00017286,6.53E-05,0.000300608,0.000241232,0.00043874,0.000248768,0.000298773,0.000362494,0.000107102,0.000220269,0.00017162
Cer_EODS.d69:3__Np,0.001733732,0.002131138,0.002044251,0.001505496,0.001573305,0.001871037,0.001223502,0.00175309,0.00192108,0.001364408,0.001807852,0.001736387,0.001800787,0.001387266,0.00129612,0.001184212,0.001123554,0.00103046,0.001565859,0.001297307,0.002511266,0.001591877,0.001322467,0.001634136,0.000989297,0.001529525,0.001131025
Cer_EOS.d20:1_30:1_18:2__Np,0.000609502,0.001170557,0.0008073,0.001096834,0.00093645,0.000879265,0.0011828,0.001182967,0.00096079,0.00089932,0.001978836,0.001680729,0.000872251,0.000789229,0.000826475,0.000716315,0.000832637,0.000676919,0.000763399,0.000952524,0.001258484,0.000685255,0.001238364,0.00112687,0.000435501,0.000684224,0.000753039
Cer_EOS.d21:1_25:1_18:2__Np,0,1.34E-05,1.81E-05,1.48E-05,0,0,0,0,4.03E-06,4.08E-05,0,3.25E-05,8.70E-06,2.18E-05,0,2.68E-05,0,0,1.37E-05,9.70E-06,0,0,0,9.88E-06,4.32E-05,2.44E-05,0
Cer_EOS.d21:1_29:0_18:2__Np,0.001675416,0.002311746,0.001960231,0.00203411,0.001878703,0.001507149,0.001515149,0.002149817,0.001902861,0.00149294,0.002916718,0.002157535,0.001895951,0.001272353,0.001122547,0.00102867,0.001175661,0.000896515,0.001499697,0.001640385,0.003061974,0.00166578,0.001253046,0.001895213,0.001092446,0.001395625,0.001331516
Cer_EOS.d49:2__Np,0.000148424,0.000136881,0.000106554,0.000100198,9.92E-05,8.53E-05,9.28E-05,5.06E-05,0.000102738,8.98E-05,0.000104695,7.20E-05,0.000131037,0.000124438,0.000112208,8.49E-05,1.84E-05,2.19E-05,0.000161032,4.88E-05,0.000106902,0.000148745,0.000105089,0.00022288,7.18E-05,8.73E-05,6.84E-05
Cer_EOS.d53:1__Np,0.000225165,0.000443171,0.000333094,0.000253627,0.000232482,0.000284401,0.000233177,0.000309834,0.000355761,0.000230487,0.00031735,0.000347444,0.000387233,0.00027486,0.000199411,0.000229893,0.000152921,0.00017266,0.000208036,0.000224197,0.000287614,0.000385129,0.000186041,0.000284141,0.000198644,0.000305979,0.00021698
Cer_EOS.d56:1__Np,0.000778843,0.001159045,0.000901946,0.000781381,0.000806947,0.000834333,0.000623471,0.000982688,0.000806458,0.000672579,0.001271241,0.000948678,0.001222371,0.000743921,0.000480446,0.000627464,0.000440214,0.000413544,0.000641964,0.000645716,0.000917348,0.000949114,0.000629467,0.000903553,0.000582085,0.000759502,0.000633161
Cer_EOS.d66:3__Np,0.001041477,0.001716841,0.001301946,0.001293435,0.001139223,0.001113888,0.001124173,0.001549314,0.001328193,0.001112526,0.001684064,0.001503127,0.001303453,0.001033066,0.000815232,0.000756861,0.000837883,0.000716101,0.001104338,0.001111451,0.001955105,0.001126511,0.001277512,0.001429378,0.000689287,0.000943852,0.000954397
Cer_EOS.d67:4__Np,0.00012372,0.000229649,0.0001459,0.000295468,0.000255371,0.000153211,0.000189619,0.000202448,0.00016818,0.00021322,0.000758788,0.000301871,0.000180756,0.000154009,0.000168393,0.000133182,0.000148183,0.000112798,0.000173129,0.000239486,0.000222974,0.000119872,0.000239109,0.000219728,8.98E-05,0.000147389,0.000110902
Cer_EOS.d70:4__Np,0.001158049,0.001991294,0.001373028,0.001994317,0.001622149,0.001393084,0.001754701,0.002125089,0.001642905,0.00131509,0.003364977,0.002370439,0.001439143,0.001073643,0.001097503,0.001103836,0.00127689,0.000961787,0.001124202,0.001622649,0.002301985,0.001145041,0.001411187,0.001754271,0.000797192,0.001168979,0.001129356
Cer_EOS.d71:3__Np,0.001014255,0.001247759,0.001192768,0.000919197,0.000917877,0.001224691,0.000661825,0.001031297,0.001075533,0.000853279,0.000996807,0.000998098,0.00105769,0.001035824,0.000826753,0.000695382,0.000759074,0.000730657,0.00093227,0.000797305,0.001466612,0.000936179,0.000860543,0.000976191,0.00069585,0.001064485,0.000683633
Cer_EOS.d72:4__Np,0.002378812,0.003826727,0.002840175,0.002578583,0.002320617,0.003174489,0.002565729,0.00345138,0.003555771,0.002366496,0.003084839,0.003238061,0.002510163,0.002165281,0.00238365,0.0023385,0.00227211,0.00228793,0.002211175,0.002252328,0.003928945,0.002182544,0.002572538,0.002811281,0.001907595,0.00304827,0.002228982
Cer_NDS.d15:0_20:0__Np,0.001054925,0.001273669,0.001158382,0.001090436,0.000641557,0.000961315,0.000962692,0.000987822,0.001213724,0.000751502,0.001213434,0.001364436,0.001168161,0.000901882,0.001231607,0.000557462,0.000741955,0.000604701,0.001179365,0.000787305,0.001104816,0.000979044,0.000692087,0.001030634,0.000773597,0.001230296,0.000702235
Cer_NDS.d16:0_18:2__Np,0.000511153,0.000273549,0.000387343,0.000180812,0.000121446,0.000218503,0.000168036,0.00025444,0.00030278,0.000360517,0.000379261,0.000598952,0.000189509,0.000136226,0.000181747,0.00016329,0.000181505,0.000238702,0.000594934,0.000512576,0.001244078,0.000174089,0.000202045,0.000162139,0.000409196,0.000428871,0.000203132
Cer_NDS.d16:0_20:0__Np,0.005167096,0.005897376,0.005167726,0.006824536,0.004351151,0.006056641,0.005893156,0.005767436,0.006016511,0.005114035,0.007662189,0.008599759,0.006981686,0.006127981,0.007639329,0.003414543,0.004749141,0.004042337,0.004999801,0.003622505,0.005372135,0.005966313,0.004470796,0.007881392,0.003335433,0.00584211,0.003941607
Cer_NDS.d17:0_16:0__Np,0.001231507,0.001167698,0.001122604,0.001567686,0.000624561,0.001094917,0.001222469,0.001245796,0.001374187,0.00110112,0.001840354,0.001655612,0.00172494,0.000746962,0.001943191,0.000770467,0.00115678,0.000816899,0.001517741,0.000872662,0.001200991,0.001433116,0.000960277,0.001418306,0.000824106,0.000956023,0.000800733
Cer_NDS.d17:0_20:0__Np,0.004230923,0.005173914,0.004477765,0.004881388,0.003360929,0.004361263,0.003804507,0.004435063,0.005087675,0.003476606,0.005322055,0.005975755,0.005266209,0.004335121,0.004976812,0.002754089,0.003003661,0.00266508,0.004427904,0.00272819,0.004603201,0.004476556,0.003328222,0.005189087,0.002943421,0.004557201,0.002872998
Cer_NDS.d17:0_22:0__Np,0.005356662,0.007195418,0.005444911,0.004974557,0.003862436,0.004999456,0.00414188,0.005307258,0.006398927,0.003717575,0.005162267,0.005811595,0.006019964,0.004670248,0.00451149,0.003110687,0.003070808,0.002844412,0.005625233,0.003323269,0.006238404,0.005224344,0.003324855,0.00539048,0.003571833,0.005460614,0.003408493
Cer_NDS.d18:0_20:0__Np,0.006912224,0.007851137,0.006773449,0.008113739,0.005311116,0.007196186,0.00682044,0.006879791,0.007052693,0.005941562,0.009047044,0.010676512,0.008597702,0.007670725,0.00890215,0.004008977,0.005232322,0.004614462,0.007270415,0.004382589,0.006969165,0.007329078,0.005238733,0.009676066,0.004026682,0.007280758,0.004658301
Cer_NDS.d20:0_32:2__Np,0.001693484,0.002468242,0.001654212,0.002198025,0.001810061,0.00174722,0.001734617,0.002269721,0.001609961,0.001703927,0.002754083,0.002995449,0.002126151,0.001935452,0.00129741,0.000974455,0.001233661,0.00111303,0.002037816,0.001644027,0.002799317,0.001786503,0.001635151,0.002373353,0.001107708,0.001830761,0.001432027
Cer_NDS.d21:0_20:0__Np,0.009791187,0.011630932,0.009127874,0.007878631,0.006407959,0.007323364,0.005482165,0.007856097,0.009137232,0.005656362,0.008275466,0.008826979,0.010525171,0.007650886,0.005870723,0.004403311,0.004046127,0.00390135,0.008890374,0.005063477,0.010663037,0.009155067,0.004716503,0.008035052,0.004889114,0.007846674,0.004843196
Cer_NDS.d22:0_24:0__Np,0,0,0,0,0,2.12E-05,0,0,0.000247303,0,0,0,0,5.09E-05,2.56E-05,6.42E-05,0.000155391,4.91E-05,0,0,0,0,0,0,4.58E-05,0.000341949,0
Cer_NDS.d32:0__Np,0.000305114,0.000405819,0.000304621,0.000596471,0.000273253,0.000455257,0.00046161,0.000454036,0.000545638,0.000431197,0.000698931,0.000767161,0.000532999,0.000461181,0.000713932,0.000308473,0.000378442,0.000402378,0.000472689,0.000301437,0.000388351,0.000545309,0.000434294,0.000655352,0.000301311,0.000515853,0.000336926
Cer_NDS.d40:0__Np,0.011418455,0.012669172,0.010323377,0.010132656,0.006727879,0.00919205,0.007628452,0.009193912,0.010595253,0.007157673,0.010631024,0.012255815,0.012274589,0.009333403,0.009134974,0.005279545,0.005609049,0.004942062,0.012983099,0.005821611,0.010775197,0.010617301,0.005582675,0.010734782,0.005904398,0.009821237,0.006056034
Cer_NDS.d44:1__Np,0.00874266,0.010679459,0.008054853,0.007089694,0.005886574,0.007137261,0.004892338,0.00735748,0.008001,0.005029759,0.006932165,0.008060957,0.00912663,0.006819789,0.005417551,0.003980394,0.003888929,0.003716795,0.008094691,0.004817593,0.0093439,0.00802329,0.004159722,0.007127079,0.004652981,0.007724955,0.004591298
Cer_NDS.d45:1__Np,0.004901661,0.005048179,0.004377212,0.003120991,0.002851427,0.003748895,0.002415004,0.003583168,0.004268073,0.00251067,0.003313475,0.004138836,0.004446155,0.003521852,0.002808505,0.002128137,0.001809895,0.001919075,0.004413133,0.002282357,0.004804375,0.004141939,0.001947352,0.003525463,0.002580172,0.004273519,0.002248834
Cer_NDS.d46:0__Np,0.02180729,0.021286212,0.017741605,0.013559425,0.012065131,0.013326487,0.008686921,0.014030396,0.016342121,0.010310649,0.014439329,0.017052327,0.01957444,0.014187802,0.011301012,0.007815963,0.007300895,0.007246345,0.018785009,0.008292661,0.019900552,0.017782535,0.007667329,0.015032041,0.009169508,0.015290165,0.008502737
Cer_NDS.d46:1__Np,0.009433983,0.010533714,0.008316284,0.006150496,0.005729752,0.007582736,0.005146438,0.007542796,0.008391402,0.005215149,0.007054694,0.008383222,0.008948826,0.007181045,0.005701894,0.004110536,0.003901992,0.00410757,0.008315275,0.004690898,0.009865668,0.008185453,0.00438085,0.007785751,0.005008727,0.008440432,0.004622493
Cer_NDS.d47:0__Np,0.005702259,0.00549182,0.004911359,0.003967973,0.004110817,0.003963096,0.002109731,0.00388286,0.004229399,0.00259883,0.004330453,0.004461626,0.005043618,0.003621906,0.002704301,0.002193397,0.002163761,0.002035536,0.005166533,0.002723372,0.006374437,0.005239661,0.00231568,0.004319901,0.002454568,0.004283578,0.002154724
Cer_NDS.d48:0__Np,0.00649964,0.006432208,0.005779663,0.004505649,0.004775569,0.004715274,0.002799753,0.004655213,0.004640735,0.003268152,0.005463636,0.005442598,0.006309283,0.004830837,0.00336503,0.002492758,0.002302746,0.002211125,0.005729863,0.003088554,0.006840309,0.005733404,0.002818065,0.005330758,0.002553673,0.004237915,0.00257989
Cer_NDS.d48:1__Np,0.012056527,0.01323717,0.010914,0.007006494,0.006782773,0.008847928,0.005424899,0.008771831,0.010452558,0.005902661,0.008028964,0.008892528,0.010957363,0.008155025,0.006147491,0.00480349,0.004209997,0.00455719,0.009757159,0.005283097,0.012053683,0.010173604,0.004646813,0.008660011,0.006392874,0.01058203,0.005496455
Cer_NDS.d49:0__Np,0.001561,0.001592619,0.00129991,0.001155994,0.001095078,0.001041374,0.000486574,0.001219258,0.001054616,0.000790605,0.001440985,0.000909451,0.001516739,0.001242047,0.000712938,0.000561051,0.000528591,0.000579427,0.001447566,0.000546602,0.001984906,0.001498626,0.000476114,0.001166377,0.000678856,0.000953448,0.000702823
Cer_NDS.d49:1__Np,0.003792479,0.004397437,0.003692732,0.003054158,0.003758862,0.002798265,0.00187765,0.00343566,0.002895453,0.002384544,0.004251246,0.00351361,0.004275261,0.003357273,0.001647567,0.001427434,0.001405206,0.001347513,0.003691454,0.002585556,0.005668801,0.003932345,0.001709509,0.003448546,0.00162678,0.002431678,0.001851199
Cer_NDS.d49:1_1__Np,0.000704108,0.000413556,0.000656152,0.000600683,0.000460815,0.000528276,0.000704425,0.000565241,0.000381961,0.000502966,0.000919563,0.000829563,0.000778452,0.000741567,0,0.000310214,0.000496573,0.000418095,0.000711352,0.000375137,0.000742461,0.000652555,0.000611667,0.000906919,0.000282882,0.000663862,0.000427605
Cer_NDS.d50:0__Np,0.001091653,0.001367167,0.00118913,0.000967905,0.001011105,0.000825282,0.000444432,0.000897762,0.000823814,0.000565639,0.001095008,0.000810251,0.001191503,0.000957508,0.000521969,0.000455023,0.00035864,0.000370682,0.001199897,0.000488825,0.001288108,0.00129219,0.000521793,0.000918823,0.00039357,0.000720085,0.000440452
Cer_NDS.d50:1__Np,0.012532791,0.013897946,0.011789155,0.007574697,0.007305984,0.00981563,0.005392109,0.009309469,0.010771232,0.006343081,0.007615018,0.008919482,0.011663692,0.008825532,0.005915496,0.005259132,0.00453973,0.00491206,0.010416667,0.005556104,0.013098668,0.010958394,0.004660857,0.00836842,0.006775522,0.010505893,0.005996982
Cer_NDS.d50:1_1__Np,8.65E-05,0.000157173,9.01E-05,7.87E-05,4.07E-05,6.70E-05,4.43E-05,7.23E-05,6.05E-05,5.53E-05,0,2.68E-05,0.000155309,7.95E-05,5.17E-05,2.86E-05,2.10E-05,3.37E-05,0.000189777,6.91E-05,0.000115936,0.000103938,1.86E-05,7.35E-05,2.84E-05,7.31E-05,3.08E-05
Cer_NDS.d52:1__Np,0.003420925,0.004522063,0.003599361,0.002618488,0.002942982,0.002839177,0.001876521,0.003380127,0.003264729,0.002234516,0.002753559,0.003000106,0.003695713,0.002822563,0.001553724,0.001603964,0.001509455,0.001571173,0.003357856,0.002159186,0.00504781,0.003486142,0.001550217,0.00281106,0.001747272,0.00240411,0.001985497
Cer_NP.t17:0_16:0__Np,0.000349025,0.000336023,0.000317711,0.000337029,0.000258479,0.000417614,0.000255083,0.000422901,0.000387151,0.000245834,0.000344088,0.000391542,0.000489259,0.000364623,0.000375244,0.00022914,0.000198005,0.000200304,0.000341888,0.000240151,0.000340608,0.000344525,0.000278877,0.000376211,0.000293402,0.000359105,0.000224624
Cer_NP.t17:0_26:0__Np,0.005504596,0.003959766,0.004504463,0.003832937,0.002573611,0.00273336,0.002271109,0.003119943,0.003765452,0.002317873,0.004054449,0.004798594,0.005553884,0.003925741,0.002393644,0.001967388,0.001877174,0.001064069,0.005281523,0.002053675,0.00443473,0.00470123,0.001746724,0.003746697,0.001721307,0.002515427,0.001761378
Cer_NP.t22:0_30:0__Np,0.001817045,0.002167307,0.001662658,0.001410868,0.000891068,0.001116938,0.000658259,0.00119123,0.001462634,0.000871481,0.001598996,0.001602417,0.001760922,0.001211581,0.000962582,0.00064815,0.000657577,0.00060785,0.001780574,0.000652814,0.000873015,0.001364722,0.001000974,0.001123864,0.00052367,0.001111667,0.000702129
Cer_NP.t36:0__Np,0.000151979,0.000114162,0.000130526,0.00016983,0.000146986,0.000157475,0.000118804,0.000143427,0.000151117,0.000116368,0.000168299,0.000227056,0.000180565,0.000154683,0.000186875,6.67E-05,9.57E-05,9.79E-05,0.000187988,8.93E-05,0.00012746,0.000135376,0.000129674,0.000181394,0.000110044,0.000129654,9.02E-05
Cer_NP.t40:2__Np,2.64E-05,2.07E-05,2.81E-05,7.62E-05,1.74E-05,3.42E-05,5.27E-05,3.14E-05,2.76E-05,3.17E-05,3.74E-05,4.33E-05,4.91E-05,5.29E-05,3.08E-05,1.86E-05,3.99E-05,0,4.73E-05,3.26E-05,3.72E-05,3.82E-05,3.76E-05,3.44E-05,1.76E-05,1.47E-05,1.95E-05
Cer_NP.t41:0__Np,0.00406954,0.004185074,0.003992382,0.003247781,0.002641452,0.003550924,0.002539646,0.003296282,0.003523052,0.002435272,0.003472728,0.004566937,0.0044478,0.003535157,0.003154171,0.002184343,0.002180064,0.001888957,0.004579206,0.002279136,0.004010397,0.003790751,0.002376596,0.003593158,0.002461778,0.003937286,0.002118292
Cer_NP.t46:1__Np,0,0.000796109,0.00098288,0,0.000605286,0.001025843,0.000910478,0.000671611,0.00076135,0.000630028,0,0,0,0,0.001145545,0.000554791,0.000799048,0.000655798,0,0.00054766,0,0.000892746,0,0.001275572,0.000329964,0,0
Cer_NP.t47:1__Np,0.000234778,0.000336835,0.000280667,0.000175604,0.000147254,0.000194077,0.00013496,0.000244842,0.000279269,0.000139498,0.000177891,0.000169719,0.000238079,0.00017964,0.000151104,0.000138051,0.000107796,0.0001208,0.000343392,0.000186927,0.000561896,0.000241322,0.000124827,0.000190138,0.0001918,0.000278312,0.000119925
Cer_NP.t48:1__Np,0.001030176,0.001177952,0,0.000383184,0.000201899,0.000346014,0.000228823,0,0,0.000242567,0.000363446,0.000432517,0.0004195,0.000346452,0,0,0.000164059,0.00012488,0.00101156,0.000211685,0.000761271,0.000406603,0.000116971,0.000270465,0.000181484,0.000284375,0
Cer_NP.t50:1__Np,0.003768525,0.003993417,0.003075226,0.002266607,0.001762213,0.00241921,0.001701455,0.002405343,0.00337551,0.001418776,0.001977455,0.003395663,0.003092546,0.002416785,0.002039921,0.001295146,0.00121412,0.001329847,0.003711561,0.001483991,0.002798801,0.002634829,0.001232515,0.002016567,0.001798584,0.003125947,0.00152096
Cer_NP.t50:2__Np,0.000147912,6.94E-05,0.000124628,4.69E-05,1.34E-05,6.32E-06,9.94E-05,2.97E-05,0.000127713,5.20E-05,0.000109062,0.000205052,8.58E-06,2.29E-05,0.000112436,9.05E-05,4.17E-05,4.91E-05,0.000158154,9.10E-05,0,0.000119391,8.97E-05,0.000115718,8.93E-05,6.93E-05,0.000118495
Cer_NP.t53:1__Np,0.000115597,0.000151956,6.76E-05,0.000130804,1.61E-05,0,8.86E-05,8.74E-05,0.000139732,0.000119157,0.000146555,0.000114502,0.000118085,8.02E-05,0,7.47E-05,8.05E-05,0,0.00015719,1.40E-05,0.00021022,8.52E-05,0.000106136,6.73E-05,9.57E-05,0,5.41E-05
Cer_NP.t53:2__Np,3.96E-05,8.27E-05,5.30E-05,6.99E-05,8.54E-05,3.36E-05,0.000138971,9.40E-05,7.65E-05,0.000157965,0.000125697,9.35E-05,0.00012331,0.000109511,5.71E-05,1.29E-05,2.51E-05,2.03E-05,9.48E-05,4.46E-05,0.000154143,2.41E-05,3.63E-05,0.000130974,4.90E-05,6.22E-05,4.01E-05
Cer_NP.t54:1__Np,0.000207178,0.000465928,0.000323762,0.000288862,0.000209853,0.000238044,0.000185729,0.00025665,0.000339912,0.000184538,0.000348485,0.000283449,0.000336142,0.000251765,0.000154555,0.000152593,0.000140197,0.000147724,0.000310248,0.00016648,0.00037526,0.000261661,0.000127723,0.000254613,0.000152349,0.000180939,0.000149814
Cer_NS.d16:1_16:0__Np,0.000922847,0.000773524,0.000986819,0.001198786,0.000723349,0.001167984,0.001032373,0.00101789,0.000918963,0.00115016,0.00167393,0.001843426,0.001115123,0.001029217,0.001549748,0.000642511,0.001037674,0.000869081,0.0011052,0.00090898,0.001249758,0.000959885,0.001061331,0.00139462,0.00072938,0.001204886,0.000782074
Cer_NS.d16:1_16:1__Np,0.000177232,9.58E-05,6.88E-05,7.22E-05,3.77E-05,5.99E-05,1.28E-05,4.61E-05,5.25E-05,6.92E-05,5.74E-05,0.000108116,0.000104185,6.13E-05,4.78E-05,3.20E-05,2.44E-05,0,0.000266028,7.77E-05,0.000220597,7.36E-05,8.47E-05,6.64E-05,3.11E-05,5.14E-05,3.31E-05
Cer_NS.d16:1_19:0__Np,0.000879421,0.001103012,0.000978586,0.000910137,0.000645219,0.000973328,0.000921182,0.001083353,0.001112463,0.000874699,0.001277139,0.0014737,0.001049829,0.000896783,0.001037085,0.000661472,0.000728198,0.0007212,0.001085197,0.000913611,0.001234071,0.000887074,0.000770657,0.001126223,0.000798443,0.00122673,0.000766564
Cer_NS.d16:1_20:0__Np,0.00825656,0.010340411,0.0084912,0.009392156,0.005785833,0.008201115,0.008951002,0.00981338,0.01061873,0.007681753,0.011672485,0.012745986,0.010006221,0.008328611,0.01041446,0.005160809,0.006595181,0.005684335,0.010095998,0.006869684,0.010010475,0.008614278,0.006040406,0.011234999,0.006775795,0.010866609,0.006807893
Cer_NS.d16:1_22:0__Np,0.006837385,0.008481459,0.007016056,0.007748459,0.005094951,0.00683426,0.006569916,0.007435563,0.007799078,0.005882396,0.008186325,0.00928878,0.008070474,0.006929732,0.007602909,0.004038016,0.004959267,0.004377505,0.007705656,0.004901124,0.007990517,0.006956096,0.004450465,0.008367881,0.004891985,0.007928171,0.005012738
Cer_NS.d17:1_16:0__Np,0.00116986,0.000875836,0.001076261,0.001247907,0.000847135,0.001283927,0.001123782,0.001165293,0.001024625,0.001260692,0.002061901,0.002555841,0.001290189,0.001273402,0.001603286,0.000702551,0.001216739,0.001053218,0.001425808,0.001011829,0.001285209,0.00111518,0.001158754,0.001704335,0.000812288,0.001351857,0.000882658
Cer_NS.d17:1_20:0__Np,0.003860125,0.004981719,0.004109432,0.003437057,0.002563324,0.003835748,0.003435083,0.003912394,0.004299509,0.002996981,0.004157198,0.005448122,0.004052419,0.003567068,0.004242352,0.002448343,0.0027174,0.002563366,0.004730395,0.003597037,0.004534784,0.0035236,0.002884062,0.004270158,0.003194436,0.005470444,0.002872196
Cer_NS.d17:1_22:0__Np,0.004584376,0.003840075,0.003746234,0.003112342,0.002837828,0.003611195,0.002534774,0.003091,0.003333262,0.002501542,0.003565708,0.004832569,0.004263519,0.003711486,0.003293866,0.002126265,0.002191704,0.002084373,0.004891759,0.002403495,0.00369019,0.003548014,0.002302553,0.003952961,0.0021801,0.003711868,0.002117594
Cer_NS.d17:1_24:0__Np,0.003922331,0.003951981,0.00329894,0.002948261,0.00253289,0.00335621,0.00233184,0.003049254,0.003298882,0.00241033,0.003209772,0.003925346,0.003929552,0.00317622,0.002778904,0.001988258,0.001961471,0.00196845,0.003883725,0.00222933,0.003680552,0.003395824,0.002100225,0.003235022,0.002242611,0.003526831,0.002073932
Cer_NS.d18:1_16:0__Np,0.0053918,0.003131021,0.004790417,0.003851709,0.00234883,0.00354842,0.003786962,0.003626011,0.003493181,0.005115181,0.00797635,0.008899231,0.003529487,0.003423218,0.005066079,0.002078738,0.003932508,0.003395831,0.005833756,0.003898215,0.004996755,0.003148113,0.002667301,0.004943993,0.004380014,0.005476142,0.003295653
Cer_NS.d18:1_24:1__Np,0.002408176,0.001330729,0.001948259,0.000968742,0.000746286,0.001199526,0.001108276,0.001308142,0.001573832,0.001817826,0.002799231,0.003623794,0.001091305,0.001077393,0.001382503,0.000816077,0.001257429,0.001391711,0.002295676,0.00155644,0.002195227,0.001094032,0.001018722,0.001382574,0.002320577,0.002521062,0.001192672
Cer_NS.d20:1_30:1__Np,0.001230265,0.001632959,0.001126749,0.001484709,0.00099378,0.001159897,0.001281211,0.001430598,0.001091656,0.001104227,0.001762844,0.001964204,0.001296302,0.001333192,0.001061308,0.000655503,0.000885134,0.00071085,0.001354922,0.000997819,0.001541171,0.001177359,0.001157522,0.001484302,0.000706644,0.001436886,0.001011296
Cer_NS.d23:2_29:1__Np,3.46E-05,0.000120645,1.58E-05,9.38E-06,2.78E-05,2.29E-05,4.83E-05,4.21E-05,5.48E-05,4.62E-05,8.89E-05,4.54E-05,3.44E-05,5.36E-06,4.46E-05,9.65E-06,3.18E-05,1.95E-05,3.45E-05,3.46E-06,9.68E-06,2.53E-05,3.13E-05,5.93E-05,3.20E-05,5.66E-05,2.39E-05
Cer_NS.d40:1__Np,0.008072436,0.009990349,0.007968042,0.007506974,0.005446902,0.007222223,0.006070264,0.007511383,0.008511374,0.005998493,0.008000599,0.009552348,0.008542638,0.006901364,0.00663877,0.004378029,0.004756852,0.004349328,0.008343214,0.005158368,0.008960277,0.007384044,0.004563338,0.007778512,0.005443885,0.008553698,0.00507717
Cer_NS.d48:2__Np,0.000632207,0.001105647,0.000649139,0.000869767,0.000501827,0.000804675,0.000902145,0.000872498,0.000870618,0.000723913,0.00109115,0.001255921,0.000836954,0.000864059,0.001045188,0.000566383,0.000639112,0.000612053,0.000835918,0.000564276,0.00087479,0.000714017,0.000758288,0.001025773,0.000508315,0.00103395,0.000613459
Cer_NS.d54:3__Np,0.000126226,0.00021727,0.000152033,0.000128119,0.000114523,9.36E-05,0.000142551,0.000161909,0.000145736,7.85E-05,0.000192086,0.000133185,0.000142342,0.000109538,9.10E-05,8.64E-05,8.34E-05,0.000104599,1.70E-05,9.45E-05,0.000218268,4.75E-05,0.000120523,0.000150687,7.91E-05,0.00017188,0.000129073
EtherOxPC.18:0e_20:3+1O__Np,3.58E-05,4.78E-06,7.07E-05,2.87E-05,0.000209212,0.000367223,0.000283153,0.000229568,0,9.36E-05,0.000123635,6.34E-05,0.000504635,0.000285888,0.000309797,7.05E-05,0.000283669,0.000504425,9.56E-05,0.000101942,6.03E-05,0.000207589,0.000443721,0.00044631,0.000203471,3.90E-05,4.54E-05
EtherPC.16:1e_16:0__Np,0.000433366,0.000333543,0.000377326,0.000401805,0.000386224,0.000561599,0.0003204,0.000414704,0.000435381,0.000195436,0.000554345,0.000835443,0.000558351,0.000481697,0.000542875,0.000156216,0.000404893,0.000388113,0.000439002,0.000130816,0.000382063,0.0005455,0.00036871,0.000574144,0.000266902,0.000500356,0.000327734
