CompoundID,P3_ChloraPrep_EndPoint.1,P3_ChloraPrep_EndPoint.2,P3_ChloraPrep_EndPoint.3,P3_ChloraPrep_Baseline.1,P3_ChloraPrep_Baseline.2,P3_ChloraPrep_Baseline.3,P3_ChloraPrep_PostIntervention.1,P3_ChloraPrep_PostIntervention.2,P3_ChloraPrep_PostIntervention.3,P3_FullSurgicalPrep_EndPoint.1,P3_FullSurgicalPrep_EndPoint.2,P3_FullSurgicalPrep_EndPoint.3,P3_FullSurgicalPrep_Baseline.1,P3_FullSurgicalPrep_Baseline.2,P3_FullSurgicalPrep_Baseline.3,P3_FullSurgicalPrep_PostIntervention.1,P3_FullSurgicalPrep_PostIntervention.2,P3_FullSurgicalPrep_PostIntervention.3,P3_Water_EndPoint.1,P3_Water_EndPoint.2,P3_Water_EndPoint.3,P3_Water_Baseline.1,P3_Water_Baseline.2,P3_Water_Baseline.3,P3_Water_PostIntervention.1,P3_Water_PostIntervention.2,P3_Water_PostIntervention.3
Cer_ADS.d16:0_13:0__Np,4.90E-05,7.03E-05,4.78E-05,4.51E-05,3.43E-05,4.87E-05,4.40E-05,6.72E-05,7.45E-05,4.57E-05,6.95E-05,8.34E-05,6.00E-05,3.84E-05,3.37E-05,6.57E-05,4.27E-05,4.60E-05,6.42E-05,4.39E-05,6.76E-05,5.42E-05,3.84E-05,5.19E-05,5.10E-05,6.84E-05,4.24E-05
Cer_ADS.d16:0_14:0__Np,0.000387551,0.000512576,0.000379584,0.000388569,0.000276164,0.000423625,0.000325398,0.000479132,0.000524676,0.000306184,0.000397993,0.000483976,0.000474673,0.000333608,0.000327975,0.000304214,0.000248142,0.000247962,0.000485577,0.000316602,0.000529329,0.000424037,0.000376588,0.000429789,0.000374796,0.000509963,0.000312689
Cer_ADS.d16:0_16:0__Np,0.005262507,0.006141654,0.005203585,0.005851078,0.004133866,0.006163131,0.004635312,0.005991007,0.006574277,0.004335809,0.006005926,0.007019785,0.006585525,0.005066895,0.005940407,0.003805968,0.003916688,0.003605445,0.006011371,0.003977887,0.006197946,0.005875888,0.004716149,0.006427219,0.004774961,0.006794507,0.004128584
Cer_ADS.d17:0_14:0__Np,0.005375593,0.006400846,0.00507611,0.004218683,0.002926886,0.003899744,0.003082908,0.004531036,0.007073124,0.002941726,0.004863112,0.004196012,0.005743448,0.003581005,0.0031123,0.003349616,0.002123891,0.001866693,0.005695749,0.002874396,0.005326792,0.004963461,0.002307077,0.004214002,0.00379051,0.004745718,0.003017432
Cer_ADS.d17:0_16:0__Np,0.012349954,0.012665676,0.011469698,0.009889414,0.008839832,0.012495683,0.008277019,0.011263199,0.011819284,0.00838063,0.012148015,0.015606793,0.01504485,0.011359216,0.011011257,0.008138449,0.007342948,0.007217673,0.013203277,0.008259118,0.011744219,0.012476021,0.009370625,0.013147152,0.00906085,0.008378667,0.004969904
Cer_ADS.d18:0_16:0__Np,0.015770534,0.012608469,0.013397881,0.01473331,0.00897641,0.012418509,0.011855847,0.012449829,0.012900644,0.012727188,0.019047115,0.024213912,0.015725936,0.012655341,0.016076678,0.007659929,0.010353818,0.00911995,0.018344033,0.009518186,0.013537185,0.013137854,0.009771971,0.017297151,0.010495121,0.015166303,0.009260491
Cer_ADS.d18:0_25:0__Np,0.001029065,0.000333174,0.000661908,0.000726642,0.0005163,3.20E-05,0.000382069,0.000452663,0.000535827,3.37E-05,0.0007195,0.000397496,0.000838265,0.000542955,0.000505726,0.000371107,0.000327363,8.81E-05,0.001503999,0.000331586,0.001193809,0.000760714,0.000199831,0.00062557,9.18E-06,0.000126349,3.29E-05
Cer_ADS.d19:0_16:0__Np,0.000430125,0.000323122,0.00045234,0.00121084,0.000496671,0.000830217,0.000954794,0.000453625,0.000340046,0.000636126,0.000910557,0.001623235,0.000919121,0.000913578,0.001286446,3.45E-05,0.000795561,0.000642268,0.000499525,0.000420798,0,0.000739139,0.000506036,0.001156727,0.000217217,0.000699796,0.000375808
Cer_ADS.d19:0_26:0__Np,0.006144313,0.00593739,0.004819774,0.003637652,0.002817381,0.004407368,0.002506382,0.003795427,0.004199027,0.0026719,0.004215139,0.004796608,0.004871503,0.003656746,0.002885378,0.002297348,0.001578697,0.00222377,0.004909407,0.002255965,0.004882557,0.003969364,0.001941172,0.003588804,0.00265991,0.004044304,0.002598939
Cer_ADS.d19:0_29:0__Np,0.000780993,0.000601523,0.000560395,0.000395243,0.000312777,0.000530323,0.00022154,0.000485853,0.000257977,0.000283306,0.000300445,0.000720571,0.000163446,0.000470168,0.000235918,0.000108062,0.000330951,8.80E-05,0.000538663,0.000127032,0.000586921,0.000317557,0.000317228,0.000181061,0.000244576,0.00050638,0.000251253
Cer_ADS.d21:0_18:0__Np,0.000162305,0.000314792,0.000161419,0.000322391,0.000256376,0.000239951,0.000233895,0.000190597,0.000225153,0.000119306,0.000332309,0.00054192,0.000207238,0.000364732,0.000158295,0.000257034,0.000153974,8.89E-05,0.000387067,0.00013558,0.000343584,0.000165658,0.000145352,0.000183204,8.98E-05,0.00032048,0.000170537
Cer_ADS.d22:0_14:0__Np,2.89E-05,2.80E-06,8.60E-06,5.19E-05,0,3.60E-05,3.61E-05,3.76E-05,3.34E-05,2.42E-05,4.45E-05,1.68E-05,4.16E-05,2.37E-05,1.35E-05,1.63E-05,0,0,6.56E-06,2.38E-05,0,4.87E-05,0,4.04E-05,0,0,1.81E-05
Cer_ADS.d30:0_21:0__Np,0.000547923,0.00060279,0.000466084,0.000301655,0.000390427,0.000407137,0.000155578,0.000567475,0.000396922,0.000290814,0.000660086,0.000383832,0.000585676,0.000429929,0.000215462,0.000216996,0.000197071,0.000194042,0.000644463,0.000431291,0.000880992,0.00050411,0.000144398,0.000310768,0.000272508,0.000390126,0.000267646
Cer_ADS.d32:0__Np,0.000250116,0.000243104,0.000199,0.00013112,8.07E-05,0.000222268,8.81E-05,0.000201044,0.000204443,9.67E-05,0.000210176,0.000260905,0.000219224,6.66E-05,9.02E-05,7.83E-05,5.73E-05,5.81E-05,0.000235106,7.33E-05,0.000136744,0.000225963,3.78E-05,9.93E-05,0.000102759,0.000102441,6.52E-05
Cer_ADS.d32:1__Np,0.019354287,0.022735076,0.017870998,0.017286744,0.010971364,0.015849332,0.014370772,0.017843699,0.026121662,0.012968938,0.02159376,0.021864877,0.024604902,0.015793787,0.015054051,0.013520381,0.009480396,0.009206876,0.026509037,0.01244058,0.01757913,0.019325131,0.010543182,0.019628367,0.012471322,0.01906145,0.011722604
Cer_ADS.d36:0__Np,0.008876607,0.011027107,0.009080394,0.010089995,0.006216228,0.008825664,0.009446618,0.010392886,0.011319858,0.008158499,0.012345173,0.013713666,0.010790767,0.008901756,0.011035797,0.005484524,0.00694149,0.006025704,0.010926531,0.007214975,0.010533227,0.009281728,0.006524185,0.011761036,0.007183263,0.011525875,0.007195098
Cer_ADS.d37:0__Np,0.004677574,0.005711817,0.004562384,0.003865858,0.002661124,0.004365866,0.003773701,0.004300414,0.00489671,0.003274603,0.004558716,0.006142542,0.00458282,0.003969002,0.00470489,0.002734354,0.002959963,0.002843289,0.00571312,0.00405691,0.005175307,0.003674563,0.003221282,0.004783856,0.003605421,0.006286137,0.003159301
Cer_ADS.d38:0__Np,0.007498781,0.009226098,0.007613082,0.008452655,0.005576469,0.007316851,0.006907523,0.007957415,0.008400448,0.006391246,0.008709289,0.010018465,0.008792402,0.007416639,0.008169734,0.004371294,0.005219088,0.004636542,0.008623321,0.005201646,0.008503374,0.007450312,0.004919799,0.009009498,0.0052828,0.008414586,0.005312143
Cer_ADS.d38:0_1__Np,0.000198459,0.000161945,0.000184234,0.000140643,0.000115264,0.000154423,8.27E-05,0.000136467,0.000114273,0.000115223,0.000130501,0.000196474,0.000117502,9.99E-05,0.000130522,8.32E-05,6.56E-05,9.17E-05,0.00027951,0.000112443,0.00017601,0.000129149,0.000100686,0.000120755,9.42E-05,0.000174238,7.67E-05
Cer_ADS.d39:0__Np,0.003114604,0.003422797,0.003262248,0.002918147,0.002560154,0.003278909,0.001728715,0.00276346,0.00334312,0.002085583,0.002819048,0.003498689,0.004017601,0.002957963,0.002344531,0.001670561,0.00148138,0.00153611,0.004042472,0.001789406,0.003640306,0.003378698,0.001894282,0.002644494,0.00195004,0.002918779,0.001774283
Cer_ADS.d40:0__Np,0.00882804,0.005975673,0.006418877,0.004980977,0.004552639,0.005596516,0.003565932,0.004507613,0.00512688,0.003684902,0.006126562,0.007712628,0.008491879,0.0063089,0.004942831,0.002962644,0.002846715,0.002939244,0.009241372,0.003310957,0.006062034,0.00643615,0.003477695,0.006904131,0.003182019,0.005129168,0.00302018
Cer_ADS.d40:0_1__Np,0.008691897,0.01073535,0.008419498,0.008174774,0.005692792,0.007686895,0.006529777,0.007981282,0.009044652,0.006278243,0.008608833,0.010261332,0.009249625,0.007235382,0.007168381,0.004568575,0.005000636,0.00457296,0.008960188,0.005372906,0.009221433,0.007920419,0.00487784,0.00845643,0.005812806,0.009106925,0.005260541
Cer_ADS.d41:0__Np,0.005066752,0.004623462,0.004359189,0.00390814,0.003265152,0.004284477,0.00239705,0.003422503,0.004883324,0.00252183,0.003975423,0.004233786,0.005997451,0.004245944,0.003248985,0.002276125,0.001913118,0.001567582,0.006299511,0.002189775,0.004998209,0.005007281,0.002191247,0.003772131,0.0023205,0.003905548,0.002159744
Cer_ADS.d41:0_1__Np,0.000578601,0.000312517,0.000706234,0.000497515,0.000465501,0.000619356,0.000198973,0.000189863,0.00088835,0.000171169,0.000776093,0.001056493,0.001099438,0.000782459,0.000438445,0.00032069,0.000253938,0.000151125,0.001627528,0.000144012,0.000437003,0.000822266,0.000377754,0.000578275,0.000228905,0.00061679,0.000258811
Cer_ADS.d41:1__Np,0.000534438,0.000523039,0.000411046,0.000438519,0.000371878,0.000425859,0.000296387,0.000460935,0.000449528,0.000336545,0.000363156,0.000484981,0.000548184,0.000434963,0.000246508,0.000189671,0.000224874,0.000261423,0.000780568,0.000232972,0.000579661,0.000377662,0.000287169,0.00034137,0.000222273,0.000338318,0.000305027
Cer_ADS.d42:0__Np,0.008635981,0.006794203,0.006882595,0.005856751,0.00486894,0.006455593,0.003908859,0.005354205,0.006460831,0.004439744,0.006687095,0.007861482,0.009253221,0.006655851,0.005167583,0.003475542,0.003465677,0.003433275,0.009686156,0.003703499,0.006630283,0.007431435,0.00371335,0.006345077,0.003654886,0.005703722,0.003508849
Cer_ADS.d42:0_1__Np,0.000744443,0.000378068,0.00043092,0.000440883,0.000438722,0.000451907,0.000357304,0.000416771,0.00063296,0.000336071,0.000514416,0.00070819,0.000688503,0.000190806,0.000214125,0.000272886,0.000265536,0.000185002,0.001125577,0.000190074,0.00068653,0.000487466,0.000287823,0.000416901,0.000310175,0.00048366,0.000321103
Cer_ADS.d42:0_2__Np,0.009769093,0.010978339,0.00910341,0.008411291,0.006384098,0.007823497,0.005908384,0.008120878,0.009318805,0.006135683,0.008525738,0.010344018,0.010050014,0.007734875,0.006490931,0.004442508,0.004706322,0.004316556,0.008564848,0.005219057,0.009762831,0.008543667,0.004781161,0.008098688,0.0052755,0.008606711,0.005269462
Cer_ADS.d42:1__Np,0.004243673,0.003840173,0.003155413,0.002713,0.002178835,0.002785831,0.002331976,0.002724138,0.003289799,0.002049044,0.003821844,0.004953961,0.003983236,0.003143304,0.002812725,0.001698973,0.001669842,0.001772798,0.005304437,0.002004057,0.003281509,0.002993942,0.001976273,0.003956215,0.001791402,0.003149108,0.001757544
Cer_ADS.d42:1_1__Np,0.000458407,0.000579525,0.000406917,0.000350026,0.000276741,0.000352348,0.00029599,0.000402108,0.000485936,0.000262232,0.000293422,0.000549048,0.000423464,0.000295611,0.000323088,0.000213383,0.000214365,0.000220519,0.000561664,0.000280392,0.000477464,0.000338487,0.000221323,0.000292002,0.000340173,0.000470454,0.000274495
Cer_ADS.d44:0__Np,0.010296274,0.008933098,0.008852552,0.007048441,0.005543307,0.007550016,0.004267802,0.006209355,0.007813162,0.005145242,0.008144151,0.008949135,0.010392323,0.007208135,0.005454713,0.003965684,0.003630696,0.003360639,0.008650205,0.00424847,0.008351241,0.008345424,0.004056998,0.007383741,0.004071896,0.006496893,0.004052053
Cer_ADS.d44:1__Np,0.003189935,0.003865018,0.00276072,0.002594695,0.001889798,0.002690548,0.002161088,0.00263362,0.003155282,0.001987857,0.003181394,0.004508338,0.003304161,0.002639402,0.002482254,0.00160495,0.001596432,0.001616857,0.004193961,0.001843729,0.0029812,0.002595754,0.001855922,0.002929365,0.001649897,0.002862797,0.001765976
Cer_ADS.d45:0__Np,0.000892985,0.000835281,0.000191785,0.000664446,0.000689754,0.000463654,0.00024059,0.000214193,0.000126572,0.000357226,0.000740651,0.000100229,0.000101752,0.00012477,9.90E-05,0.000233592,9.04E-05,8.15E-05,0.000234499,3.90E-05,0.000330769,0.000194929,0,0.000115641,0.000109192,0.000382183,0.000353879
Cer_ADS.d45:1__Np,0.002247898,0.00234076,0.001663716,0.001462485,0.000961756,0.001481442,0.000871923,0.001485499,0.002075651,0.000849242,0.001438208,0.002271728,0.002048317,0.001271806,0.00073054,0.000770964,0.000662269,0.000528646,0.002550254,0.000954866,0.001994898,0.001491674,0.000751772,0.001033588,0.000873101,0.001349993,0.000993891
Cer_ADS.d46:0__Np,0.011638465,0.010075667,0.011672951,0.008743184,0.006787066,0.008908905,0.005110228,0.007525897,0.010066115,0.005873136,0.010001266,0.011341353,0.011890608,0.009750801,0.006743081,0.004632,0.004053821,0.004146568,0.011440479,0.005053488,0.011256178,0.011643888,0.004849861,0.008876333,0.005081458,0.008957788,0.004948775
Cer_ADS.d46:0_1__Np,0.000494008,0.000452272,0.000629043,0.000274764,0.000226455,0.00054629,0.000335948,0.000640577,0.000940212,0.000462642,0.000806906,0.001341684,0.000750721,0.000687349,0.000546374,0.000374496,0.00032314,0.000173623,0.000508478,0.00033309,0.000594155,0.000812359,0.000437201,0.000626893,0.000217986,0.000697286,0.000366269
Cer_ADS.d46:1__Np,0.003257669,0.003664017,0.002830627,0.002538293,0.00174193,0.002623245,0.001951351,0.00241697,0.002944412,0.001804221,0.002716684,0.003403301,0.003381367,0.002343785,0.002231145,0.001558604,0.001374793,0.001447275,0.003669041,0.001654456,0.002426542,0.002555454,0.001765061,0.002757143,0.001409342,0.002699442,0.00155548
Cer_ADS.d46:1_1__Np,0.000754297,0.000817055,0.000527554,0.000265233,0.00038944,0.000248324,0.00046444,0.000584021,0.000737846,9.00E-05,0.000336804,0.00098729,0.000347706,0.000564938,0.000155456,0,4.67E-05,0.000348481,0.000793863,0.000173304,0.000621359,0.000245161,7.96E-05,0.000700906,0.0003604,0.000462176,0.000170877
Cer_ADS.d47:0__Np,0.005482843,0.004076577,0.004548594,0.003245595,0.003268414,0.00456625,0.002016693,0.003174214,0.003823458,0.002430512,0.004106278,0.003656297,0.005613625,0.003931359,0.002736005,0.002187389,0.001733858,0.001888788,0.004889792,0.001907703,0.004931124,0.005092162,0.001938567,0.003875527,0.002470453,0.003968014,0.001933469
Cer_ADS.d47:0_1__Np,0.000394609,4.79E-05,2.44E-05,0.000407183,0.000253733,0.000370228,9.92E-05,4.07E-05,0.000217605,5.81E-05,0.000477854,4.12E-05,0.000554732,5.50E-05,0.00036278,1.09E-05,2.06E-05,5.80E-06,0.000736396,2.72E-05,0.000396761,0.000412111,0.000233665,0.000391964,0.000204595,0.000273836,2.84E-05
Cer_ADS.d48:1__Np,0.003813957,0.004354966,0.003329889,0.002640665,0.001895569,0.002767975,0.001851241,0.002521956,0.003441157,0.001938024,0.003012127,0.003563107,0.003420354,0.002723475,0.002334179,0.001471521,0.001358524,0.001219246,0.003991678,0.001617164,0.003395233,0.002845301,0.001438298,0.002731959,0.001627146,0.00292199,0.001535838
Cer_ADS.d48:2__Np,0.000192965,0.000200355,0.000169277,0.000178048,0.000126777,0.000181538,0.000209976,0.000185533,0.000172722,0.000148907,0.000254757,0.000199887,0.000161933,0.000178864,0.000269737,0.000102137,0.000187116,0.000121244,0.000306615,0.000168536,0.000282548,0.000164823,0.000178701,0.000194663,0.000119539,0.000235767,0.000139646
Cer_ADS.d49:0__Np,0.002038981,0.001788452,0.001922708,0.001600676,0.001125471,0.000838577,0.000403821,0.0012165,0.001015,0.000988492,0.002214692,0.000706687,0.001335009,0.001030083,0.000695384,0.000625309,0.000613215,0.000298786,0.001578824,0.000931445,0.001944824,0.001299593,0.001029424,0.001104364,0.000879028,0.00088869,0.000855938
Cer_ADS.d50:1__Np,0.001285975,0.001415961,0.001025941,0.000957608,0.000727198,0.001139791,0.000380807,0.00103193,0.001353139,0.000657369,0.000406097,0.000627677,0.001334385,0.001002983,0.000448635,0.000616729,0.000281082,0.000598534,0.001131396,0.000597605,0.00082912,0.001066892,0.000327251,0.000571723,0.000783135,0.001317653,0.000711944
Cer_ADS.d52:1__Np,0.001539381,0.001774154,0.001446928,0.001243131,0.001054813,0.001298673,0.000756567,0.001268846,0.001424118,0.000918372,0.001443535,0.001451976,0.001625498,0.001195364,0.000642159,0.000652325,0.000644642,0.000683804,0.001602811,0.000768576,0.001789964,0.001232413,0.000686846,0.001064428,0.000704561,0.001283146,0.000685517
Cer_AP.t15:1_18:1__Np,0.000101803,9.10E-05,8.91E-05,8.05E-05,9.08E-05,0.000128193,0.000102344,0.000123843,0.000125983,9.42E-05,0.000110598,0.000152208,0.000107949,0.000109368,0.000102166,8.83E-05,9.41E-05,9.16E-05,7.69E-05,8.14E-05,0.000116676,0.000129514,0.000101739,0.000129538,0.00010461,0.000139587,8.60E-05
Cer_AP.t16:0_20:0__Np,0.002093465,0.002022122,0.002031619,0.002634811,0.001824732,0.002509951,0.002214406,0.002353592,0.002463807,0.001884784,0.002618876,0.003849317,0.002941846,0.002449617,0.002818656,0.001567105,0.001861891,0.00169284,0.002360439,0.001535272,0.002024729,0.002377758,0.001772659,0.003017951,0.001536723,0.002609008,0.00160757
Cer_AP.t16:0_24:0__Np,0.003336286,0.003478456,0.002969025,0.003037542,0.002225466,0.002855274,0.002098707,0.002996611,0.00346138,0.002035187,0.003068286,0.004540184,0.003607044,0.003009661,0.002559867,0.001904825,0.00161654,0.001639055,0.00510076,0.00178354,0.00339825,0.002971474,0.001685328,0.00302548,0.00201095,0.003142546,0.001800262
Cer_AP.t17:0_14:0__Np,0.000655045,0.000483301,0.000355497,0.000347528,0.000200117,0.000361333,0.000235999,0.000357071,0.000435047,0.000221662,0.000290189,0.000350663,0.000539971,0.000376859,0.000233913,0.000206478,0.000151013,0.000137369,0.001403234,0.000314985,0.000563815,0.000465924,0.000206687,0.000415542,0.000266925,0.000370329,0.000207121
Cer_AP.t17:0_20:0__Np,0.002263564,0.001871996,0.001932039,0.001572854,0.001498018,0.002033306,0.001146526,0.001694765,0.001834448,0.001182674,0.001756057,0.002493987,0.0024403,0.001832915,0.001727573,0.001189788,0.001049115,0.001008199,0.002703269,0.001215953,0.000777408,0.000906269,0.001327734,0.001934334,0.001334604,0.001721547,0.001003864
Cer_AP.t17:0_24:0__Np,0.007655583,0.004962367,0.004720804,0.003113736,0.002918001,0.003500809,0.001941833,0.003071857,0.004111942,0.002167352,0.00385791,0.005857472,0.005328496,0.00402077,0.002866464,0.002064554,0.001614916,0.001600096,0.010007022,0.002390038,0.004363307,0.004291884,0.001945511,0.004218795,0.002360425,0.003610412,0.001965762
Cer_AP.t17:0_24:1__Np,0.00106118,0.000641832,0.000638823,0.000417563,0.000321315,0.000536795,0.000412493,0.000374104,0.000592615,0.000286207,0.000478956,0.000832723,0.000890614,0.000754607,0.000475745,0.000251631,0.000278506,0.000199281,0.000952254,0.000563166,0.000619862,0.000725189,0.000591512,0.00082445,0.000507903,0.000728349,0.000240262
Cer_AP.t17:0_26:1__Np,0.000682465,0.000364243,0.000318284,0.000315152,0.000255655,0.000323855,0.000232534,0.000273202,0.000235159,0.000192867,0.000576308,0.000816382,0.000703697,0.000544946,0.000338907,0.000135428,0.000197017,0.000176069,0.000691479,0.000210997,0.00028487,0.000514329,0.000324387,0.000732662,0.000208142,0.000306353,0.000187742
Cer_AP.t17:0_26:2__Np,0.000169837,4.04E-05,5.46E-05,3.91E-05,3.55E-05,3.29E-05,0,0,4.56E-05,0,3.00E-05,5.96E-05,0.000100515,5.29E-05,3.78E-05,0,0,0,0.000455053,0,3.84E-05,8.10E-05,0,6.20E-05,0,3.01E-05,0
Cer_AP.t17:1_16:0__Np,0.000114916,6.22E-05,9.02E-06,5.06E-05,4.81E-05,6.29E-05,2.57E-05,9.64E-05,5.01E-05,3.69E-05,3.75E-05,6.57E-05,9.02E-05,4.06E-05,5.41E-05,2.86E-05,2.73E-05,2.83E-05,0.000361264,4.22E-05,8.69E-05,9.72E-05,5.53E-05,7.70E-05,1.77E-05,1.69E-05,3.47E-05
Cer_AP.t18:0_14:0__Np,0.000690569,0.00080265,0.000671872,0.0007272,0.000577079,0.000741304,0.0005828,0.000807917,0.000857495,0.000483915,0.000663865,0.000684504,0.001184416,0.000726037,0.000673224,0.000404471,0.000402824,0.000436698,0.000919856,0.000467073,0.000774667,0.000937319,0.000583015,0.000915746,0.000595151,0.000770523,0.000477028
Cer_AP.t18:0_15:0__Np,0.002029192,0.002381224,0.001681511,0.001452172,0.000996627,0.001551161,0.000747402,0.001298766,0.001826008,0.000988613,0.001257735,0.001645945,0.002478759,0.001607874,0.000989994,0.001021969,0.000516865,0.000579446,0.003492671,0.000384819,0.001846885,0.001925211,0.000866534,0.001556327,0.000882059,0.000993423,0.000832508
Cer_AP.t18:0_16:0__Np,0.002498696,0.002801539,0.002363607,0.00281449,0.00201226,0.002663848,0.002120059,0.002907881,0.003080852,0.002088156,0.002816715,0.002962992,0.003433342,0.00264749,0.002664027,0.001735116,0.001626234,0.001721081,0.003258682,0.00172938,0.002633981,0.003030717,0.002148601,0.003252621,0.002089827,0.002769352,0.001792588
Cer_AP.t18:0_24:1__Np,0.000475072,0.000488634,0.000369661,0.000483637,0.000344064,0.00063742,0.000419238,0.000552493,0.000569146,0.000406052,0.000808967,0.001079036,0.000760117,0.000769437,0.000732314,0.000210573,0.000377262,0.00034852,0.000619737,0.000227877,0.000359645,0.000432951,0.000457819,0.000702212,0.000233003,0.000447631,0.000364505
Cer_AP.t18:0_32:1__Np,5.31E-05,9.51E-05,6.56E-05,7.59E-05,6.06E-05,9.31E-05,0.000101993,9.99E-05,8.86E-05,6.04E-05,8.77E-05,0.000114756,8.36E-05,9.59E-05,9.80E-05,6.13E-05,7.45E-05,6.16E-05,6.42E-05,7.34E-05,9.08E-05,7.12E-05,5.94E-05,9.87E-05,7.26E-05,9.51E-05,6.18E-05
Cer_AP.t18:1_15:0__Np,3.69E-05,2.95E-05,1.66E-05,2.18E-05,2.07E-05,2.93E-05,2.37E-05,4.83E-05,3.00E-05,0,2.70E-05,1.99E-05,2.47E-05,0,2.61E-05,1.69E-05,2.02E-05,0,1.34E-05,1.51E-05,2.24E-05,0,3.58E-05,2.17E-05,0,4.26E-05,2.11E-05
Cer_AP.t19:0_16:0__Np,0.000324591,0.000448722,0.000421333,0.000492923,0.000379552,0.000397309,0.00026137,0.000517085,0.000515038,0.000276219,0.000336195,0.000539191,0.000540821,0.000376245,0.000455573,0.000331816,0.000221971,6.34E-05,0.000388455,0.000230812,0.000360617,0.000271272,0.000266402,0.00044849,0.000285447,0.000520667,0.000330146
Cer_AP.t20:0_23:0__Np,0.000685911,0.000329213,9.37E-05,4.34E-05,0.000103605,6.80E-05,8.17E-05,0.000186018,8.10E-05,3.75E-05,0.000264289,0.000540562,0.000570587,0.00013645,0.000265286,4.37E-05,4.86E-05,0.000202979,0.00035457,0.000275176,0.000436604,0.000465607,4.82E-05,0.000291302,5.13E-05,0.000149445,2.81E-05
Cer_AP.t20:0_24:0__Np,0.005692154,0.005149116,0.004221006,0.003405339,0.003198147,0.003649708,0.002232522,0.003874337,0.004588291,0.002517788,0.00431074,0.005911451,0.004596218,0.004018921,0.003391407,0.001991115,0.001778139,0.001799092,0.006152789,0.002163672,0.004333494,0.004082818,0.001989966,0.00388624,0.002310501,0.003809545,0.001995894
Cer_AP.t22:0_24:0__Np,0.008929146,0.007474479,0.007068259,0.00472655,0.004476629,0.005301414,0.002806329,0.00446928,0.006932372,0.003141596,0.005721769,0.007323379,0.006911103,0.005050018,0.004116246,0.002776724,0.002593508,0.002708295,0.009346565,0.002670246,0.006374587,0.006042903,0.00206214,0.005173817,0.003256679,0.005248545,0.002672626
Cer_AP.t22:0_27:0__Np,0.001130618,0.001392969,0.001206937,0.00102886,0.000984708,0.000753934,0.000445991,0.000900095,0.000915832,0.000592927,0.00121646,0.000899057,0.001208649,0.001105552,0.000445087,0.000445254,0.000370738,0.000340149,0.00113549,0.000598967,0.001370504,0.001105245,0.000395206,0.000854116,0.000527175,0.000765525,0.000501406
Cer_AP.t22:0_30:1__Np,0.000156955,0.000286875,0,0,0,0.000189767,0,0,6.31E-05,0,0,0,0,0,3.81E-05,0,0,0,0.000511916,0,0,0,0,0,0,9.43E-06,0
Cer_AP.t23:2_23:0__Np,0.000109672,0.000121502,8.44E-05,0.000107388,8.71E-05,0.000102498,0.000103681,0.000135368,0.000109672,6.14E-05,4.07E-05,0.000143882,0.000163363,5.64E-05,7.97E-05,6.82E-05,4.66E-05,5.18E-05,6.09E-05,4.02E-05,7.89E-05,0.00010876,5.17E-05,0.000120091,0.000103591,6.09E-05,9.72E-05
Cer_AP.t24:0_15:0__Np,9.49E-05,0.000124203,9.68E-05,8.35E-05,8.84E-05,0.000111519,7.33E-05,0.000124376,9.88E-05,6.36E-05,0.000108216,0.000152777,0.000113296,7.21E-05,9.06E-05,8.52E-05,6.01E-05,2.80E-05,0.000120901,5.85E-05,0.000124343,8.41E-05,5.07E-05,6.27E-05,5.24E-05,0.000110785,5.66E-05
Cer_AP.t30:0__Np,4.82E-05,8.33E-05,5.51E-05,5.45E-05,3.93E-05,5.14E-05,5.42E-05,7.28E-05,8.53E-05,3.20E-05,4.55E-05,5.37E-05,7.17E-05,5.32E-05,4.36E-05,3.66E-05,3.07E-05,2.97E-05,5.54E-05,5.19E-05,7.24E-05,5.92E-05,4.72E-05,6.32E-05,5.65E-05,7.88E-05,4.34E-05
Cer_AP.t32:1__Np,0.000149359,0.000216967,0.000161363,0.000194019,0.000144107,0.000214617,0.00023699,0.000270971,0.000271366,0.000144888,0.000222911,0.000196138,0.000244256,0.000200999,0.000219186,0.000119258,0.000150505,0.000123422,0.000243363,0.00014722,0.000209335,0.000207527,0.000189888,0.000270414,0.000169601,0.000273333,0.000160521
Cer_AP.t33:1__Np,0.00035098,0.000501931,0.00038125,0.000486952,0.000364509,0.000538586,0.000500939,0.000624326,0.000640167,0.000368173,0.000503852,0.00068355,0.000593244,0.00044755,0.00050528,0.000355713,0.000361608,0.000363496,0.000536598,0.000396999,0.000510215,0.000451622,0.000463948,0.000598089,0.000421681,0.000602161,0.000357717
Cer_AP.t34:1__Np,0.001694272,0.001867752,0.001606995,0.001940181,0.001154648,0.001592819,0.001870282,0.002031784,0.002473012,0.001615472,0.002623991,0.002691987,0.002180893,0.001609948,0.001830804,0.001418646,0.001220885,0.001169796,0.002497437,0.001142491,0.001705928,0.001716389,0.001189853,0.002127304,0.001170857,0.001995032,0.001327226
Cer_AP.t38:0__Np,0.002591283,0.002442041,0.002230963,0.002740286,0.00187995,0.00260537,0.002177862,0.002499752,0.00254003,0.002055416,0.002685743,0.004015806,0.003081406,0.002530348,0.002798008,0.001494442,0.001710149,0.001688717,0.002809408,0.001562816,0.002320677,0.002274252,0.001704122,0.003024379,0.001588504,0.002598678,0.001648099
