CompoundName,CleanName,CompoundID,LipidABV,Formula,Mass,RT,LargerLipidGroup.ABV,LargerLipidGroup,LIPIDClass_CommonName,LipidClass_LIPID_MAPS,LIPID_MAPS
LPE 18:1,LPE 18:1,LPE.18:1__Np,LPE,C23 H46 N O7 P,479.3006,2.69,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1,LPE 18:1,LPE.18:1__Np,LPE,C23 H46 N O7 P,479.3013,2.47,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1,LPE 18:1,LPE.18:1__Np,LPE,C23 H46 N O7 P,479.301,2.47,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1,LPE 18:1,LPE.18:1__Np,LPE,C23 H46 N O7 P,479.3006,2.69,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1,LPE 18:1,LPE.18:1__Np,LPE,C23 H46 N O7 P,479.3013,2.47,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1,LPE 18:1,LPE.18:1__Np,LPE,C23 H46 N O7 P,479.301,2.47,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1_1,LPE 18:1,LPE.18:1_1__Np,LPE,C23 H46 N O7 P,479.301,2.47,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3449,2.44,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3451,2.67,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3453,2.44,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3451,2.66,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3449,2.44,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3451,2.67,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3453,2.44,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7),LPE 18:1(d7),LPE.18:1(d7)__Np,LPE,C23 H39 D7 N O7 P,486.3451,2.66,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7)_1,LPE 18:1(d7),LPE.18:1(d7)_1__Np,LPE,C23 H39 D7 N O7 P,486.3451,2.66,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:1(d7)_1,LPE 18:1(d7),LPE.18:1(d7)_1__Np,LPE,C23 H39 D7 N O7 P,486.3451,2.66,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:2,LPE 18:2,LPE.18:2__Np,LPE,C23 H44 N O7 P,477.2854,1.76,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:2,LPE 18:2,LPE.18:2__Np,LPE,C23 H44 N O7 P,477.2857,1.75,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:2,LPE 18:2,LPE.18:2__Np,LPE,C23 H44 N O7 P,477.2854,1.76,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 18:2,LPE 18:2,LPE.18:2__Np,LPE,C23 H44 N O7 P,477.2857,1.75,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 20:4,LPE 20:4,LPE.20:4__Np,LPE,C25 H44 N O7 P,501.2854,1.71,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 20:4,LPE 20:4,LPE.20:4__Np,LPE,C25 H44 N O7 P,501.2859,1.7,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 20:4,LPE 20:4,LPE.20:4__Np,LPE,C25 H44 N O7 P,501.2854,1.71,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
LPE 20:4,LPE 20:4,LPE.20:4__Np,LPE,C25 H44 N O7 P,501.2859,1.7,Glycerophospholipids ,GP,Lysophospholipids,Lysophosphatidylethanolamine,
NAE 22:0,NAE 22:0,NAE.22:0__Pp,NAE,C24 H49 N O2,383.3762,5.95,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 22:3,NAE 22:3,NAE.22:3__Pp,NAE,C24 H43 N O2,377.327,3.92,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 22:4,NAE 22:4,NAE.22:4__Pp,NAE,C24 H41 N O2,375.3116,3.62,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 22:5,NAE 22:5,NAE.22:5__Pp,NAE,C24 H39 N O2,373.2957,2.94,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 24:0,NAE 24:0,NAE.24:0__Pp,NAE,C26 H53 N O2,411.4079,6.84,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 25:1,NAE 25:1,NAE.25:1__Pp,NAE,C27 H53 N O2,423.4061,3.76,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 26:5,NAE 26:5,NAE.26:5__Pp,NAE,C28 H47 N O2,429.3575,3.96,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 26:5,NAE 26:5,NAE.26:5__Pp,NAE,C28 H47 N O2,429.3574,3.83,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 26:5_1,NAE 26:5,NAE.26:5_1__Pp,NAE,C28 H47 N O2,429.3574,3.83,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
NAE 9:0,NAE 9:0,NAE.9:0__Pp,NAE,C11 H23 N O2,201.173,0.51,Fatty Acyls,FA,Fatty amides,Hydroxy fatty acids ,
PC 14:0_14:0,PC 14:0 14:0,PC.14:0_14:0__Np,PC,C36 H72 N O8 P,677.4978,6.46,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:0,PC 14:0 16:0,PC.14:0_16:0__Np,PC,C38 H76 N O8 P,705.53,7.31,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:0,PC 14:0 16:0,PC.14:0_16:0__Np,PC,C38 H76 N O8 P,705.5301,7.32,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:0,PC 14:0 16:0,PC.14:0_16:0__Np,PC,C38 H76 N O8 P,705.53,7.31,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:0,PC 14:0 16:0,PC.14:0_16:0__Np,PC,C38 H76 N O8 P,705.5301,7.32,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:1,PC 14:0 16:1,PC.14:0_16:1__Np,PC,C38 H74 N O8 P,703.5172,6.46,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:1,PC 14:0 16:1,PC.14:0_16:1__Np,PC,C38 H74 N O8 P,703.5165,6.44,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:1,PC 14:0 16:1,PC.14:0_16:1__Np,PC,C38 H74 N O8 P,703.5172,6.46,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:0_16:1,PC 14:0 16:1,PC.14:0_16:1__Np,PC,C38 H74 N O8 P,703.5165,6.44,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 14:1_16:1,PC 14:1 16:1,PC.14:1_16:1__Np,PC,C38 H72 N O8 P,701.4994,5.67,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_16:1,PC 15:0 16:1,PC.15:0_16:1__Np,PC,C39 H76 N O8 P,717.5306,6.74,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1,PC 15:0 18:1,PC.15:0_18:1__Np,PC,C41 H80 N O8 P,745.5634,7.89,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1,PC 15:0 18:1,PC.15:0_18:1__Np,PC,C41 H80 N O8 P,745.5631,7.89,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1,PC 15:0 18:1,PC.15:0_18:1__Np,PC,C41 H80 N O8 P,745.5634,7.89,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1,PC 15:0 18:1,PC.15:0_18:1__Np,PC,C41 H80 N O8 P,745.5631,7.89,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Np,PC,C41 H73 D7 N O8 P,752.6065,7.83,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Np,PC,C41 H73 D7 N O8 P,752.606,7.8,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Np,PC,C41 H73 D7 N O8 P,752.6064,7.85,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Pp,PC,C41 H73 D7 N O8 P,752.6065,7.83,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Pp,PC,C41 H73 D7 N O8 P,752.606,7.8,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Pp,PC,C41 H73 D7 N O8 P,752.6064,7.85,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Np,PC,C41 H73 D7 N O8 P,752.6065,7.83,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Np,PC,C41 H73 D7 N O8 P,752.606,7.8,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:1(d7),PC 15:0 18:1(d7),PC.15:0_18:1(d7)__Np,PC,C41 H73 D7 N O8 P,752.6064,7.85,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:2,PC 15:0 18:2,PC.15:0_18:2__Np,PC,C41 H78 N O8 P,743.5472,7.06,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:2,PC 15:0 18:2,PC.15:0_18:2__Np,PC,C41 H78 N O8 P,743.5474,7.07,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:2,PC 15:0 18:2,PC.15:0_18:2__Np,PC,C41 H78 N O8 P,743.5472,7.06,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 15:0_18:2,PC 15:0 18:2,PC.15:0_18:2__Np,PC,C41 H78 N O8 P,743.5474,7.07,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Np,PC,C40 H80 N O8 P,733.5619,8.27,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Np,PC,C40 H80 N O8 P,733.5627,8.28,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Np,PC,C40 H80 N O8 P,733.5619,8.28,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Np,PC,C40 H80 N O8 P,733.5619,8.27,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Np,PC,C40 H80 N O8 P,733.5627,8.28,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Np,PC,C40 H80 N O8 P,733.5619,8.28,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Pp,PC,C40 H80 N O8 P,733.5619,8.27,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Pp,PC,C40 H80 N O8 P,733.5627,8.28,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:0,PC 16:0 16:0,PC.16:0_16:0__Pp,PC,C40 H80 N O8 P,733.5619,8.28,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Np,PC,C40 H78 N O8 P,731.5469,7.39,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Np,PC,C40 H78 N O8 P,731.5465,7.39,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Np,PC,C40 H78 N O8 P,731.5466,7.41,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Pp,PC,C40 H78 N O8 P,731.5469,7.39,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Pp,PC,C40 H78 N O8 P,731.5465,7.39,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Pp,PC,C40 H78 N O8 P,731.5466,7.41,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Np,PC,C40 H78 N O8 P,731.5469,7.39,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Np,PC,C40 H78 N O8 P,731.5465,7.39,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_16:1,PC 16:0 16:1,PC.16:0_16:1__Np,PC,C40 H78 N O8 P,731.5466,7.41,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_17:0,PC 16:0 17:0,PC.16:0_17:0__Np,PC,C41 H82 N O8 P,747.5776,8.78,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:0,PC 16:0 18:0,PC.16:0_18:0__Np,PC,C42 H84 N O8 P,761.5931,9.2,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:0,PC 16:0 18:0,PC.16:0_18:0__Np,PC,C42 H84 N O8 P,761.5932,9.19,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:0,PC 16:0 18:0,PC.16:0_18:0__Np,PC,C42 H84 N O8 P,761.5931,9.2,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:0,PC 16:0 18:0,PC.16:0_18:0__Np,PC,C42 H84 N O8 P,761.5932,9.19,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:1,PC 16:0 18:1,PC.16:0_18:1__Np,PC,C42 H82 N O8 P,759.5778,8.31,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:1,PC 16:0 18:1,PC.16:0_18:1__Np,PC,C42 H82 N O8 P,759.5779,8.29,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:1,PC 16:0 18:1,PC.16:0_18:1__Np,PC,C42 H82 N O8 P,759.5778,8.31,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:1,PC 16:0 18:1,PC.16:0_18:1__Np,PC,C42 H82 N O8 P,759.5779,8.29,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Pp,PC,C42 H80 N O8 P,757.5628,7.57,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Pp,PC,C42 H80 N O8 P,757.5621,7.55,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Pp,PC,C42 H80 N O8 P,757.5621,7.54,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Np,PC,C42 H80 N O8 P,757.5628,7.57,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Np,PC,C42 H80 N O8 P,757.5621,7.55,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Np,PC,C42 H80 N O8 P,757.5621,7.54,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Np,PC,C42 H80 N O8 P,757.5628,7.57,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Np,PC,C42 H80 N O8 P,757.5621,7.55,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_18:2,PC 16:0 18:2,PC.16:0_18:2__Np,PC,C42 H80 N O8 P,757.5621,7.54,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_19:1,PC 16:0 19:1,PC.16:0_19:1__Np,PC,C43 H84 N O8 P,773.5942,8.8,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_20:4,PC 16:0 20:4,PC.16:0_20:4__Np,PC,C44 H80 N O8 P,781.562,7.38,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_20:4,PC 16:0 20:4,PC.16:0_20:4__Np,PC,C44 H80 N O8 P,781.562,7.37,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_20:4,PC 16:0 20:4,PC.16:0_20:4__Np,PC,C44 H80 N O8 P,781.562,7.38,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:0_20:4,PC 16:0 20:4,PC.16:0_20:4__Np,PC,C44 H80 N O8 P,781.562,7.37,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_16:1,PC 16:1 16:1,PC.16:1_16:1__Np,PC,C40 H76 N O8 P,729.531,6.52,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_16:1,PC 16:1 16:1,PC.16:1_16:1__Np,PC,C40 H76 N O8 P,729.5309,6.53,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_16:1,PC 16:1 16:1,PC.16:1_16:1__Np,PC,C40 H76 N O8 P,729.531,6.52,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_16:1,PC 16:1 16:1,PC.16:1_16:1__Np,PC,C40 H76 N O8 P,729.5309,6.53,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_18:2,PC 16:1 18:2,PC.16:1_18:2__Np,PC,C42 H78 N O8 P,755.5462,6.7,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_18:2,PC 16:1 18:2,PC.16:1_18:2__Np,PC,C42 H78 N O8 P,755.5464,6.68,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_18:2,PC 16:1 18:2,PC.16:1_18:2__Np,PC,C42 H78 N O8 P,755.5462,6.7,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_18:2,PC 16:1 18:2,PC.16:1_18:2__Np,PC,C42 H78 N O8 P,755.5464,6.68,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_20:4,PC 16:1 20:4,PC.16:1_20:4__Np,PC,C44 H78 N O8 P,779.5471,6.51,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 16:1_24:1,PC 16:1 24:1,PC.16:1_24:1__Np,PC,C48 H92 N O8 P,841.6564,9.99,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 17:0_16:1,PC 17:0 16:1,PC.17:0_16:1__Np,PC,C41 H80 N O8 P,745.5649,7.69,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 17:0_18:1,PC 17:0 18:1,PC.17:0_18:1__Np,PC,C43 H84 N O8 P,773.5943,8.8,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Np,PC,C44 H86 N O8 P,787.6091,9.22,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Np,PC,C44 H86 N O8 P,787.6091,9.2,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Np,PC,C44 H86 N O8 P,787.609,9.21,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Np,PC,C44 H86 N O8 P,787.6091,9.22,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Np,PC,C44 H86 N O8 P,787.6091,9.2,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Np,PC,C44 H86 N O8 P,787.609,9.21,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Pp,PC,C44 H86 N O8 P,787.6091,9.22,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Pp,PC,C44 H86 N O8 P,787.6091,9.2,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:1,PC 18:0 18:1,PC.18:0_18:1__Pp,PC,C44 H86 N O8 P,787.609,9.21,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:2,PC 18:0 18:2,PC.18:0_18:2__Np,PC,C44 H84 N O8 P,785.5935,8.49,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:2,PC 18:0 18:2,PC.18:0_18:2__Np,PC,C44 H84 N O8 P,785.5934,8.48,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:2,PC 18:0 18:2,PC.18:0_18:2__Np,PC,C44 H84 N O8 P,785.5935,8.49,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_18:2,PC 18:0 18:2,PC.18:0_18:2__Np,PC,C44 H84 N O8 P,785.5934,8.48,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:3,PC 18:0 20:3,PC.18:0_20:3__Np,PC,C46 H86 N O8 P,811.6091,8.76,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:3,PC 18:0 20:3,PC.18:0_20:3__Np,PC,C46 H86 N O8 P,811.6094,8.7,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:3,PC 18:0 20:3,PC.18:0_20:3__Np,PC,C46 H86 N O8 P,811.6091,8.76,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:3,PC 18:0 20:3,PC.18:0_20:3__Np,PC,C46 H86 N O8 P,811.6094,8.7,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:4,PC 18:0 20:4,PC.18:0_20:4__Np,PC,C46 H84 N O8 P,809.5934,8.31,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:4,PC 18:0 20:4,PC.18:0_20:4__Np,PC,C46 H84 N O8 P,809.5932,8.3,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:4,PC 18:0 20:4,PC.18:0_20:4__Np,PC,C46 H84 N O8 P,809.5935,8.3,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:4,PC 18:0 20:4,PC.18:0_20:4__Np,PC,C46 H84 N O8 P,809.5934,8.31,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:4,PC 18:0 20:4,PC.18:0_20:4__Np,PC,C46 H84 N O8 P,809.5932,8.3,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
PC 18:0_20:4,PC 18:0 20:4,PC.18:0_20:4__Np,PC,C46 H84 N O8 P,809.5935,8.3,Glycerophospholipids ,GP,Phosphatidylcholines,Glycerophosphocholines ,GP01
