CompoundID,CompoundName,Formula,Phase,Mass,RT,P2_ChloraPrep_EndPoint.1,P2_ChloraPrep_EndPoint.2,P2_ChloraPrep_EndPoint.3,P2_ChloraPrep_Baseline.1,P2_ChloraPrep_Baseline.2,P2_ChloraPrep_Baseline.3,P2_ChloraPrep_PostIntervention.1,P2_ChloraPrep_PostIntervention.2,P2_ChloraPrep_PostIntervention.3,P2_FullSurgicalPrep_EndPoint.1,P2_FullSurgicalPrep_EndPoint.2,P2_FullSurgicalPrep_EndPoint.3,P2_FullSurgicalPrep_Baseline.1,P2_FullSurgicalPrep_Baseline.2,P2_FullSurgicalPrep_Baseline.3,P2_FullSurgicalPrep_PostIntervention.1,P2_FullSurgicalPrep_PostIntervention.2,P2_FullSurgicalPrep_PostIntervention.3,P2_Water_EndPoint.1,P2_Water_EndPoint.2,P2_Water_EndPoint.3,P2_Water_Baseline.1,P2_Water_Baseline.2,P2_Water_Baseline.3,P2_Water_PostIntervention.1,P2_Water_PostIntervention.2,P2_Water_PostIntervention.3
FA.18:0__Np,FA 18:0,C18 H36 O2,Negative Phase,284.2716,5.08,3855023.153,5108415.721,4600739.743,1807957.519,2549916.212,2300706.465,2346303,3061622.811,2683917.869,4625323.125,2920989.83,3104462.22,1926977.298,1863212.663,2277344.529,1965001.931,3928183.352,2601969.489,6686299.051,4239669.105,5447589.202,2636366.814,2597938.619,2595609.186,3955865.331,3823472.704,2536142.629
FA.18:1__Np,FA 18:1,C18 H34 O2,Negative Phase,282.256,4.33,6423142.759,12244906.85,6693474.745,1375347.57,1775682.479,2056760.656,3335759.378,3607014.615,4262963.546,5746998.856,3370054.326,3235259.653,1112815.913,1690136.501,1648071.973,1850967.339,3055239.593,2259480.641,13189263.93,7234751.36,11418448.87,3463001.13,1950811.236,3132049.609,5840820.267,5103473.101,4460451.187
FA.18:2__Np,FA 18:2,C18 H32 O2,Negative Phase,280.2403,3.79,2597637.752,5406908.012,2699496.521,682371.3984,868484.1887,969506.2444,1789898.371,1988879.944,2322340.248,4116650.087,1808466.078,2030054.72,581683.8091,763579.1742,783885.6046,1314180.709,1901107.648,1392806.631,4417650.012,3020492.666,3494858.202,1505145.041,862870.7083,1229630.313,2670813.955,2470339.061,2239709.497
FA.20:0__Np,FA 20:0,C20 H40 O2,Negative Phase,312.3028,6.04,1010795.968,1060795.201,944326.5788,366203.0899,505302.5524,492700.3126,467831.8101,889718.8653,725264.6574,1275268.37,350552.6806,560220.5453,482214.9936,474567.4679,716652.6439,387084.8101,1051683.245,522551.6626,1382299.266,764379.17,1034181.678,554828.503,625824.6832,380676.6545,1000038.946,928142.1442,349204.2177
FA.20:1__Np,FA 20:1,C20 H38 O2,Negative Phase,310.2872,5.11,673592.4559,2136470.112,2259239.727,214650.9914,376858.2177,220657.1727,350449.6242,619663.2872,402096.1582,660449.5681,530601.0859,338041.7595,236940.5817,249499.7838,309889.995,195217.0605,878462.2319,320881.8215,2326982.785,1172106.272,1716398.542,376384.8958,421326.4978,531334.0648,1384266.563,1204546.714,470432.2131
FA.20:2__Np,FA 20:2,C20 H36 O2,Negative Phase,308.2715,4.46,213615.2769,538491.1315,218386.3881,50961.92882,67075.89755,54561.17971,147825.2657,151682.6623,178866.6804,351087.8143,180986.9106,162768.1712,39801.35413,78978.30084,61796.00378,103342.1979,144358.1822,98364.98934,1131914.568,541219.6688,570287.7648,115468.5622,26971.39098,93654.94235,230485.0516,216260.4787,220781.861
FA.20:3__Np,FA 20:3,C20 H34 O2,Negative Phase,306.2558,3.98,158249.3013,428118.3208,141409.9993,46764.62636,55478.76625,60731.51834,192689.604,161067.9785,205322.69,247892.5898,238981.9117,258303.3341,40172.70091,58798.60235,56340.61486,182014.3693,183913.4033,150349.0152,685338.2045,403319.8224,227431.4124,86506.03599,55263.18483,68551.70804,200723.7123,189945.6812,277231.1284
FA.20:5__Np,FA 20:5,C20 H30 O2,Negative Phase,302.2245,3.41,0,0,0,88292.69562,104565.4976,118756.7047,31246.60361,41752.15402,0,0,0,0,0,30566.54901,31097.7117,0,0,0,0,0,0,46324.40508,31940.38572,0,0,0,0
FA.20:6__Np,FA 20:6,C20 H28 O2,Negative Phase,300.2089,2.44,0,18907.1837,0,166463.9212,173067.6256,239227.493,37097.56612,61286.47798,34314.13601,0,0,0,41641.6757,44343.90532,58486.52133,0,0,0,0,0,0,120802.2827,80718.3325,22128.14303,0,0,0
FA.21:0__Np,FA 21:0,C21 H42 O2,Negative Phase,326.3184,6.54,345277.7892,352132.1184,301957.5158,117126.8292,157119.7308,156562.814,138231.7542,242952.7664,257809.36,512757.1914,109354.3195,206754.8808,119404.4894,128209.7479,207184.8472,144524.749,419959.0085,174460.4527,382022.7343,248053.7392,374864.027,146178.7944,122691.9796,76323.47652,258140.1539,218940.9189,97005.81595
FA.22:0__Np,FA 22:0,C22 H44 O2,Negative Phase,340.3342,7.02,3065593.577,2919858.349,2680371.672,1122660.86,1659192.763,1654165.033,1417938.305,2579820.813,2320656.386,4685813.721,1335813.868,2418155.109,1543302.54,1393148.751,2121460.308,1514332.588,3698548.657,1851912.744,3242804.076,2521436.532,3373430.442,1776300.343,1662531.874,1139294.45,2898309.683,2661060.971,1009618.316
FA.22:1__Np,FA 22:1,C22 H42 O2,Negative Phase,338.3185,6.02,1612530.087,1640351.149,1742880.183,658973.4952,854906.9316,645975.5018,826048.1434,1493170.318,1190223.226,1003571.162,324233.4702,553239.9635,770122.7761,795408.2712,1220064.128,309602.4726,1407226.19,574404.5589,2030673.317,629249.9486,1212699.847,869200.1431,1194470.393,735231.5009,2303247.726,2010057.369,708778.3661
FA.22:2__Np,FA 22:2,C22 H40 O2,Negative Phase,336.3028,5.24,43064.32737,71339.3912,64476.69629,0,0,0,0,40638.68026,43791.79001,0,0,0,0,0,0,0,54447.23251,0,75451.63732,41860.316,45634.02507,0,0,0,70799.46067,48271.30837,29113.30605
FA.22:4__Np,FA 22:4,C22 H36 O2,Negative Phase,332.2715,4.2,351353.0323,975870.9471,278960.3034,107266.9972,131686.2044,124262.236,388072.0262,314071.7772,422213.3265,326828.359,558925.5208,467847.9748,83521.21187,148046.8859,114310.0321,340590.2123,316885.23,288615.1563,1235113.926,962071.1791,352384.157,168891.3054,106974.1466,163005.9017,337188.2043,318401.5304,503187.6497
FAHFA.16:0_18:2__Np,FAHFA 16:0_18:2,C34 H62 O4,Negative Phase,534.4624,4.24,216092.512,202895.2459,191364.3472,118082.691,141823.2671,133761.402,162677.1142,199239.7972,196691.2836,266869.118,145598.3064,193046.1121,139341.992,115663.6529,141265.164,123232.025,275031.1108,159937.0796,203295.1584,158462.7125,131137.2677,184727.4963,148231.1322,149267.2553,283819.4111,266155.819,155511.8057
FAHFA.16:1_16:1__Np,FAHFA 16:1_16:1,C32 H58 O4,Negative Phase,506.4335,6.69,0,0,34880.1827,0,0,0,11699.06843,35356.88227,35534.9757,0,0,0,25934.62912,24061.96405,37681.4368,0,0,0,256881.6536,378575.7031,299703.4017,26976.00309,32623.93418,27822.65051,46853.95443,31677.85311,0
FAHFA.16:1_18:3__Np,FAHFA 16:1_18:3,C34 H58 O4,Negative Phase,530.4312,3.6,36021.89054,66679.45255,37093.20974,19127.29648,15920.2031,15405.12898,43125.8217,103488.7788,71357.12902,0,0,0,20547.73877,11256.02696,29823.40148,27549.71059,140832.5261,70816.85879,0,0,0,57191.49536,70554.19031,44996.6232,210946.7467,209477.502,100996.5205
FAHFA.18:0_20:2__Np,FAHFA 18:0_20:2,C38 H70 O4,Negative Phase,590.525,5.07,235803.6377,301774.0695,258978.0817,104510.3219,157720.491,150344.6044,150870.8576,186842.3616,172421.881,300902.2112,210750.8276,218201.3165,115730.6724,109409.8224,145828.9816,124353.6351,214233.918,160469.3017,370175.9988,287599.0075,337526.0272,162389.0526,137468.1175,135443.4931,228959.3595,188011.7554,140131.5643
FAHFA.18:1_20:3__Np,FAHFA 18:1_20:3,C38 H66 O4,Negative Phase,586.4937,4.32,377076.0073,573327.9542,378092.7259,67867.34145,83049.84805,115729.3257,217331.4357,221334.637,281193.997,391358.9208,223270.9318,206761.7405,53201.00041,84472.9486,74843.26553,115258.0284,161228.1159,111545.3034,674744.0599,460637.8867,561692.4268,202150.8105,90737.76193,163803.9701,364601.9612,308446.526,273665.242
FAHFA.2:0_18:0__Np,FAHFA 2:0_18:0,C20 H38 O4,Negative Phase,342.277,3.48,44196.74606,45095.73167,38673.67713,19733.69056,28683.35119,23189.19102,21331.061,38668.66347,22406.60678,49114.24025,23512.85921,32722.32566,20201.24489,21116.38226,24097.33159,26038.09228,51128.43546,33629.31791,102483.4984,32538.83737,37061.40346,33775.54088,20927.81987,30608.41954,37106.53523,44687.55428,38330.9833
FAHFA.20:1_20:2__Np,FAHFA 20:1_20:2,C40 H72 O4,Negative Phase,616.5414,5.1,81478.89043,168923.5473,146611.0595,28827.02193,51981.95973,32852.76322,49188.08256,66053.94135,57648.28285,85413.45885,65423.38557,51706.56562,31586.69504,32411.06959,42784.40069,28507.57654,94662.81455,43026.62861,226265.7962,130851.7567,173763.2631,44173.45784,48159.73489,48750.92301,120626.623,107852.5949,51571.37731
FAHFA.24:0_2:0__Np,FAHFA 24:0_2:0,C26 H50 O4,Negative Phase,426.3708,7.21,65252.77572,57508.31281,64409.92062,49518.25828,61340.16537,48594.26205,39407.01723,69567.51091,51421.30734,46466.31207,23148.61248,36835.04493,42169.54832,55024.00341,69651.31039,32241.63802,46315.57907,38394.88555,62320.88901,34949.777,51219.7901,67170.459,54417.33011,38570.03855,78745.71731,74508.48758,39433.89695
GlcADG.14:0_18:5__Np,GlcADG 14:0_18:5,C41 H66 O11,Negative Phase,734.4618,4.3,45531.02195,48956.2709,28604.98685,122812.5825,155316.8387,113392.8908,24669.8849,44205.79257,40726.43042,32794.35207,0,0,61224.23405,120977.7742,131232.5442,30408.64369,21177.67874,37881.65212,72214.32644,33889.28066,43355.29811,110283.0921,68943.90988,64292.30135,48820.06909,54299.65825,37280.91313
HexCer_AP.t18:0_16:0__Np,HexCer_AP t18:0_16:0,C40 H79 N O10,Negative Phase,733.5699,7.01,389332.6244,386779.6298,248290.5237,115726.4762,171849.5433,133780.7197,121943.7342,244313.3687,216115.2506,494056.3405,136732.8757,227273.137,162678.2005,112906.0332,272695.7878,133978.3487,419745.8347,192301.0186,477856.0779,290066.8686,318300.9031,278306.621,222404.0423,81630.00561,410114.7512,365015.9019,117826.9267
HexCer_AP.t25:1_30:1__Np,HexCer_AP t25:1_30:1,C61 H117 N O10,Negative Phase,1023.867,13.36,197493.6478,147597.4077,187249.5301,60715.88566,78538.26731,83531.29193,107602.954,219781.0994,187855.3974,356777.4757,92557.02939,137333.5795,87692.61882,60283.17985,85900.20633,99669.5724,259946.3495,94350.16615,162158.063,118122.5346,166348.9172,83118.4285,129704.7163,52993.90424,316079.9565,233610.5684,81303.03024
HexCer_NDS.d40:1__Np,HexCer_NDS d40:1,C46 H89 N O8,Negative Phase,783.6588,10.35,182969.4414,53735.37461,136905.1498,137162.935,101805.844,137093.3099,59537.27197,90977.59287,96899.00926,263944.0017,122746.4503,133647.976,93072.72024,159287.3351,184143.6678,96207.87008,196721.5921,162329.7909,270344.8921,134872.0443,169650.3701,243877.2962,16392.9965,108815.0709,314323.6949,68739.3127,72457.6945
LPC.16:0/0:0__Np,LPC 16:0/0:0,C24 H50 N O7 P,Negative Phase,495.3324,2.39,100253.098,33893.08282,89986.66663,109608.1366,154054.1958,117805.3477,53576.90007,108437.9254,76083.01585,143802.2782,66887.98373,86245.8679,127882.9355,119411.7884,229876.3182,58225.39522,105066.7505,65814.02715,100867.2342,77667.8643,92028.78272,265259.9872,185388.7503,278087.1476,190586.9999,132861.191,78654.15346
LPC.16:0/0:0_1__Np,LPC 16:0/0:0_1,C24 H50 N O7 P,Negative Phase,495.3325,2.16,66241.46176,32927.7279,58388.03823,38696.64892,22172.8005,31006.87946,30839.03045,46315.59602,36459.35979,80926.40114,25038.99307,44735.30346,47775.85251,24684.6445,65589.10067,35134.21963,91725.0436,36926.41175,95470.17013,35965.55849,58879.58061,82609.72292,52147.45753,70425.51449,117008.7956,56170.26704,40328.51495
LPC.16:1/0:0__Np,LPC 16:1/0:0,C24 H48 N O7 P,Negative Phase,493.3169,1.46,49339.40578,20410.80569,66207.27022,128422.2582,149099.9604,88393.3324,66362.76269,61594.19187,42451.40696,84333.85498,0,32832.22842,171314.4687,51537.61373,144055.7717,39110.32966,191485.1191,38248.38303,33455.44124,0,20999.89204,292690.2723,197765.2413,283406.7551,169876.4097,94258.91359,43529.65529
LPC.18:0/0:0__Np,LPC 18:0/0:0,C26 H54 N O7 P,Negative Phase,523.3638,3.6,188039.5572,189426.6452,153437.9764,182422.5092,252797.8365,215431.5575,132985.5487,230689.9131,156840.6619,208367.4852,104589.5172,115709.3576,155863.5651,268307.9657,342900.5555,102622.4676,193469.8924,103233.3323,117449.3256,128269.4537,142463.6593,369973.461,244493.965,437498.5278,354973.7435,265145.6412,279734.3628
LPC.18:1/0:0__Np,LPC 18:1/0:0,C26 H52 N O7 P,Negative Phase,521.348,2.38,147232.5945,75787.48598,158619.4081,77523.50977,92689.91294,73133.81966,61449.69792,91125.88731,46690.81653,125316.0719,40914.98017,59135.18676,95743.11915,58987.93893,186392.0205,66760.4179,182856.0745,65770.50026,183064.4258,69956.18587,122683.5613,167521.2429,123806.8853,144628.6759,202512.5691,106268.0247,75565.61385
LPC.18:1/0:0_1__Np,LPC 18:1/0:0_1,C26 H52 N O7 P,Negative Phase,521.3481,2.59,66393.41061,50796.52188,67767.73597,53034.20225,74671.25717,73811.74176,39166.81439,61699.95199,25587.68235,71693.02337,35510.98198,45837.15029,64005.72281,72540.82715,85356.5022,32786.37133,77943.56113,34538.39112,64829.34217,48072.3006,40529.2942,126996.4724,87177.74967,98799.56121,58866.31379,73616.36843,34219.97142
LPC.18:1/0:0(d7)__Np,LPC 18:1/0:0(d7),C26 H45 D7 N O7 P,Negative Phase,528.392,2.57,1783881.286,1629177.997,1637217.058,1325204.916,1609408.356,1664134.66,1567252.015,2181026.843,1971740.847,2871829.519,1348059.415,2060318.204,1542214.767,1369900.299,1608103.362,1336762.37,2415347.541,1572327.503,1931377.407,1664184.442,1887642.898,2045265.381,1257489.841,1552217.366,2657500.646,2286482.54,1494513.854
LPC.18:1/0:0(d7)_1__Np,LPC 18:1/0:0(d7)_1,C26 H45 D7 N O7 P,Negative Phase,528.3919,2.35,216091.0067,207211.2782,194670.9864,151092.9475,172847.6633,194778.3203,179850.5007,242956.5723,227146.5288,334529.1453,151207.8473,239673.1971,182763.2529,146201.0062,171341.1004,167741.1091,288409.7486,189501.8853,294780.0498,233378.5331,384796.5943,240955.9939,145054.9243,183652.227,330124.7207,283623.9522,198522.9798
LPC.18:2/0:0__Np,LPC 18:2/0:0,C26 H50 N O7 P,Negative Phase,519.3324,1.69,177940.7988,101410.8287,214939.1716,96560.86523,131021.7498,91296.52946,81175.14514,65662.62997,58699.2007,237511.2014,57616.48989,104039.2391,116022.1381,65088.91317,261521.6632,79825.07557,228597.5051,50395.769,187444.2238,86028.70073,158932.6718,183964.6048,142342.5616,152612.1571,265079.2425,125535.9811,96194.68758
LPC.18:2/0:0_1__Np,LPC 18:2/0:0_1,C26 H50 N O7 P,Negative Phase,519.3323,1.85,29916.08026,24683.38614,47861.0667,41254.98219,43157.82385,39894.03012,29692.06387,0,0,67960.01075,30447.5225,37621.98498,37027.42505,32748.07687,45945.46928,25928.16563,80850.86113,0,45092.51221,30008.45573,54185.74527,72628.77845,63489.03618,83685.26631,32968.56659,31267.11568,29372.20415
LPC.20:4/0:0__Np,LPC 20:4/0:0,C28 H50 N O7 P,Negative Phase,543.3326,1.65,53845.38649,30590.80762,46450.03019,22509.19125,23594.94879,27115.24237,19560.11146,51495.10168,27949.71423,59796.65093,18858.82598,0,25820.64629,0,53643.57906,23982.44793,63311.08783,26398.98592,35449.81525,22655.55012,56562.19053,46536.12638,35045.25623,37818.4556,114352.2677,46976.39204,34014.8314
LPE.16:0__Np,LPE 16:0,C21 H44 N O7 P,Negative Phase,453.2852,2.47,0,0,0,28215.69381,34284.54007,32089.07012,0,0,0,0,0,0,29269.20563,0,34274.92274,0,0,0,0,0,0,66525.74149,43620.24498,58158.24175,0,0,20336.51657
LPE.16:1__Np,LPE 16:1,C21 H42 N O7 P,Negative Phase,451.2702,1.51,0,0,0,54744.49826,42284.12785,37974.19203,0,0,0,0,0,0,82558.99374,23847.00812,38956.34295,0,66073.44068,0,0,0,0,138572.9538,65548.71388,122301.5018,52762.63655,46198.63135,0
LPE.18:0__Np,LPE 18:0,C23 H48 N O7 P,Negative Phase,481.3167,3.68,131879.0872,168065.6393,150968.8008,79743.9789,114490.8042,77600.67722,69087.25757,90044.53514,90428.16441,117277.1151,74282.66213,80979.91463,63875.3541,134676.6048,149555.8999,57930.57079,119643.1382,62413.29851,126803.1238,97402.52555,97129.12004,236755.3456,157686.0062,166461.8062,177071.826,114361.0041,118826.5026
LPE.18:1__Np,LPE 18:1,C23 H46 N O7 P,Negative Phase,479.301,2.47,33139.07042,0,51406.77998,36930.4589,41889.19163,36939.27521,0,36322.07806,0,0,0,0,35037.51177,26483.49518,66830.99939,18363.57592,39919.2718,0,54615.13979,0,46227.27887,85251.24466,50734.26171,92100.00689,74360.37246,42269.23592,34273.84748
LPE.18:1(d7)__Np,LPE 18:1(d7),C23 H39 D7 N O7 P,Negative Phase,486.3451,2.67,360916.3003,337755.9136,340783.2841,274033.38,337191.0917,354926.1632,329399.0415,438118.7308,407933.8918,584684.4089,255370.2044,431774.1273,319795.031,285402.3933,333310.8663,248594.2082,499166.4737,335286.7276,387111.6534,355216.7522,371139.1416,420305.7317,267128.29,323772.0285,545311.1635,473997.5953,297407.206
LPE.18:1(d7)_1__Np,LPE 18:1(d7)_1,C23 H39 D7 N O7 P,Negative Phase,486.3449,2.44,55427.89943,52697.22478,51927.6075,43679.97016,57280.57242,52753.02538,49629.0572,66213.44748,63618.791,94501.96042,35487.28945,65547.86727,52008.25683,41740.71072,52847.46932,38995.24269,75977.78608,52639.31349,64029.23546,57545.38386,59996.98989,68901.33066,42654.33169,54312.32566,91244.51214,73602.01836,44900.11927
LPE.18:2__Np,LPE 18:2,C23 H44 N O7 P,Negative Phase,477.2854,1.76,57035.11209,36171.41917,66107.72428,46243.82411,69864.73429,50084.2146,30532.32327,0,28192.09136,54808.78805,19784.16396,23052.98461,42508.60303,59131.5711,121164.8952,23681.95958,70913.24621,27186.77057,77149.56596,26705.10875,53193.37224,112810.7932,61490.51455,133828.9884,100851.2816,31777.4607,50608.78394
LPE.20:4__Np,LPE 20:4,C25 H44 N O7 P,Negative Phase,501.2854,1.71,41016.30605,36289.4663,39104.4976,32643.53935,53136.66332,32214.24763,32575.80654,42950.94645,31446.98893,38181.3097,22716.53563,31086.31023,47848.78521,48696.55651,92106.20433,34729.85406,46348.78983,36248.77567,43426.62333,37580.56868,37139.60607,100299.5157,72900.37468,169660.8855,98819.03516,53912.50461,71502.00048
PC.14:0_16:0__Np,PC 14:0_16:0,C38 H76 N O8 P,Negative Phase,705.5301,7.32,538603.832,379234.3231,427179.8759,433865.8669,499426.3009,436943.8165,290121.4269,339055.7441,418231.6314,483093.2151,358831.7069,257694.397,444425.3568,429879.4906,550808.6403,304606.3472,716638.1118,175311.9654,412509.5128,113737.426,408725.461,812373.1604,624102.7501,687813.2313,801473.7487,529422.7974,464877.9927
PC.14:0_16:1__Np,PC 14:0_16:1,C38 H74 N O8 P,Negative Phase,703.5172,6.46,207574.8763,277889.6396,61163.21266,688333.2266,778304.2331,552046.6767,179806.4401,379121.8046,67616.55151,280834.0675,71609.19832,148748.2034,991809.5646,348286.6893,128131.6828,126886.0092,768452.5912,232407.2517,283246.8839,156986.7486,236010.2404,1514727.853,1047925.337,1498601.864,789625.5038,552860.1697,167235.4414
PC.14:1_16:1__Np,PC 14:1_16:1,C38 H72 N O8 P,Negative Phase,701.4994,5.67,0,0,0,546609.0605,601214.1888,421952.5435,0,0,0,0,0,0,689320.3786,145229.7383,156123.751,0,129420.9302,0,0,0,0,1135820.629,657617.2832,1335433.952,99744.00116,80299.73035,20685.68928
PC.15:0_18:1__Np,PC 15:0_18:1,C41 H80 N O8 P,Negative Phase,745.5631,7.89,562151.026,556399.6302,598509.0566,223168.5473,327280.8586,414381.6197,310710.425,0,470924.7749,652745.9985,243488.5132,320599.269,408578.302,424018.1361,363288.1933,123234.4791,1237185.643,546960.5464,680325.3756,332214.8069,467983.3453,506016.3805,394881.0582,345916.4381,1234613.685,143914.5759,89485.25833
PC.15:0_18:1(d7)__Np,PC 15:0_18:1(d7),C41 H73 D7 N O8 P,Negative Phase,752.6064,7.85,18638051.62,16584724.18,17257419.67,13723027.11,17095176.09,18104201.61,16722736.42,23869965.6,21412800.91,31890905.17,15341587.6,13805509.18,16809033.49,14225801.22,17273304.04,16647501.8,29729788.93,19369612.55,20577749.87,17800993.77,19666831.2,19834007.75,12855366.5,15501568.93,28303797.54,24531517.3,15105597.89
PC.15:0_18:2__Np,PC 15:0_18:2,C41 H78 N O8 P,Negative Phase,743.5474,7.07,460034.8703,325922.9638,271760.3225,216948.1492,43059.15253,213295.6396,73004.29028,130483.9067,228601.8588,405701.1359,182361.576,195336.7176,305793.0043,200871.0583,351958.853,190482.8781,641921.8308,114460.6946,230471.1217,155130.7916,232592.6863,411393.5555,298453.1789,356783.1671,630092.7259,286906.2268,147458.1692
PC.16:0_16:0__Np,PC 16:0_16:0,C40 H80 N O8 P,Negative Phase,733.5619,8.28,2374396.353,2057615.999,1946609.739,2052910.78,2474536.062,2244002.001,1593095.734,1879059.788,2058152.108,2553352.729,1581058.877,1048882.476,2176679.994,2106839.148,2542111.439,1635309.533,3386255.972,2013302.197,1856321.099,1755249.355,2060940.59,3866972.597,2663254.217,3029397.987,3312410.644,2486548.301,2162937.955
PC.16:0_16:1__Np,PC 16:0_16:1,C40 H78 N O8 P,Negative Phase,731.5466,7.41,1258609.028,899825.6757,1091094.96,2988860.397,3265262.356,2925134.131,314990.8981,1096820.46,908621.2677,1414318.369,677110.1397,640244.7399,4572669.103,1363276.617,1578476.629,736589.6028,3364443.656,1191087.424,1008887.857,700349.7125,1003722.438,7849357.989,4921396.613,7966447.329,3246848.659,2544498.182,1171048.945
PC.16:0_17:0__Np,PC 16:0_17:0,C41 H82 N O8 P,Negative Phase,747.5776,8.78,0,0,95268.42382,36350.85736,41822.61198,66621.12673,0,56251.39727,94117.05504,0,79702.44631,32368.49006,21411.76755,21729.61069,34304.47875,0,0,71740.50967,0,0,0,24444.20542,57682.77399,91833.83114,173421.8413,140699.291,0
PC.16:0_18:0__Np,PC 16:0_18:0,C42 H84 N O8 P,Negative Phase,761.5931,9.2,365840.0922,219193.598,407551.1774,343679.2479,362079.1966,258379.4688,191421.5288,457084.2107,334971.4659,410688.7085,350504.2733,118668.8306,340543.5374,414999.2504,390947.1332,312860.0766,525554.3706,365140.2993,283141.0517,242353.5088,376558.4849,706666.3557,464815.2993,628359.0337,465165.2541,805407.8866,466711.2118
PC.16:0_18:1__Np,PC 16:0_18:1,C42 H82 N O8 P,Negative Phase,759.5778,8.31,5467261.126,4982056.229,4485723.686,5246094.698,6025692.493,5963089.328,3931071.976,4196419.944,4812453.59,5670142.489,3651012.59,2332339.752,5589370.316,5075289.059,6285578.24,3736679.409,8353297.441,4686699.117,3967247.156,4175141.823,4741454.219,9615614.714,6493240.062,8153830.737,8330800.072,6049652.916,5059584.006
PC.16:0_18:2__Np,PC 16:0_18:2,C42 H80 N O8 P,Negative Phase,757.5621,7.55,4495947.732,3481962.359,3768610.363,5328361.601,5880037.888,4743767.152,2988878,2809784.08,3346923.208,4443186.989,2544457.537,1791047.096,4995694.654,5296103.445,6319682.987,2861349.026,7199165.603,3305933.894,3143072.487,2860330.547,3386612.171,8953446.476,6977161.098,8574477.78,7796843.299,4456338.113,4130320.786
PC.16:0_20:4__Np,PC 16:0_20:4,C44 H80 N O8 P,Negative Phase,781.562,7.38,754421.1968,844497.2984,644749.4585,1646613.204,1821645.188,1714461.643,941703.1591,811922.8805,1008194.893,924022.4036,638030.4046,319960.808,1392525.849,1639896.372,1925731.49,845525.4172,1507589.232,962366.791,360858.0065,878625.6189,691085.5892,2417535.352,1838972.898,2151650.596,1600581.241,1128235.743,1252556.853
PC.16:1_16:1__Np,PC 16:1_16:1,C40 H76 N O8 P,Negative Phase,729.5309,6.53,61628.00464,236840.5102,338865.0351,3168369.954,3470972.43,3090817.279,202588.7927,328095.1691,271478.1642,269873.8105,88183.22732,76183.52275,4734631.767,928296.8409,1105065.361,101556.2162,1500086.523,385974.8254,313097.0354,132952.201,132985.4995,8358935.594,4722500.39,9189571.53,1475803.713,972721.2621,406020.9359
PC.16:1_18:2__Np,PC 16:1_18:2,C42 H78 N O8 P,Negative Phase,755.5462,6.7,371903.3027,175000.6721,347888.0767,333814.8033,335841.5631,151743.7801,135307.148,153640.8693,108941.3929,305105.4521,120989.5473,67971.80535,384070.958,247256.9531,445402.1574,100621.5061,701464.6803,219664.2491,121896.5497,53712.11282,215856.4979,672463.5081,475701.4855,615638.9651,841988.2501,263329.0929,204305.5751
PC.17:0_16:1__Np,PC 17:0_16:1,C41 H80 N O8 P,Negative Phase,745.5649,7.69,0,11024.49255,24844.85256,110020.4156,267152.492,79707.49287,0,0,8547.642573,54964.4166,0,9678.485814,436828.5122,51885.18298,31527.19616,0,0,0,8587.407617,0,0,630444.637,394363.6487,616754.0968,66405.78834,0,0
PC.17:0_18:1__Np,PC 17:0_18:1,C43 H84 N O8 P,Negative Phase,773.5943,8.8,745560.8582,306441.6666,628978.8135,470946.3874,409190.379,554282.9579,117780.8123,331545.1477,291348.245,390465.5368,135119.5327,243918.7573,390727.6009,605775.9956,534838.8604,436095.4873,947164.8808,435230.0623,404020.3701,356528.0658,399692.215,480117.9657,456477.9871,857700.7157,230564.4962,63625.76952,142309.2133
PC.18:0_18:1__Np,PC 18:0_18:1,C44 H86 N O8 P,Negative Phase,787.6091,9.22,2743762.407,3055097.808,2383093.599,4684533.573,5347626.445,4307519.671,3130709.617,2168211.924,3184737.024,3284769.126,2496526.006,1065399.405,3679686.352,5984385.455,4428582.385,2868431.952,4341505.702,2968413.432,1826084.296,3126522.628,2451452.676,7425380.078,4952056.037,7847437.501,3716838.027,3364159.688,4998053.122
PC.18:0_18:2__Np,PC 18:0_18:2,C44 H84 N O8 P,Negative Phase,785.5935,8.49,6024946.28,5903383.039,4751492.562,13691209.04,13881762.09,9916983.648,8207846.96,4861458.712,7307727.106,6164198.254,5124406.712,2362356.181,7520071,16731724.59,11718136,6016344.686,8852358.755,5172054.317,4180033.144,5959332.304,4937235.187,18834128.14,14572900.47,22641005.76,9375185.825,7157643.437,11266977.89
PC.18:0_20:3__Np,PC 18:0_20:3,C46 H86 N O8 P,Negative Phase,811.6091,8.76,877917.2357,837341.9099,560265.5848,1309229.425,1067000.466,1320013.484,748841.2713,552379.6314,792339.0889,494818.4464,780741.5423,447746.473,974933.6808,1092838.42,1376632.08,809424.6087,1506362.071,744165.4188,451725.4778,1046923.864,810054.0407,2004992.392,1104651.717,1749203.532,1284707.275,1042816.904,1173749.99
PC.18:0_20:4__Np,PC 18:0_20:4,C46 H84 N O8 P,Negative Phase,809.5934,8.31,1484196.059,1487800.99,1181124.242,2673251.05,3208386.13,2768355.175,1858274.839,1431504.911,1932053.217,1743974.516,1312030.618,602724.6362,2320037.14,2899516.529,3053977.829,1560621.124,2368738.19,1619742.447,653884.9758,1493951.327,1182542.457,3870625.466,3092076.197,4583441.216,2601045.183,1757296.705,2324561.432
