CompoundID,P2_ChloraPrep_EndPoint.1,P2_ChloraPrep_EndPoint.2,P2_ChloraPrep_EndPoint.3,P2_ChloraPrep_Baseline.1,P2_ChloraPrep_Baseline.2,P2_ChloraPrep_Baseline.3,P2_ChloraPrep_PostIntervention.1,P2_ChloraPrep_PostIntervention.2,P2_ChloraPrep_PostIntervention.3,P2_FullSurgicalPrep_EndPoint.1,P2_FullSurgicalPrep_EndPoint.2,P2_FullSurgicalPrep_EndPoint.3,P2_FullSurgicalPrep_Baseline.1,P2_FullSurgicalPrep_Baseline.2,P2_FullSurgicalPrep_Baseline.3,P2_FullSurgicalPrep_PostIntervention.1,P2_FullSurgicalPrep_PostIntervention.2,P2_FullSurgicalPrep_PostIntervention.3,P2_Water_EndPoint.1,P2_Water_EndPoint.2,P2_Water_EndPoint.3,P2_Water_Baseline.1,P2_Water_Baseline.2,P2_Water_Baseline.3,P2_Water_PostIntervention.1,P2_Water_PostIntervention.2,P2_Water_PostIntervention.3
EtherPE.14:1e_16:1__Np,1.25E-05,7.05E-06,0,0,3.09E-05,1.16E-05,0,2.24E-05,0,1.23E-05,0,0,5.11E-05,3.32E-06,0,0,5.18E-05,1.91E-05,1.18E-05,6.14E-06,4.77E-06,5.31E-05,2.90E-05,6.53E-05,4.75E-05,1.28E-05,0
EtherPE.14:1e_20:4__Np,2.68E-05,1.87E-05,2.68E-05,4.98E-05,3.92E-05,3.78E-05,2.22E-05,2.93E-05,2.60E-05,1.84E-05,1.82E-05,1.15E-05,4.76E-05,2.51E-05,4.52E-05,2.84E-05,4.05E-05,2.91E-05,2.11E-05,2.09E-05,2.68E-05,4.49E-05,4.89E-05,4.61E-05,5.20E-05,2.91E-05,4.25E-05
EtherPE.16:1e_16:1__Np,0.000191516,0.000163016,6.11E-05,0.000165691,0.000289991,8.85E-05,0.000205854,0.000150726,0.000186935,7.16E-05,0.000224696,0.000219326,0.000152367,8.21E-05,0.000131687,0,0.000131431,0.000229094,0.000181208,0.000277699,0.000137535,0.000358567,0.000163115,0.000451458,0.000317935,0.000159258,0.000202336
EtherPE.16:1e_18:1__Np,0.000217809,0.000190052,0.000220228,0.000421344,0.000351515,0.000380573,0.000231678,0.000237466,0.0002801,0.000194059,0.000378308,0.000250443,0.000391824,0.000347191,0.00041792,0.000304905,0.000418549,0.000302357,0.000214366,0.000264938,0.000204766,0.000451698,0.000405975,0.00047398,0.000334683,0.000289344,0.000450639
EtherPE.16:1e_18:2__Np,0.000408593,0.000266898,0.000419835,0.000529089,0.000345949,0.000321391,0.000285084,9.19E-06,0.000255854,0.000291807,0.000368999,0.000303531,0.000409457,0.000418151,0.000625892,0.00040638,0.000646427,0.00029258,0.000228116,0.000238033,0.000198129,0.000522231,0.000547485,0.000561633,0.000637525,0.000380969,0.00050405
EtherPE.16:1e_20:4__Np,0.00107575,0.000890794,0.001059571,0.002083742,0.001717786,0.001642976,0.001135408,0.000918158,0.001024022,0.000822969,0.001215018,0.000622705,0.001660211,0.00155263,0.002160884,0.001252506,0.001450644,0.00124952,0.000633331,0.001011798,0.000808031,0.002079448,0.002017642,0.001881997,0.001569568,0.001101908,0.001925854
EtherPE.16:1e_22:4__Np,0.000230616,0.000215652,0.00025833,0.000493921,0.0004354,0.000498564,0.000289758,0.000291626,0.000251855,0.000214114,0.000455522,0.00012177,0.000326637,0.000358247,0.000472288,0.000384937,0.000416233,0.000345398,0.000120668,0.000316537,0.000214448,0.00037685,0.000501766,0.000431734,0.000266623,0.000291343,0.000465312
EtherPE.16:2e_18:2__Np,0,1.23E-05,2.52E-05,7.37E-05,5.00E-05,5.01E-05,1.74E-05,1.82E-05,1.06E-05,2.05E-05,7.09E-06,2.63E-05,0.000111656,3.68E-05,4.51E-05,2.46E-05,8.56E-05,4.23E-05,1.39E-05,2.52E-06,1.15E-05,0.000116613,8.40E-05,0.000125309,4.53E-05,5.62E-05,3.41E-05
EtherPE.18:1e_18:1__Np,0,0,0,0,0.000394712,0.000161553,0.000171722,0.000100522,0.000132983,0,0.000254315,0.000376234,0,0.000231451,0,0,0,0,0,0,0,0.00067601,0,0.000736672,0.000391679,0,0.000356644
EtherPE.18:1e_18:2__Np,0.000319941,0.000385173,0.000233055,0.00166621,0.001078936,0.000653397,0.000961559,0,0.000531637,0,0.000597836,0,0.000688398,0.001726039,0.001081209,0.000806433,0,0.000401593,0.000324049,0.000525108,0,0.001233013,0.001366073,0.002140445,0,0.000347949,0.002169993
EtherPE.18:1e_20:3__Np,9.08E-05,6.32E-05,4.09E-05,0.000212,0.000131552,0.000122092,0.000114912,7.23E-05,8.14E-05,5.37E-05,0.000115712,1.40E-05,0.000118628,0.00020953,0.000157085,7.45E-05,5.94E-05,8.34E-05,7.24E-05,8.55E-05,5.10E-05,0.000181518,0.000201992,0.000213099,7.69E-05,3.58E-05,0.000244737
EtherPE.18:1e_20:4__Np,0.00135609,0.001088355,0.001336049,0.002997694,0.002337866,0.002138336,0.001700522,0.00118923,0.001491731,0.001037925,0.001886632,0.000965839,0.001977077,0.002415918,0.002853216,0.00186072,0.00170588,0.001442431,0.000752377,0.001659101,0.000571073,0.002485277,0.002535058,0.002847017,0.001650826,0.00141912,0.003008594
EtherPE.18:1e_22:4__Np,0.000259821,0.000222291,0.000194809,0.00031932,0.000247759,0.00028415,0.000240335,0.000183587,0.000204461,0.000170773,0.000310629,0.000134691,0.000289734,0.000256089,0.000390431,0.000315713,0.000295726,0.000213794,0.000147554,0.000321216,0.000214552,0.000370671,0.000322902,0.000276121,0.000297762,0.00021081,0.000377066
EtherPE.18:1e_22:5__Np,0.000250609,0.000239228,0.000235405,0.000409028,0.000341148,0.000384635,0.000270409,0.000201749,0.000271369,0.000172331,0.000328859,0.000178198,0.000339458,0.000302501,0.000411213,0.000307846,0.000287251,0.000272871,0.000163248,0.000322848,0.000229588,0.000357136,0.000364523,0.00034228,0.000294018,0.000224109,0.000463525
EtherPE.18:2e_18:2__Np,0.000306513,0.000274072,0.000330411,0.001374269,0.00060199,0.000613201,0.000575051,0.000242562,0.000423199,0.000135146,0.000545145,0.0001857,0.000402793,0.001371693,0.000870806,0.000677088,0.000307507,0.000293663,0.000329678,0.000398508,0.000170823,0.001039958,0.001011749,0.001429309,0.000299508,0.000237273,0.001738646
EtherPE.18:2e_20:4__Np,0.001448841,0.001346196,0.001349266,0.002911972,0.002279037,0.002632459,0.001528676,0.001125635,0.00149867,0.001013504,0.001576809,0.000877805,0.002228178,0.002171282,0.002716332,0.001631412,0.001794136,0.001536066,0.000697877,0.001677923,0.001150813,0.002895843,0.002896006,0.002643703,0.001769926,0.001451035,0.002758477
EtherPE.18:2e_22:4__Np,0.00021691,0.000204202,0.000224685,0.000327403,0.000251536,0.00034792,0.000199932,0.000185844,0.000235645,0.000163028,0.000271912,0.000181377,0.000286851,0.000215122,0.000318147,0.000242271,0.000280768,0.000253231,0.000156345,0.000123744,0.000231604,0.000340237,0.000295531,0.000247344,0.000268887,0.000196573,0.000290442
EtherPE.18:3e_20:4__Np,0.000207762,0.000148513,0.000184999,0.000458866,0.000329428,0.000385361,0.000193865,0.000133934,0.000205933,0.000135424,0.000179165,0.00011591,0.000349645,0.000413765,0.000484062,0.000221081,0.000290217,0.000211747,9.34E-05,0.000176002,0.000162928,0.000447423,0.000314411,0.000295545,0.000192899,0.000148494,0.000321098
EtherPE.40:7e__Np,0.000171527,0.000235784,0.000254429,0.000351729,0.000274379,0.000233328,0.000144395,0.000152855,0.000146862,0.000191159,0.000259835,0.000184757,0.000280704,0.000244818,0.000417809,0.000257398,0.00019458,0.000228637,0.000164328,0.000187512,0.000200907,0.000338278,0.000337495,0.000270664,0.00026598,0.000206736,0.000256321
FA.16:0__Np,0.00116898,0.000975597,0.001105753,0.001097291,0.000808197,0.00097571,0.001084613,0.001135644,0.001068013,0.000845395,0.001188985,0.00131833,0.001010303,0.000691386,0.001044366,0.001009782,0.001196993,0.001099992,0.001248858,0.000948482,0.00114434,0.000854492,0.000977691,0.000915243,0.00132778,0.001316117,0.001566102
FA.16:0_1__Np,1.80E-05,7.74E-05,8.52E-05,0,1.72E-05,0,0,9.96E-05,7.25E-05,6.53E-05,5.58E-05,8.83E-05,2.55E-05,1.55E-05,6.50E-05,2.78E-05,9.31E-05,4.04E-05,2.26E-05,3.07E-05,0,3.36E-05,2.04E-05,0,8.60E-05,3.50E-05,0
FA.16:1__Np,0.000289994,0.00041012,0.00043942,0.000306522,0.000189943,0.00021041,0.000480769,0.000716832,0.000521649,9.00E-05,0.000120454,0.000120436,0.000246676,0.000149863,0.000339105,0.000331315,0.000773975,0.000547971,0.000144296,8.43E-05,9.39E-05,0.000366561,0.000583401,0.00038772,0.001138384,0.001148528,0.001083616
FA.17:0__Np,8.75E-05,6.77E-05,9.26E-05,0.000103369,8.24E-05,0.000110541,0.000104841,0.000116246,0.000105974,8.43E-05,0.00010853,0.000140348,0.000112273,7.58E-05,0.000105737,0.000105783,0.000118962,0.000105741,9.04E-05,8.61E-05,9.50E-05,8.68E-05,8.08E-05,8.32E-05,0.000128369,0.000106121,0.000138213
FA.18:0__Np,0.001404875,0.001588553,0.001966332,0.001120239,0.001000623,0.001128246,0.001183215,0.00125686,0.001098615,0.00107972,0.001752891,0.001633005,0.001069277,0.00077051,0.001148484,0.001127748,0.001282452,0.001233537,0.0026685,0.00175772,0.002141508,0.000868436,0.001131146,0.001073322,0.001348302,0.001383347,0.001733831
FA.18:1__Np,0.002340767,0.003807773,0.002860756,0.000852187,0.000696803,0.001008617,0.001682187,0.001480754,0.00174497,0.00134156,0.002022375,0.001701807,0.0006175,0.000698936,0.000831136,0.001062301,0.000997458,0.001071171,0.005263831,0.002999449,0.004488719,0.001140735,0.000849386,0.001295148,0.001990763,0.001846455,0.003049382
FA.18:2__Np,0.000946649,0.001681375,0.001153751,0.000422808,0.000340806,0.000475437,0.000902626,0.000816476,0.000950609,0.000960977,0.001085263,0.001067846,0.000322775,0.000315769,0.00039532,0.00075423,0.000620663,0.000660299,0.001763083,0.001252263,0.001373868,0.000495805,0.000375695,0.00050847,0.00091031,0.000893778,0.001531175
FA.20:0__Np,0.000368361,0.000329873,0.0004036,0.000226905,0.000198288,0.000241616,0.000235922,0.000365248,0.000296874,0.000297694,0.000210367,0.000294686,0.00026758,0.000196252,0.000361414,0.000222154,0.000343348,0.00024773,0.000551675,0.000316903,0.000406548,0.000182764,0.000272485,0.000157415,0.000340849,0.000335805,0.000238733
FA.20:1__Np,0.000245475,0.000664374,0.000965587,0.000133001,0.000147885,0.000108208,0.000176728,0.000254385,0.000164591,0.000154173,0.000318415,0.000177816,0.000131478,0.000103178,0.00015628,0.000112038,0.000286796,0.000152123,0.000928698,0.000485942,0.000674735,0.000123984,0.000183446,0.000219714,0.000471808,0.000435809,0.00032161
FA.20:2__Np,7.78E-05,0.000167453,9.33E-05,3.16E-05,2.63E-05,2.68E-05,7.45E-05,6.23E-05,7.32E-05,8.20E-05,0.000108611,8.56E-05,2.21E-05,3.27E-05,3.12E-05,5.93E-05,4.71E-05,4.66E-05,0.000451747,0.000224384,0.000224186,3.80E-05,1.17E-05,3.87E-05,7.86E-05,7.82E-05,0.000150937
FA.20:3__Np,5.77E-05,0.000133131,6.04E-05,2.90E-05,2.18E-05,2.98E-05,9.72E-05,6.61E-05,8.40E-05,5.79E-05,0.000143413,0.000135872,2.23E-05,2.43E-05,2.84E-05,0.000104461,6.00E-05,7.13E-05,0.000273518,0.000167212,8.94E-05,2.85E-05,2.41E-05,2.83E-05,6.84E-05,6.87E-05,0.000189529
FA.20:5__Np,0,0,0,5.47E-05,4.10E-05,5.82E-05,1.58E-05,1.71E-05,0,0,0,0,0,1.26E-05,1.57E-05,0,0,0,0,0,0,1.53E-05,1.39E-05,0,0,0,0
FA.20:6__Np,0,5.88E-06,0,0.000103144,6.79E-05,0.000117315,1.87E-05,2.52E-05,1.40E-05,0,0,0,2.31E-05,1.83E-05,2.95E-05,0,0,0,0,0,0,3.98E-05,3.51E-05,9.15E-06,0,0,0
FA.21:0__Np,0.000125829,0.000109502,0.000129055,7.26E-05,6.17E-05,7.68E-05,6.97E-05,9.97E-05,0.00010553,0.000119696,6.56E-05,0.000108757,6.63E-05,5.30E-05,0.000104485,8.29E-05,0.000137106,8.27E-05,0.000152465,0.00010284,0.000147363,4.82E-05,5.34E-05,3.16E-05,8.80E-05,7.92E-05,6.63E-05
FA.22:0__Np,0.001117185,0.000907982,0.001145577,0.000695619,0.000651091,0.000811188,0.000715051,0.00105907,0.00094992,0.001093841,0.000801624,0.001271994,0.000856376,0.00057612,0.00106987,0.000869101,0.001207482,0.000877952,0.001294202,0.00104536,0.001326133,0.000585125,0.000723869,0.000471115,0.000987849,0.000962782,0.000690224
FA.22:1__Np,0.00058765,0.000510097,0.000744898,0.00040831,0.000335478,0.000316781,0.000416567,0.000612977,0.000487197,0.00023427,0.000194573,0.000291014,0.00042734,0.000328932,0.000615288,0.000177686,0.000459424,0.000272313,0.000810441,0.00026088,0.000476726,0.00028632,0.000520074,0.000304029,0.00078503,0.000727246,0.000484555
FA.22:2__Np,1.57E-05,2.22E-05,2.76E-05,0,0,0,0,1.67E-05,1.79E-05,0,0,0,0,0,0,0,1.78E-05,0,3.01E-05,1.74E-05,1.79E-05,0,0,0,2.41E-05,1.75E-05,1.99E-05
FA.22:4__Np,0.000128043,0.000303465,0.000119226,6.65E-05,5.17E-05,6.09E-05,0.0001957,0.000128933,0.000172826,7.63E-05,0.000335412,0.000246097,4.63E-05,6.12E-05,5.76E-05,0.00019547,0.000103455,0.000136826,0.000492934,0.000398864,0.000138526,5.56E-05,4.66E-05,6.74E-05,0.000114926,0.000115199,0.000344004
FAHFA.16:0_18:2__Np,7.88E-05,6.31E-05,8.18E-05,7.32E-05,5.57E-05,6.56E-05,8.20E-05,8.18E-05,8.05E-05,6.23E-05,8.74E-05,0.000101546,7.73E-05,4.78E-05,7.12E-05,7.07E-05,8.98E-05,7.58E-05,8.11E-05,6.57E-05,5.16E-05,6.09E-05,6.45E-05,6.17E-05,9.67E-05,9.63E-05,0.000106315
FAHFA.16:1_16:1__Np,0,0,1.49E-05,0,0,0,5.90E-06,1.45E-05,1.45E-05,0,0,0,1.44E-05,9.95E-06,1.90E-05,0,0,0,0.000102521,0.000156953,0.000117817,8.89E-06,1.42E-05,1.15E-05,1.60E-05,1.15E-05,0
FAHFA.16:1_18:3__Np,1.31E-05,2.07E-05,1.59E-05,1.19E-05,6.25E-06,7.55E-06,2.17E-05,4.25E-05,2.92E-05,0,0,0,1.14E-05,4.65E-06,1.50E-05,1.58E-05,4.60E-05,3.36E-05,0,0,0,1.88E-05,3.07E-05,1.86E-05,7.19E-05,7.58E-05,6.90E-05
FAHFA.18:0_20:2__Np,8.59E-05,9.38E-05,0.000110686,6.48E-05,6.19E-05,7.37E-05,7.61E-05,7.67E-05,7.06E-05,7.02E-05,0.000126472,0.000114778,6.42E-05,4.52E-05,7.35E-05,7.14E-05,6.99E-05,7.61E-05,0.000147737,0.000119235,0.000132685,5.35E-05,5.99E-05,5.60E-05,7.80E-05,6.80E-05,9.58E-05
FAHFA.18:1_20:3__Np,0.000137417,0.000178287,0.000161595,4.21E-05,3.26E-05,5.68E-05,0.000109598,9.09E-05,0.000115102,9.14E-05,0.000133985,0.000108761,2.95E-05,3.49E-05,3.77E-05,6.61E-05,5.26E-05,5.29E-05,0.00026929,0.000190975,0.000220808,6.66E-05,3.95E-05,6.77E-05,0.00012427,0.000111597,0.000187091
FAHFA.2:0_18:0__Np,1.61E-05,1.40E-05,1.65E-05,1.22E-05,1.13E-05,1.14E-05,1.08E-05,1.59E-05,9.17E-06,1.15E-05,1.41E-05,1.72E-05,1.12E-05,8.73E-06,1.22E-05,1.49E-05,1.67E-05,1.59E-05,4.09E-05,1.35E-05,1.46E-05,1.11E-05,9.11E-06,1.27E-05,1.26E-05,1.62E-05,2.62E-05
FAHFA.20:1_20:2__Np,2.97E-05,5.25E-05,6.27E-05,1.79E-05,2.04E-05,1.61E-05,2.48E-05,2.71E-05,2.36E-05,1.99E-05,3.93E-05,2.72E-05,1.75E-05,1.34E-05,2.16E-05,1.64E-05,3.09E-05,2.04E-05,9.03E-05,5.42E-05,6.83E-05,1.46E-05,2.10E-05,2.02E-05,4.11E-05,3.90E-05,3.53E-05
FAHFA.24:0_2:0__Np,2.38E-05,1.79E-05,2.75E-05,3.07E-05,2.41E-05,2.38E-05,1.99E-05,2.86E-05,2.10E-05,1.08E-05,1.39E-05,1.94E-05,2.34E-05,2.28E-05,3.51E-05,1.85E-05,1.51E-05,1.82E-05,2.49E-05,1.45E-05,2.01E-05,2.21E-05,2.37E-05,1.59E-05,2.68E-05,2.70E-05,2.70E-05
GlcADG.14:0_18:5__Np,1.66E-05,1.52E-05,1.22E-05,7.61E-05,6.09E-05,5.56E-05,1.24E-05,1.81E-05,1.67E-05,7.66E-06,0,0,3.40E-05,5.00E-05,6.62E-05,1.75E-05,6.91E-06,1.80E-05,2.88E-05,1.41E-05,1.70E-05,3.63E-05,3.00E-05,2.66E-05,1.66E-05,1.96E-05,2.55E-05
HexCer_AP.t18:0_16:0__Np,0.000141883,0.000120276,0.000106118,7.17E-05,6.74E-05,6.56E-05,6.15E-05,0.000100296,8.85E-05,0.000115331,8.21E-05,0.00011955,9.03E-05,4.67E-05,0.000137523,7.69E-05,0.000137036,9.12E-05,0.000190712,0.000120259,0.000125128,9.17E-05,9.68E-05,3.38E-05,0.000139782,0.000132064,8.06E-05
HexCer_AP.t25:1_30:1__Np,7.20E-05,4.59E-05,8.00E-05,3.76E-05,3.08E-05,4.10E-05,5.43E-05,9.02E-05,7.69E-05,8.33E-05,5.55E-05,7.22E-05,4.87E-05,2.49E-05,4.33E-05,5.72E-05,8.49E-05,4.47E-05,6.47E-05,4.90E-05,6.54E-05,2.74E-05,5.65E-05,2.19E-05,0.000107731,8.45E-05,5.56E-05
HexCer_NDS.d40:1__Np,6.67E-05,1.67E-05,5.85E-05,8.50E-05,4.00E-05,6.72E-05,3.00E-05,3.73E-05,3.97E-05,6.16E-05,7.37E-05,7.03E-05,5.16E-05,6.59E-05,9.29E-05,5.52E-05,6.42E-05,7.70E-05,0.000107895,5.59E-05,6.67E-05,8.03E-05,7.14E-06,4.50E-05,0.000107133,2.49E-05,4.95E-05
LPC.16:0/0:0__Np,3.65E-05,1.05E-05,3.85E-05,6.79E-05,6.05E-05,5.78E-05,2.70E-05,4.45E-05,3.11E-05,3.36E-05,4.01E-05,4.54E-05,7.10E-05,4.94E-05,0.000115929,3.34E-05,3.43E-05,3.12E-05,4.03E-05,3.22E-05,3.62E-05,8.74E-05,8.07E-05,0.000114993,6.50E-05,4.81E-05,5.38E-05
LPC.16:0/0:0_1__Np,2.41E-05,1.02E-05,2.50E-05,2.40E-05,8.70E-06,1.52E-05,1.56E-05,1.90E-05,1.49E-05,1.89E-05,1.50E-05,2.35E-05,2.65E-05,1.02E-05,3.31E-05,2.02E-05,2.99E-05,1.75E-05,3.81E-05,1.49E-05,2.31E-05,2.72E-05,2.27E-05,2.91E-05,3.99E-05,2.03E-05,2.76E-05
LPC.16:1/0:0__Np,1.80E-05,6.35E-06,2.83E-05,7.96E-05,5.85E-05,4.33E-05,3.35E-05,2.53E-05,1.74E-05,1.97E-05,0,1.73E-05,9.51E-05,2.13E-05,7.26E-05,2.24E-05,6.25E-05,1.81E-05,1.34E-05,0,8.26E-06,9.64E-05,8.61E-05,0.000117193,5.79E-05,3.41E-05,2.98E-05
LPC.18:0/0:0__Np,6.85E-05,5.89E-05,6.56E-05,0.000113032,9.92E-05,0.000105646,6.71E-05,9.47E-05,6.42E-05,4.86E-05,6.28E-05,6.09E-05,8.65E-05,0.000110956,0.000172928,5.89E-05,6.32E-05,4.89E-05,4.69E-05,5.32E-05,5.60E-05,0.000121872,0.000106453,0.000180912,0.000120988,9.59E-05,0.00019124
LPC.18:1/0:0__Np,5.37E-05,2.36E-05,6.78E-05,4.80E-05,3.64E-05,3.59E-05,3.10E-05,3.74E-05,1.91E-05,2.93E-05,2.46E-05,3.11E-05,5.31E-05,2.44E-05,9.40E-05,3.83E-05,5.97E-05,3.12E-05,7.31E-05,2.90E-05,4.82E-05,5.52E-05,5.39E-05,5.98E-05,6.90E-05,3.84E-05,5.17E-05
LPC.18:1/0:0_1__Np,2.42E-05,1.58E-05,2.90E-05,3.29E-05,2.93E-05,3.62E-05,1.98E-05,2.53E-05,1.05E-05,1.67E-05,2.13E-05,2.41E-05,3.55E-05,3.00E-05,4.30E-05,1.88E-05,2.54E-05,1.64E-05,2.59E-05,1.99E-05,1.59E-05,4.18E-05,3.80E-05,4.09E-05,2.01E-05,2.66E-05,2.34E-05
LPC.18:1/0:0(d7)__Np,0.000650095,0.000506622,0.000699738,0.000821118,0.000631555,0.000816077,0.000790348,0.000895357,0.000807098,0.00067039,0.000808973,0.001083766,0.000855773,0.000566506,0.00081098,0.00076719,0.00078855,0.000745406,0.000770812,0.000689953,0.000742053,0.000673724,0.000547513,0.000641864,0.000905772,0.000827258,0.001021723
LPC.18:1/0:0(d7)_1__Np,7.87E-05,6.44E-05,8.32E-05,9.36E-05,6.78E-05,9.55E-05,9.07E-05,9.97E-05,9.30E-05,7.81E-05,9.07E-05,0.000126073,0.000101415,6.05E-05,8.64E-05,9.63E-05,9.42E-05,8.98E-05,0.000117647,9.68E-05,0.000151268,7.94E-05,6.32E-05,7.59E-05,0.000112518,0.000102616,0.00013572
LPC.18:2/0:0__Np,6.48E-05,3.15E-05,9.19E-05,5.98E-05,5.14E-05,4.48E-05,4.09E-05,2.70E-05,2.40E-05,5.54E-05,3.46E-05,5.47E-05,6.44E-05,2.69E-05,0.000131888,4.58E-05,7.46E-05,2.39E-05,7.48E-05,3.57E-05,6.25E-05,6.06E-05,6.20E-05,6.31E-05,9.03E-05,4.54E-05,6.58E-05
LPC.18:2/0:0_1__Np,1.09E-05,7.68E-06,2.05E-05,2.56E-05,1.69E-05,1.96E-05,1.50E-05,0,0,1.59E-05,1.83E-05,1.98E-05,2.05E-05,1.35E-05,2.32E-05,1.49E-05,2.64E-05,0,1.80E-05,1.24E-05,2.13E-05,2.39E-05,2.76E-05,3.46E-05,1.12E-05,1.13E-05,2.01E-05
LPC.20:4/0:0__Np,1.96E-05,9.51E-06,1.99E-05,1.39E-05,9.26E-06,1.33E-05,9.86E-06,2.11E-05,1.14E-05,1.40E-05,1.13E-05,0,1.43E-05,0,2.71E-05,1.38E-05,2.07E-05,1.25E-05,1.41E-05,9.39E-06,2.22E-05,1.53E-05,1.53E-05,1.56E-05,3.90E-05,1.70E-05,2.33E-05
LPE.16:0__Np,0,0,0,1.75E-05,1.35E-05,1.57E-05,0,0,0,0,0,0,1.62E-05,0,1.73E-05,0,0,0,0,0,0,2.19E-05,1.90E-05,2.40E-05,0,0,1.39E-05
LPE.16:1__Np,0,0,0,3.39E-05,1.66E-05,1.86E-05,0,0,0,0,0,0,4.58E-05,9.86E-06,1.96E-05,0,2.16E-05,0,0,0,0,4.56E-05,2.85E-05,5.06E-05,1.80E-05,1.67E-05,0
LPE.18:0__Np,4.81E-05,5.23E-05,6.45E-05,4.94E-05,4.49E-05,3.81E-05,3.48E-05,3.70E-05,3.70E-05,2.74E-05,4.46E-05,4.26E-05,3.54E-05,5.57E-05,7.54E-05,3.32E-05,3.91E-05,2.96E-05,5.06E-05,4.04E-05,3.82E-05,7.80E-05,6.87E-05,6.88E-05,6.04E-05,4.14E-05,8.12E-05
LPE.18:1__Np,1.21E-05,0,2.20E-05,2.29E-05,1.64E-05,1.81E-05,0,1.49E-05,0,0,0,0,1.94E-05,1.10E-05,3.37E-05,1.05E-05,1.30E-05,0,2.18E-05,0,1.82E-05,2.81E-05,2.21E-05,3.81E-05,2.53E-05,1.53E-05,2.34E-05
LPE.18:1(d7)__Np,0.000131528,0.000105031,0.000145649,0.000169795,0.000132319,0.000174053,0.000166112,0.000179857,0.000166981,0.000136487,0.000153248,0.000227121,0.000177454,0.000118025,0.000168091,0.000142672,0.000162965,0.000158952,0.000154496,0.000147269,0.000145899,0.000138451,0.000116308,0.000133884,0.000185862,0.000171494,0.000203322
LPE.18:1(d7)_1__Np,2.02E-05,1.64E-05,2.22E-05,2.71E-05,2.25E-05,2.59E-05,2.50E-05,2.72E-05,2.60E-05,2.21E-05,2.13E-05,3.45E-05,2.89E-05,1.73E-05,2.67E-05,2.24E-05,2.48E-05,2.50E-05,2.56E-05,2.39E-05,2.36E-05,2.27E-05,1.86E-05,2.25E-05,3.11E-05,2.66E-05,3.07E-05
LPE.18:2__Np,2.08E-05,1.12E-05,2.83E-05,2.87E-05,2.74E-05,2.46E-05,1.54E-05,0,1.15E-05,1.28E-05,1.19E-05,1.21E-05,2.36E-05,2.45E-05,6.11E-05,1.36E-05,2.32E-05,1.29E-05,3.08E-05,1.11E-05,2.09E-05,3.72E-05,2.68E-05,5.53E-05,3.44E-05,1.15E-05,3.46E-05
LPE.20:4__Np,1.49E-05,1.13E-05,1.67E-05,2.02E-05,2.09E-05,1.58E-05,1.64E-05,1.76E-05,1.29E-05,8.91E-06,1.36E-05,1.64E-05,2.66E-05,2.01E-05,4.64E-05,1.99E-05,1.51E-05,1.72E-05,1.73E-05,1.56E-05,1.46E-05,3.30E-05,3.17E-05,7.02E-05,3.37E-05,1.95E-05,4.89E-05
PC.14:0_16:0__Np,0.000196282,0.00011793,0.000182574,0.00026883,0.000195982,0.000214273,0.000146305,0.000139189,0.000171196,0.000112772,0.000215335,0.000135552,0.000246611,0.000177772,0.000277777,0.000174819,0.000233964,8.31E-05,0.000164632,4.72E-05,0.000160675,0.000267601,0.000271735,0.000284421,0.000273171,0.000191547,0.000317813
PC.14:0_16:1__Np,7.56E-05,8.64E-05,2.61E-05,0.000426502,0.000305418,0.000270719,9.07E-05,0.000155637,2.77E-05,6.56E-05,4.30E-05,7.82E-05,0.000550354,0.00014403,6.46E-05,7.28E-05,0.00025088,0.000110179,0.000113044,6.51E-05,9.28E-05,0.000498961,0.000456268,0.000619694,0.000269133,0.000200027,0.00011433
PC.14:1_16:1__Np,0,0,0,0.000338688,0.000235925,0.000206922,0,0,0,0,0,0,0.000382503,6.01E-05,7.87E-05,0,4.23E-05,0,0,0,0,0.000374147,0.000286328,0.000552221,3.40E-05,2.91E-05,1.41E-05
PC.15:0_18:1__Np,0.000204863,0.000173022,0.0002558,0.000138279,0.00012843,0.000203209,0.000156688,0,0.000192765,0.000152375,0.000146118,0.000168641,0.000226719,0.000175348,0.000183209,7.07E-05,0.00040391,0.000259302,0.000271518,0.000137733,0.000183969,0.000166685,0.000171932,0.000143041,0.000420801,5.21E-05,6.12E-05
PC.15:0_18:1(d7)__Np,0.00679221,0.005157317,0.007375732,0.008503006,0.00670839,0.008878138,0.008433093,0.009799115,0.008764955,0.007444507,0.009206511,0.007261954,0.009327307,0.005882915,0.008711071,0.009554281,0.00970602,0.009182712,0.008212573,0.007380097,0.00773125,0.006533451,0.005597246,0.006410124,0.009646958,0.008875593,0.010326923
PC.15:0_18:2__Np,0.000167649,0.000101352,0.000116149,0.000134425,1.69E-05,0.000104598,3.68E-05,5.36E-05,9.36E-05,9.47E-05,0.000109435,0.000102751,0.000169684,8.31E-05,0.000177496,0.000109321,0.000209571,5.43E-05,9.20E-05,6.43E-05,9.14E-05,0.000135516,0.000129947,0.000147535,0.000214758,0.000103804,0.00010081
PC.16:0_16:0__Np,0.000865294,0.000639853,0.000831971,0.001272016,0.000971043,0.001100438,0.000803381,0.000771393,0.000842469,0.000596046,0.000948796,0.000551732,0.001207836,0.000871259,0.001282008,0.000938532,0.001105526,0.000954463,0.000740857,0.000727707,0.000810179,0.001273806,0.001159585,0.0012527,0.001128989,0.000899642,0.00147869
