"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CompoundName","CleanName","LipidABV","Formula","Mass","RT","LargerLipidGroup.ABV","LargerLipidGroup","LIPIDClass_CommonName","LipidClass_LIPID_MAPS","LIPID_MAPS"
"11","Cer_ADS.d16:0_14:0__Np",0.485168338573353,1.00354957085683,1.88147893287365,0.065626203916607,0.138888911561692,-5.51649860412039,"Cer_ADS.d16:0_14:0__Np",53,1.88575273419021,0.0650298927775857,0.138381709676617,"Cer_ADS d16:0_14:0","Cer ADS d16:0 14:0","Cer_ADS","C30 H61 N O4",499.46,6.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"12","Cer_ADS.d16:0_16:0__Np",0.43417955289878,5.09941631302635,2.773433563224,0.00773127656335539,0.0233745608305082,-3.6194759822756,"Cer_ADS.d16:0_16:0__Np",53,2.78816835588256,0.00743097361391781,0.0230657420976009,"Cer_ADS d16:0_16:0","Cer ADS d16:0 16:0","Cer_ADS","C32 H65 N O4",527.4915,7.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"13","Cer_ADS.d16:0_16:0__Np",0.43417955289878,5.09941631302635,2.773433563224,0.00773127656335539,0.0233745608305082,-3.6194759822756,"Cer_ADS.d16:0_16:0__Np",53,2.78816835588256,0.00743097361391781,0.0230657420976009,"Cer_ADS d16:0_16:0","Cer ADS d16:0 16:0","Cer_ADS","C32 H65 N O4",527.4915,7.33,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"14","Cer_ADS.d16:0_24:0__Np",0.454765951616665,0.482721669378478,2.10365437229666,0.0456579208348501,0.102007331769224,-4.82593342929065,"Cer_ADS.d16:0_24:0__Np",27,2.11962515021097,0.0441422766233239,0.100748254881469,"Cer_ADS d16:0_24:0","Cer ADS d16:0 24:0","Cer_ADS","C40 H81 N O4",639.6159,10.04,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"15","Cer_ADS.d16:0_24:0__Np",0.454765951616665,0.482721669378478,2.10365437229666,0.0456579208348501,0.102007331769224,-4.82593342929065,"Cer_ADS.d16:0_24:0__Np",27,2.11962515021097,0.0441422766233239,0.100748254881469,"Cer_ADS d16:0_24:0","Cer ADS d16:0 24:0","Cer_ADS","C40 H81 N O4",639.6167,10.99,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"16","Cer_ADS.d16:0_24:0_1__Np",0.984833408990704,4.72592891690867,10.5553326772044,1.09093405183087e-10,1.26984723633113e-08,14.5742727686195,"Cer_ADS.d16:0_24:0_1__Np",27,10.9543793202555,4.93898258161835e-11,6.38775080555973e-09,"Cer_ADS d16:0_24:0_1","Cer ADS d16:0 24:0","Cer_ADS","C40 H81 N O4",639.6167,10.99,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"17","Cer_ADS.d17:0_14:0__Np",0.674144206422629,5.04836884412904,2.67972061044615,0.0131149045021776,0.0355017414896156,-3.65902320905785,"Cer_ADS.d17:0_14:0__Np",26,2.62310184665387,0.0149040337439551,0.0397896680687241,"Cer_ADS d17:0_14:0","Cer ADS d17:0 14:0","Cer_ADS","C31 H63 N O4",513.4759,6.83,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"18","Cer_ADS.d17:0_16:0__Np",0.367050884238889,6.18604159158868,2.53052701059515,0.0145211777121927,0.0387675478371384,-4.19327933949163,"Cer_ADS.d17:0_16:0__Np",53,2.54599218354106,0.0139608003035849,0.03770387831409,"Cer_ADS d17:0_16:0","Cer ADS d17:0 16:0","Cer_ADS","C33 H67 N O4",541.5072,7.85,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"19","Cer_ADS.d17:0_16:0__Np",0.367050884238889,6.18604159158868,2.53052701059515,0.0145211777121927,0.0387675478371384,-4.19327933949163,"Cer_ADS.d17:0_16:0__Np",53,2.54599218354106,0.0139608003035849,0.03770387831409,"Cer_ADS d17:0_16:0","Cer ADS d17:0 16:0","Cer_ADS","C33 H67 N O4",541.5074,7.87,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"20","Cer_ADS.d18:0_16:0__Np",0.59083129740216,6.43137892757844,3.9265740061683,0.000259670501694166,0.00138649754115601,-0.424061553557773,"Cer_ADS.d18:0_16:0__Np",53,3.94900242529434,0.000241514612852523,0.00128955508880888,"Cer_ADS d18:0_16:0","Cer ADS d18:0 16:0","Cer_ADS","C34 H69 N O4",555.5229,8.33,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"21","Cer_ADS.d18:0_16:0__Np",0.59083129740216,6.43137892757844,3.9265740061683,0.000259670501694166,0.00138649754115601,-0.424061553557773,"Cer_ADS.d18:0_16:0__Np",53,3.94900242529434,0.000241514612852523,0.00128955508880888,"Cer_ADS d18:0_16:0","Cer ADS d18:0 16:0","Cer_ADS","C34 H69 N O4",555.5229,8.32,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"22","Cer_ADS.d18:0_25:0__Np",0.621032667014947,1.35128417946345,0.707952839162082,0.485808379859322,0.633947258022702,-6.63689490703016,"Cer_ADS.d18:0_25:0__Np",26,0.707385410783315,0.486139843415343,0.634614400715092,"Cer_ADS d18:0_25:0","Cer ADS d18:0 25:0","Cer_ADS","C43 H87 N O4",681.6631,11.24,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"23","Cer_ADS.d19:0_16:0__Np",-0.973909350296527,2.54111107253431,-0.981656326229013,0.330907976851399,0.482677800820837,-6.76813092109342,"Cer_ADS.d19:0_16:0__Np",53,-0.982272585094506,0.330602620438513,0.482837453187489,"Cer_ADS d19:0_16:0","Cer ADS d19:0 16:0","Cer_ADS","C35 H71 N O4",569.5382,8.62,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"24","Cer_ADS.d19:0_16:0__Np",-0.973909350296527,2.54111107253431,-0.981656326229013,0.330907976851399,0.482677800820837,-6.76813092109342,"Cer_ADS.d19:0_16:0__Np",53,-0.982272585094506,0.330602620438513,0.482837453187489,"Cer_ADS d19:0_16:0","Cer ADS d19:0 16:0","Cer_ADS","C35 H71 N O4",569.5382,8.83,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"25","Cer_ADS.d19:0_26:0__Np",0.748517940217376,4.86845679954568,3.35318348563477,0.00264998337600286,0.0100803289204815,-2.15003858238464,"Cer_ADS.d19:0_26:0__Np",26,3.2630548584809,0.00329564941833265,0.0119728029794606,"Cer_ADS d19:0_26:0","Cer ADS d19:0 26:0","Cer_ADS","C45 H91 N O4",709.6948,12.76,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"26","Cer_ADS.d19:0_29:0__Np",1.06815236032812,1.46465592312821,3.23512454724587,0.00353361920521363,0.0125400388867947,-2.42475708674143,"Cer_ADS.d19:0_29:0__Np",26,3.19632351006761,0.00387501726033264,0.0137763393872946,"Cer_ADS d19:0_29:0","Cer ADS d19:0 29:0","Cer_ADS","C48 H97 N O4",751.7409,12.93,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"27","Cer_ADS.d20:0_22:0__Np",0.413961178536612,0.513744065576255,2.69356985874157,0.0124544221288674,0.0342313261017375,-3.64653691123561,"Cer_ADS.d20:0_22:0__Np",27,2.73163224212635,0.0113909074992026,0.0323390642172485,"Cer_ADS d20:0_22:0","Cer ADS d20:0 22:0","Cer_ADS","C42 H85 N O4",667.6475,10.86,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"28","Cer_ADS.d20:0_24:0__Np",0.252570013854966,0.878087575217099,0.969814526875918,0.341447962359333,0.492497432696734,-6.44716844308602,"Cer_ADS.d20:0_24:0__Np",27,0.975187759977803,0.338809502587831,0.490515250015218,"Cer_ADS d20:0_24:0","Cer ADS d20:0 24:0","Cer_ADS","C44 H89 N O4",695.6786,11.63,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"29","Cer_ADS.d21:0_18:0__Np",0.584072940718141,0.845306398755105,1.79682851975535,0.0849878363854626,0.165811669248864,-5.33200135090142,"Cer_ADS.d21:0_18:0__Np",26,1.77454755507623,0.0886601447183511,0.171714489937039,"Cer_ADS d21:0_18:0","Cer ADS d21:0 18:0","Cer_ADS","C39 H79 N O4",625.6006,9.59,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"30","Cer_ADS.d22:0_14:0__Np",0.942342734303097,-3.30870660271119,0.502619104840277,0.617397855088462,0.746262827957394,-7.12456720254808,"Cer_ADS.d22:0_14:0__Np",53,0.502891651343744,0.61720536406804,0.746534374865025,"Cer_ADS d22:0_14:0","Cer ADS d22:0 14:0","Cer_ADS","C36 H73 N O4",583.5537,8.17,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"31","Cer_ADS.d22:0_14:0__Np",0.942342734303097,-3.30870660271119,0.502619104840277,0.617397855088462,0.746262827957394,-7.12456720254808,"Cer_ADS.d22:0_14:0__Np",53,0.502891651343744,0.61720536406804,0.746534374865025,"Cer_ADS d22:0_14:0","Cer ADS d22:0 14:0","Cer_ADS","C36 H73 N O4",583.5538,7.65,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"32","Cer_ADS.d22:0_16:0__Np",0.744055354499339,4.71393472154138,7.44688213546119,8.56877222911501e-08,2.07792726556039e-06,7.98897771794055,"Cer_ADS.d22:0_16:0__Np",27,7.69167906531773,4.77420724124945e-08,1.20808200626399e-06,"Cer_ADS d22:0_16:0","Cer ADS d22:0 16:0","Cer_ADS","C38 H77 N O4",611.5854,10.16,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"33","Cer_ADS.d23:0_13:0__Np",0.71534868839306,2.95417502054085,5.05579940788117,3.24459808591867e-05,0.000246843932811067,2.10286105462483,"Cer_ADS.d23:0_13:0__Np",27,5.13942024246043,2.59939197612985e-05,0.000196473523390594,"Cer_ADS d23:0_13:0","Cer ADS d23:0 13:0","Cer_ADS","C36 H73 N O4",583.5539,8.77,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"34","Cer_ADS.d26:0_13:0__Np",2.64142687249058,-1.94198057728551,1.5994797584944,0.122303145914256,0.222091828150069,-5.6687355535843,"Cer_ADS.d26:0_13:0__Np",27,1.60131978979381,0.121868159801118,0.221647715638284,"Cer_ADS d26:0_13:0","Cer ADS d26:0 13:0","Cer_ADS","C39 H79 N O4",625.6005,9.61,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"35","Cer_ADS.d26:0_15:1__Np",0.481449847267686,-0.158016542427608,2.67276960187043,0.0130669445478146,0.0354543670248397,-3.69103405540716,"Cer_ADS.d26:0_15:1__Np",27,2.70088198874983,0.0122332361470687,0.0339796686948612,"Cer_ADS d26:0_15:1","Cer ADS d26:0 15:1","Cer_ADS","C41 H81 N O4",651.616,9.75,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"36","Cer_ADS.d30:0__Np",0.582275641099801,0.344321839150924,4.21946847107078,0.00028250145306044,0.00149468950619251,-0.0223609077913025,"Cer_ADS.d30:0__Np",27,4.29269236289238,0.000232958772824905,0.00125538894244532,"Cer_ADS d30:0","Cer ADS d30:0","Cer_ADS","C30 H61 N O4",499.46,6.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"37","Cer_ADS.d30:0_21:0__Np",0.9499683751687,1.59468055113402,3.15086447124237,0.00433208279805119,0.0150075725503916,-2.61851738785203,"Cer_ADS.d30:0_21:0__Np",26,3.10505411964741,0.00482859592998695,0.0164823626466417,"Cer_ADS d30:0_21:0","Cer ADS d30:0 21:0","Cer_ADS","C51 H103 N O4",793.7884,14.09,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"38","Cer_ADS.d30:0_22:1__Np",1.11265771490393,1.91963053742986,6.15154723086925,1.98937436087949e-06,2.33902197582195e-05,4.8664303065571,"Cer_ADS.d30:0_22:1__Np",27,6.21576482887508,1.67912880890863e-06,1.93515438967291e-05,"Cer_ADS d30:0_22:1","Cer ADS d30:0 22:1","Cer_ADS","C52 H103 N O4",805.7883,13.77,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"39","Cer_ADS.d31:0__Np",0.508252968547415,4.35863416294801,3.95531413177264,0.000557323340129084,0.0027040040228542,-0.684194023502795,"Cer_ADS.d31:0__Np",27,4.0341281944554,0.000453846138029394,0.00226816128459177,"Cer_ADS d31:0","Cer ADS d31:0","Cer_ADS","C31 H63 N O4",513.4759,6.84,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"40","Cer_ADS.d31:0_1__Np",0.508252968547415,4.35864280904022,3.9551718242882,0.000557526602650351,0.0027040040228542,-0.684548290840781,"Cer_ADS.d31:0_1__Np",27,4.03397752305028,0.000454021975352133,0.00226816128459177,"Cer_ADS d31:0_1","Cer ADS d31:0","Cer_ADS","C31 H63 N O4",513.4759,6.84,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"41","Cer_ADS.d32:0__Np",0.963210675860809,2.44479518281663,1.17340796097144,0.246088845757917,0.383977770056588,-6.56322256834603,"Cer_ADS.d32:0__Np",53,1.1742088286625,0.245765372054502,0.384503888536883,"Cer_ADS d32:0","Cer ADS d32:0","Cer_ADS","C32 H65 N O4",527.4911,6.8,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"42","Cer_ADS.d32:0__Np",0.963210675860809,2.44479518281663,1.17340796097144,0.246088845757917,0.383977770056588,-6.56322256834603,"Cer_ADS.d32:0__Np",53,1.1742088286625,0.245765372054502,0.384503888536883,"Cer_ADS d32:0","Cer ADS d32:0","Cer_ADS","C32 H65 N O4",527.4915,7.34,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"43","Cer_ADS.d32:1__Np",0.592859331306949,7.09435885230602,2.60117585593931,0.0156778800859969,0.0413810712473931,-3.82417817858532,"Cer_ADS.d32:1__Np",26,2.53410658804617,0.0182134636548123,0.0472170861786227,"Cer_ADS d32:1","Cer ADS d32:1","Cer_ADS","C32 H63 N O4",525.4762,6.88,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"44","Cer_ADS.d33:0__Np",0.39419389897724,5.94405823244905,2.54486472413703,0.0174979609856844,0.0457348010485532,-3.96038594648928,"Cer_ADS.d33:0__Np",27,2.58029602339457,0.0161333190023328,0.0427771829583495,"Cer_ADS d33:0","Cer ADS d33:0","Cer_ADS","C33 H67 N O4",541.5074,7.87,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"45","Cer_ADS.d33:1__Np",0.387387889132786,5.90695517210237,3.53282565736164,0.0016294193283119,0.00660851602144616,-1.72135806221947,"Cer_ADS.d33:1__Np",27,3.6291117945488,0.00127549973271902,0.00537928148146718,"Cer_ADS d33:1","Cer ADS d33:1","Cer_ADS","C33 H65 N O4",539.4918,7.42,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"46","Cer_ADS.d34:1__Np",0.27036209574019,5.6813265989098,1.94623375959432,0.0629729294873073,0.135240756315915,-5.10748019932331,"Cer_ADS.d34:1__Np",27,1.97957987096074,0.0588619135563241,0.127826991379779,"Cer_ADS d34:1","Cer ADS d34:1","Cer_ADS","C34 H67 N O4",553.5074,7.92,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"47","Cer_ADS.d36:0__Np",0.587847240911761,5.74277835114161,2.93480494130613,0.00499507020571201,0.0169254277372755,-3.21694273505146,"Cer_ADS.d36:0__Np",53,2.94488657389417,0.00485654085834531,0.0165292794126139,"Cer_ADS d36:0","Cer ADS d36:0","Cer_ADS","C36 H73 N O4",583.5542,9.26,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"48","Cer_ADS.d36:0__Np",0.587847240911761,5.74277835114161,2.93480494130613,0.00499507020571201,0.0169254277372755,-3.21694273505146,"Cer_ADS.d36:0__Np",53,2.94488657389417,0.00485654085834531,0.0165292794126139,"Cer_ADS d36:0","Cer ADS d36:0","Cer_ADS","C36 H73 N O4",583.5543,9.25,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"49","Cer_ADS.d37:0__Np",0.642920419430715,4.54431608815875,2.88928041496112,0.00565812653407233,0.0184156358239533,-3.33216086125589,"Cer_ADS.d37:0__Np",53,2.89759595615995,0.00552924441828747,0.0182110152558631,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"50","Cer_ADS.d37:0__Np",0.642920419430715,4.54431608815875,2.88928041496112,0.00565812653407233,0.0184156358239533,-3.33216086125589,"Cer_ADS.d37:0__Np",53,2.89759595615995,0.00552924441828747,0.0182110152558631,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5697,9.72,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"51","Cer_ADS.d37:0__Np",0.642920419430715,4.54431608815875,2.88928041496112,0.00565812653407233,0.0184156358239533,-3.33216086125589,"Cer_ADS.d37:0__Np",53,2.89759595615995,0.00552924441828747,0.0182110152558631,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5697,9.75,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"52","Cer_ADS.d37:0__Np",0.642920419430715,4.54431608815875,2.88928041496112,0.00565812653407233,0.0184156358239533,-3.33216086125589,"Cer_ADS.d37:0__Np",53,2.89759595615995,0.00552924441828747,0.0182110152558631,"Cer_ADS d37:0","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5696,9.22,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"53","Cer_ADS.d37:0_1__Np",0.627654399463058,4.29919844793224,4.71736204270532,7.78848920710217e-05,0.000506469354026085,1.24037360615225,"Cer_ADS.d37:0_1__Np",27,4.805208214885,6.1726220288079e-05,0.000410567545230423,"Cer_ADS d37:0_1","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"54","Cer_ADS.d37:0_2__Np",0.926850326429089,-1.38689102422938,3.96597595703209,0.000542300871139721,0.00267473819494337,-0.657644102932585,"Cer_ADS.d37:0_2__Np",27,3.9923030410707,0.00050533360228957,0.00247146350027336,"Cer_ADS d37:0_2","Cer ADS d37:0","Cer_ADS","C37 H75 N O4",597.5692,8.68,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"55","Cer_ADS.d38:0__Np",0.579393663672167,5.2793782963834,2.43596966158443,0.0183884012235405,0.0476466457207015,-4.40566390430345,"Cer_ADS.d38:0__Np",53,2.44225836653686,0.0181012046468197,0.0472170861786227,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.12,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"56","Cer_ADS.d38:0__Np",0.579393663672167,5.2793782963834,2.43596966158443,0.0183884012235405,0.0476466457207015,-4.40566390430345,"Cer_ADS.d38:0__Np",53,2.44225836653686,0.0181012046468197,0.0472170861786227,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.13,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"57","Cer_ADS.d38:0__Np",0.579393663672167,5.2793782963834,2.43596966158443,0.0183884012235405,0.0476466457207015,-4.40566390430345,"Cer_ADS.d38:0__Np",53,2.44225836653686,0.0181012046468197,0.0472170861786227,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5854,10.14,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"58","Cer_ADS.d38:0__Np",0.579393663672167,5.2793782963834,2.43596966158443,0.0183884012235405,0.0476466457207015,-4.40566390430345,"Cer_ADS.d38:0__Np",53,2.44225836653686,0.0181012046468197,0.0472170861786227,"Cer_ADS d38:0","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5853,9.7,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"59","Cer_ADS.d38:0_1__Np",0.63116355187236,-0.399456676361511,2.58581992259999,0.0126176318754998,0.0345390164652618,-4.06618152686141,"Cer_ADS.d38:0_1__Np",53,2.59222428617248,0.0124094356162146,0.0341479504900091,"Cer_ADS d38:0_1","Cer ADS d38:0","Cer_ADS","C38 H77 N O4",611.5849,9.13,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"60","Cer_ADS.d38:1__Np",0.29978547826849,2.71206992395052,1.1769651115474,0.250316908255329,0.388491841612271,-6.22839609752007,"Cer_ADS.d38:1__Np",27,1.18372840417066,0.247654278673937,0.386420349030111,"Cer_ADS d38:1","Cer ADS d38:1","Cer_ADS","C38 H75 N O4",609.5695,9.8,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"61","Cer_ADS.d39:0__Np",0.639803712133274,4.00284895804202,3.13613310272746,0.00284185809518563,0.0105311927765328,-2.69238893992117,"Cer_ADS.d39:0__Np",53,3.14657434193877,0.00275713025566256,0.0103860829048259,"Cer_ADS d39:0","Cer ADS d39:0","Cer_ADS","C39 H79 N O4",625.6009,10.11,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
"62","Cer_ADS.d39:0__Np",0.639803712133274,4.00284895804202,3.13613310272746,0.00284185809518563,0.0105311927765328,-2.69238893992117,"Cer_ADS.d39:0__Np",53,3.14657434193877,0.00275713025566256,0.0103860829048259,"Cer_ADS d39:0","Cer ADS d39:0","Cer_ADS","C39 H79 N O4",625.6009,10.09,"Sphingolipids ","SP","Ceramides","Ceramide α-hydroxy fatty acid-dihydrosphingosine",""
