SampleID,Acholeplasma,Achromobacter,Acidaminococcus,Acidovorax,Acinetobacter,Actinobacillus,Actinobaculum,Actinomadura,Actinomyces,Actinomycetospora,Aerococcus,Aggregatibacter,Agrobacterium,Agrococcus,Akkermansia,Alcaligenes,Alishewanella,Alkanindiges,Alloiococcus,Anaerococcus,Anaerovibrio,Anoxybacillus,Aquabacterium,Arcobacter,Arthrobacter,Atopobium,Bacillus,Bacteroides,Balneimonas,Bifidobacterium,Blautia,Brachybacterium,Brevibacillus,Brevibacterium,Brevundimonas,Bulleidia,Burkholderia,Butyricicoccus,Caldilinea,Campylobacter,Candidatus Azobacteroides,Cardiobacterium,Cellulosimicrobium,CF231,Chryseomicrobium,Chthoniobacter,Citrobacter,Cloacibacterium,Clostridium,Cohnella,Comamonas,Coprococcus,Corynebacterium,Cronobacter,Dehalobacterium,Deinococcus,Delftia,Dermabacter,Dermacoccus,Dermatophilus,Desulfovibrio,Devosia,Dialister,Diaphorobacter,Dietzia,Dorea,Elizabethkingia,Elusimicrobium,Enterobacter,Enterococcus,Epulopiscium,Erwinia,Erysipelothrix,Ethanoligenens,Ewingella,Faecalibacterium,Fibrobacter,Filifactor,Finegoldia,Flavobacterium,Flexispira,Fluviicola,Friedmanniella,Fusobacterium,Gallicola,Gardnerella,Gemmata,Gemmiger,Geobacillus,Geodermatophilus,Georgenia,Gluconacetobacter,Glycomyces,Gordonia,Granulicatella,Guggenheimella,GW-34,Haemophilus,Halomonas,Helcobacillus,Helcococcus,Helicobacter,Hymenobacter,Janthinobacterium,Jeotgalicoccus,Kocuria,Kytococcus,Labrenzia,Lachnoanaerobaculum,Lachnobacterium,Lachnospira,Lactobacillus,Lactococcus,Lampropedia,Lautropia,Leptotrichia,Leucobacter,Leuconostoc,Listeria,Luteibacter,Lysobacter,Macrococcus,Marmoricola,Massilia,Megasphaera,Methanobrevibacter,Microbacterium,Microbispora,Micrococcus,Mitsuokella,Modestobacter,Moraxella,Moryella,Mucilaginibacter,Mycoplasma,Myroides,N09,Neisseria,Nesterenkonia,Nocardioides,Novosphingobium,Ochrobactrum,Olsenella,Oribacterium,Ornithinimicrobium,Oscillospira,p-75-a5,Paenibacillus,Paludibacter,Pannonibacter,Parabacteroides,Paracoccus,Paraprevotella,Pediococcus,Pedobacter,Peptoniphilus,Peptostreptococcus,Petrobacter,ph2,Phascolarctobacterium,Planifilum,Planomicrobium,Pontibacter,Porphyromonas,Prevotella,Proteiniclasticum,Proteus,Pseudaminobacter,Pseudochrobactrum,Pseudoclavibacter,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Psychrobacter,Rahnella,Rheinheimera,Rhizobium,Rhodobacter,Rhodococcus,Rhodoplanes,Roseburia,Roseomonas,Rothia,Rubellimicrobium,Ruminococcus,Rummeliibacillus,Saccharibacillus,Salana,Sarcina,Selenomonas,Serratia,Shewanella,Skermanella,SMB53,Solibacillus,Sphingobacterium,Sphingobium,Spirosoma,Sporosarcina,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Succinivibrio,Synergistes,Terriglobus,Tessaracoccus,Thermicanus,Thermoactinomyces,Treponema,Trichococcus,Truepera,Trueperella,Turicibacter,Uruburuella,Variovorax,Veillonella,WAL_1855D,Wautersiella,Weissella,Xanthobacter,Xanthomonas,YRC22,Cutibacterium,Eubacterium,Grand Total
LK16S005-066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28692E-05,0,0,0,0.000102911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29090722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001292108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170603975,0,0,0,0,0,0,0.001543669,0,0,0.022766254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358256912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022709081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131795001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-067,0,0,0,0,0.000303718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000779542,0,0,0,0.049192111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02478E-05,0.026939742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103264,0,0,0,0,0,0.000101239,0,0,0,0,0,0,0,0,0,0.181126994,0,0,0,0,0,0,0.000587187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008605329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058293513,0,0,0,0,0,0,0,0,0,0,0.000627683,0,0,0,0,0,0.669788208,0,0.002601847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-068,0,0,0,0,0.00054248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000568729,0,0,0,0.11626564,0,0,0,0,8.74967E-05,0,0,0,0,0,0,0,0,0,0,0,0.041928428,0,0,0,0,0,0,0,0,0,5.2498E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99974E-05,0,0,0,0,0,0.001942427,0,0,0,0,0,0.000139995,0,0,0,0,0,0,0,0,0,0.283121883,0,0,0,5.2498E-05,0,0,0.001487444,0,0,0.002721148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154799195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04718698,0,7.8747E-05,0,0,0,0,0,0,0,0,0.001023712,0,0,0,0,0,0.340134745,0,0.007594715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-069,0,0,0,0,0.000624926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94362E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001944213,0,0,0,0.066480181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155209697,0,0,0,0,0,0,0,0,0,2.97584E-05,0,0,0,0,0,0,0,0,0,0,0,4.95973E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001140737,0,0,0,0,0,0.000704281,0.000396778,0,0,0,0,0,0,0,0,0.37063048,0,1.98389E-05,0,0.000138872,0,0,0.001438321,0,0,6.94362E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093431338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067115026,0,0,0,0,0,0,0,0,0,0,0.002132683,0,3.96778E-05,0,0,0,0.217345157,0,0.020364639,0,0,0,0,0,0,0,0,0,0,0,0.00054557,0,0,0,0,0,0,0,0,0,7.93556E-05,0,1
LK16S005-070,0,0,0,0,0.005475375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137803,0.000101056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192924,0,0,0,0.025962095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001249414,0.036223829,0,0,0,0,0,0,0,0,5.51212E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119429,0,0,0,0,0,0,0,6.43081E-05,0,0,0,0,0,0,0,0,0.005484561,0,0,0,0,0,0,0.000174551,0,0,0.000661455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123370479,0,0,0,0.000569586,0.000137803,0,0,0,0,0,0,0,0,0,0,0.001690384,0,0,0,0,0,0.000303167,0,0.000937061,0,0,0.004630183,0,0.00014699,0,0,0,0.791347806,0,0.000808445,0,0,0,0,0,0,0,0,0,0,0,0.000156177,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29253503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002594849,0,0,0,0,0,0,0,0,2.73142E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19426E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255346754,0,0,0,0,0,0,0.001638852,0,0,0.02324438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323878069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023080495,0,0,0,0,0,0,0,0,0,0,6.82855E-05,0,0,0,0,0,0.077504029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-072,0,0,0,0,0.001588195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25162E-05,0.000107936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208161,0,0,0,0.010022589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186065517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25162E-05,0,0,0,0,0,0,0.000886614,0,0,0,0,0,0,0,0,0.004425359,0,0,0,0,0,0,4.62581E-05,0,0,3.85484E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775285837,0,0,0,0.000300678,0,0,0,0,0,0,0,0,0,0,0,0.000963711,0,0.000377775,0,0,0,0.000416323,0,0,0,0,0.00243626,0,0,0,0,0,0.004078423,0,0.012397172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169613,0,1
LK16S005-073,0,0,0,0,0,0,0,0,0,0,0.00048094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317421,0,0,4.8094E-05,0,0,0,8.65693E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8094E-05,0,0,0,0.048700018,0,0,0,0,0,0,0,0,0,0,0,0,1.92376E-05,0,0,0,0.000307802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153901,0,0,0,0,0,0.000817599,0,0,0,0,0,0,0,0,0,0.090551446,0,0,0,0,0.000105807,0,0.000413609,0,0,0.003318488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631705511,0,0,0,0.000519416,0,0,0,0,0,0,0,0,0,0,0,0.020045593,0,0,0,0,0,0,0,0,0,0,0,0,9.61881E-05,0,0,0,0.202004559,3.84752E-05,0.000221233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-074,0,0.000219282,0,0,0.000648311,0,0,0,0,0,0.00069598,0,5.72039E-05,0,0,0,0,0,0,0.000181146,0,0,0,0,0,0,0.000352757,0,0,0,0,0,0,9.53398E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08690222,0,0,0.000400427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276485,0,0,0.000114408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162078,0.000629243,0,0,0,0,0,0.002431165,0,0,0,0,4.76699E-05,0,0,0,0,0.302312943,0,0,0,0,0,0,0.000333689,0,0,0.006015941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181146,0,0,0.000123942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17991572,0,0,0,0.000152544,0,0,0,0,0,0,0,0,0,0,0,0.052932652,0,7.62718E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36407406,0,0.000667379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-075,0,0,0,0,0.000366412,0,0,0,0,0,0.001277972,0,0.000277043,0,0,0,0,0,0.000125116,0.000196611,0,0,0,0,0,0,0.000723886,0,0,0.000116179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294917,0,0,0,0,0.060609852,0,0,0.000241295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005371059,0,0,0,0,0,0,0,0,0,0.387064774,0,0,0,0,0,0,0.001992922,0,0,0.004808036,0,0,0,0,0,0,0,0,0,0,0.000482591,0,0,0.000232359,0,0,0,0.000232359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037677844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776614,0,0,0,0,0,0.000169801,0,0.000205548,0,0,0.000786445,0,0,0,0,0,0.417727175,0.000268106,0.000250232,0,0,0,0,0,0,0,0.000411096,0,0,0,0.00028598,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-076,0,0,0,0,0.019184652,0,0,0,0,0.003996803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033972822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006594724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044364508,0,0,0,0,0,0,0,0,0,0.027577938,0,0,0,0,0,0,0.002797762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270583533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012190248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57873701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-077,0,0,0,0,0.01588181,0,0,0,0,0,0.00121356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001319087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000923361,0,0,0,0.068196808,0,0,0,0.001450996,0,0,0,0,0,0,0,0,0.00121356,0,0,0,0.002136921,0.001424614,0,0.000923361,0,0,0,0,0,0,0,0,0,0,0,0,0.002031394,0,0,0,0,0,0.000791452,0,0.001899486,0,0,0,0,0,0,0,0,0,0.000685925,0,0,0,0,0,0,0,0.002374357,0,0,0,0,0,0,0,0,0,0.151483973,0,0,0,0,0,0,0.000211054,0,0,0.003376863,0,0,0,0,0,0.000501253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002585411,0,0,0,0,0,0,0,0,0,0,0.423532515,0,0,0,0.005883129,0,0,0,0,0,0,0,0,0,0,0,0.027489777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27806358,0.003165809,0.000527635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712307,0,1
LK16S005-078,0,0,0,0,0.054591805,0,0,0,0,0,0.001119194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708823,0,0.001616614,0.000994839,0,0,0,0,0,0.001989679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003046695,0,0,0.002673631,0.12311136,0,0,0,0,0,0,0,0,0,0,0.001057017,0,0,0,0,0,0,0,0,0.001927501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001803146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001554436,0,0,0,0,0,0,0,0,0,0.069763104,0,0,0,0,0,0.000746129,0.001989679,0,0,0.008269601,0,0,0,0,0,0,0,0.001367904,0,0,0,0,0,0.002114033,0,0,0,0,0,0,0,0,0,0.000808307,0,0,0,0,0,0,0,0,0,0,0.547410309,0,0,0,0.006528633,0,0,0.001119194,0,0,0,0,0,0,0,0,0.012373313,0,0,0,0,0,0.015295654,0.000746129,0,0.00024871,0,0.003855002,0,0.001927501,0,0,0,0.104333769,0,0.008331779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487098,0.007274762,0,0,0,0,0,0.000435242,0,1
LK16S005-079,0,0,0,0,0,0,0,0,0,0,0.001109382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264479746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002326621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292754,0.000231121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128318516,0,0,0,0,0,0,0.000878261,0,0,0.026517311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458544552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013173911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103619359,0,0.000154081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001554375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254352,0,0,0,0.259608863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001625028,0,0,0,0,0,0,0,0,0.000381528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055321614,0,0,0,0,0,0,0.000932625,0,0,0.018115532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483170359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010414312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168494235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177957172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135962,0,0,0,0,0,0.000203943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042997961,0,0,0,0,0,0,0.000390891,0,0,0.000526852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52039429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041332427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216060503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16314E-05,0,0,0,0.238547897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001526485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038856,0.000180403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081458764,0,0,0,0,0,0,0.000929768,0,0,0.018775759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539084942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010435603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107825315,0,0.000124894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223636474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000680252,0,0,0,0,0,0,0,0,0.000287217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035388197,0,0,0,0,0,0,0.000650018,0,0,0.013574797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567178619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007618817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149247188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211302,0,0,0,0.099998679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019664294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656449334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025593957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197620211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002219037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006090796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828683371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000520087,0,0,0,0,0,0,0,0,0,0,0.000104017,0,0,0,0,0,0.162163099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001031929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07017E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007000931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953623892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378374,0,7.08187E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024495189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956164204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001594426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010178117,0,0.003287139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S005-088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007314162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001996744,0,0,0,0,0,0,0,0,0,0.000108519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896690179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000293001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093597396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
