SampleID,Acholeplasma,Achromobacter,Acidaminococcus,Acidovorax,Acinetobacter,Actinobacillus,Actinobaculum,Actinomadura,Actinomyces,Actinomycetospora,Aerococcus,Aggregatibacter,Agrobacterium,Agrococcus,Akkermansia,Alcaligenes,Alishewanella,Alkanindiges,Alloiococcus,Anaerococcus,Anaerovibrio,Anoxybacillus,Aquabacterium,Arcobacter,Arthrobacter,Atopobium,Bacillus,Bacteroides,Balneimonas,Bifidobacterium,Blautia,Brachybacterium,Brevibacillus,Brevibacterium,Brevundimonas,Bulleidia,Burkholderia,Butyricicoccus,Caldilinea,Campylobacter,Candidatus Azobacteroides,Cardiobacterium,Cellulosimicrobium,CF231,Chryseomicrobium,Chthoniobacter,Citrobacter,Cloacibacterium,Clostridium,Cohnella,Comamonas,Coprococcus,Corynebacterium,Cronobacter,Dehalobacterium,Deinococcus,Delftia,Dermabacter,Dermacoccus,Dermatophilus,Desulfovibrio,Devosia,Dialister,Diaphorobacter,Dietzia,Dorea,Elizabethkingia,Elusimicrobium,Enterobacter,Enterococcus,Epulopiscium,Erwinia,Erysipelothrix,Ethanoligenens,Ewingella,Faecalibacterium,Fibrobacter,Filifactor,Finegoldia,Flavobacterium,Flexispira,Fluviicola,Friedmanniella,Fusobacterium,Gallicola,Gardnerella,Gemmata,Gemmiger,Geobacillus,Geodermatophilus,Georgenia,Gluconacetobacter,Glycomyces,Gordonia,Granulicatella,Guggenheimella,GW-34,Haemophilus,Halomonas,Helcobacillus,Helcococcus,Helicobacter,Hymenobacter,Janthinobacterium,Jeotgalicoccus,Kocuria,Kytococcus,Labrenzia,Lachnoanaerobaculum,Lachnobacterium,Lachnospira,Lactobacillus,Lactococcus,Lampropedia,Lautropia,Leptotrichia,Leucobacter,Leuconostoc,Listeria,Luteibacter,Lysobacter,Macrococcus,Marmoricola,Massilia,Megasphaera,Methanobrevibacter,Microbacterium,Microbispora,Micrococcus,Mitsuokella,Modestobacter,Moraxella,Moryella,Mucilaginibacter,Mycoplasma,Myroides,N09,Neisseria,Nesterenkonia,Nocardioides,Novosphingobium,Ochrobactrum,Olsenella,Oribacterium,Ornithinimicrobium,Oscillospira,p-75-a5,Paenibacillus,Paludibacter,Pannonibacter,Parabacteroides,Paracoccus,Paraprevotella,Pediococcus,Pedobacter,Peptoniphilus,Peptostreptococcus,Petrobacter,ph2,Phascolarctobacterium,Planifilum,Planomicrobium,Pontibacter,Porphyromonas,Prevotella,Proteiniclasticum,Proteus,Pseudaminobacter,Pseudochrobactrum,Pseudoclavibacter,Pseudomonas,Pseudonocardia,Pseudoxanthomonas,Psychrobacter,Rahnella,Rheinheimera,Rhizobium,Rhodobacter,Rhodococcus,Rhodoplanes,Roseburia,Roseomonas,Rothia,Rubellimicrobium,Ruminococcus,Rummeliibacillus,Saccharibacillus,Salana,Sarcina,Selenomonas,Serratia,Shewanella,Skermanella,SMB53,Solibacillus,Sphingobacterium,Sphingobium,Spirosoma,Sporosarcina,Staphylococcus,Stenotrophomonas,Streptococcus,Streptomyces,Succinivibrio,Synergistes,Terriglobus,Tessaracoccus,Thermicanus,Thermoactinomyces,Treponema,Trichococcus,Truepera,Trueperella,Turicibacter,Uruburuella,Variovorax,Veillonella,WAL_1855D,Wautersiella,Weissella,Xanthobacter,Xanthomonas,YRC22,Cutibacterium,Eubacterium,Grand Total
LK16S008-042,0,0,0,0,0.003119584,0,0,0,0,0,0.004852686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000693241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003466205,0.010398614,0,0,0,0,0,0,0,0,0,0,0,0,0.001039861,0,0,0,0,0.014211438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005545927,0.004506066,0,0,0,0,0,0.028422877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003119584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001733102,0,0,0.002772964,0,0,0,0,0,0,0.002426343,0,0.005199307,0,0,0,0,0,0,0,0,0,0,0.335875217,0.000693241,0,0,0,0,0,0,0.055112652,0,0,0,0,0,0,0,0,0.007279029,0,0,0.509532062,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-043,0,0,0,0,0.006349311,0,0,0,0,0,0.32691384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043806955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086561174,0,0,0,0,0,0,0,0,0,0,0,3.2898E-05,0,0,0,9.8694E-05,0.001236964,0.00015791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002000197,0,0,0,0,0,0.002460769,0,0,0,0,0,0,0,0,1.31592E-05,0.003803007,0,0,0,0,0,0,0,0,0,1.31592E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506629,0,5.92164E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2898E-05,0,0,0,0,0,0,0,0,0.009810179,0,7.23756E-05,0.021561338,0,0,0,0,0,0,0,0.002829227,0,0,0,0,0,0.48923249,0,0.000861927,0,0,0,0,0,0,0,0,0,0,0,0.001585683,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-044,0,0,0,0,0.0049995,0,0,0,0,0,0.348165183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019161242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091422437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26263E-05,0.001620891,6.31516E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001857709,0,0,0,0,0,0.000942011,0,0,0,0,0,0,0,0,0,0.003057589,0,0,0,0,0,0,7.36768E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21011E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131566,0,0,0,0,0,0,5.78889E-05,0,0.005857309,0,5.26263E-05,0.013146054,0,0,0,0,0,0,0,0.002305033,0,0,0,0,0,0.505223162,0,0.000205243,0,0,0,0,0,0,0,0,0,0,0,0.001563002,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-045,0,0,0,0,0.000214254,0,0,0,0,0,0.281369083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013712257,0,0,0,0,0,0,2.29558E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65193E-05,0.00452229,0,0,0,0,0,0,0,0,0,0,0,3.82596E-05,0,0,0,0,0.000168342,0.000550939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283121,0,0,0,0,0,0,0,0,0,0,0,0,0.001430911,0,0,0,0,0,0.003099031,0,0,0,0,0,0,0,0,0,0.001094226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.41712E-05,0,0,0,0,0,0,0,0,0,0,0,0.002517485,0,0,0,0,0,0,0,6.88674E-05,0,0,0.002731739,0,0,0,0,0,0.683271353,0,0.000535635,0,0,0,0,0,0,0,0,0,0,0,0.004109086,0,0,0,0,0,0,0,0,0,9.94751E-05,0,1
LK16S008-046,0,0,0,0,0.040201005,0,0,0,0.036432161,0,0.112437186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015703518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042713568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007537688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013190955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016331658,0,0,0,0,0,0.033291457,0,0,0,0,0,0,0,0,0,0,0,0.006909548,0,0.008165829,0,0,0,0,0,0,0,0,0.158919598,0,0,0,0.013819095,0,0.240577889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251884422,0,0,0,0,0,0,0,0,0,0.001884422,0,1
LK16S008-048,0,0,0,0,0.011710324,0,0,0,0,0,0.005855162,0,0,0,0,0,0,0,0,0,0,0.00770416,0,0,0,0,0.001540832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062557781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001232666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01540832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012326656,0,0,0,0,0,0,0,0,0,0,0,0.006779661,0,0.007087827,0,0,0,0,0,0,0,0,0.314637904,0,0,0,0,0,0.044684129,0.002773498,0.001232666,0.009244992,0,0,0,0,0,0,0,0,0,0,0.495223421,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-049,0,0,0,0,0.000412201,0,0,0,0,0,0.413712558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06773839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01071723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001786205,0,0,0,0,0,0.009068425,0,0,0,0,0,0,0,0,0,0.001099203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003022808,0,0,0,0,0,0,0,0,0,0,0.007419621,0,0,0,0,0,0.472245122,0,0.005358615,0,0,0,0,0,0,0,0,0,0,0,0.007419621,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-050,0,0,0,0,0.000420875,0,0,0,0,0,0.43476431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001683502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001473064,0,0,0,0,0,0,0,0,0,0.000631313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001052189,0,0,0,0,0,0,0,0,0,0,0.009680135,0,0,0,0,0,0.533038721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008838384,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-051,0,0,0,0,0,0,0,0,0,0,0.327064985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024517972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006427041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002023328,0,0,0,0,0,0.002261366,0,0,0,0,0,0,0,0,0,0.00166627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004165675,0,0,0,0,0,0,0,0,0,0,0.003808617,0,0,0,0,0,0.623542014,0,0.000714116,0,0,0,0,0,0,0,0,0,0,0,0.003808617,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-052,0,0,0,0,0.000802952,0,0,0,0,0,0.160551875,0,0,0,0,0,0,0,0,0,0,0,8.49277E-05,0,0,0,0.014368215,0,0,0.000185297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000903321,0.002926144,0,0,5.40449E-05,0,0,0,0,0,0,0,0,0,0.0002239,0,0,0,0.000138973,0.003041954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001019132,0,0,0,0,0,0.002524668,0,0,0,0,0,0,0,0,0,0.00055589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169855,0.000100369,0,0.000100369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169855,0,0,3.86035E-05,0,0,0,0,0,0,0.000370593,0,0.000625376,0,0.001351122,0,0,0,0,0,0,0,0,0.094061241,0,0,0,0,0,0.59294946,0,0.000123531,0.000200738,0,0,0,0,0,0,0,0,0,0,0.122357592,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-053,0,0,0,0,0,0,0,0,0,0,0.106914585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007117955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001597908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005084253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000726322,0,0.164439279,0,0,0,0,0,0,0,0,0,0,0.002614759,0,0,0,0,0,0.707147008,0,0.000871586,0.000435793,0,0,0,0,0,0,0,0,0,0,0.003050552,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-054,0,0,0,0,0.004476276,0,0,0,0,0,0.058639212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005371531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002685765,0,0,0,0,0,0,0,0,0,0,0,0.02775291,0,0,0,0,0,0.025514772,0,0,0,0,0.158907789,0,0,0,0,0,0.374216652,0,0,0.022829006,0,0,0,0,0,0,0,0.007162041,0,0,0.312444047,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-055,0,0,0,0,0.024825004,0,0,0,0,0,0.066579847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055021976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574475012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003418525,0.036627055,0,0.041347876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001058115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651148,0,0,0,0,0,0,0,0,0.0398014,0,0,0.007813772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147891909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-056,0,0,0,0,0.020776075,0,0,0,0,0,0.066730077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057544807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572649904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023668246,0.043365979,1.65899E-05,0.029646138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558526,0,0,0,0,0,0,0,0,0,0,0,0,0.000232258,0,0,0.000829495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525347,0,0,0,0,0,0,0,0,0.047109764,0,0,0.007587111,0,0,0,0,0,0,0,9.40094E-05,0,0,0,0,0,0.128184568,0,7.18895E-05,0,0,0,0,0,0,0,0,0,0,0,0.000171429,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-057,0,0,0,0,0.000428743,0,0,0,0,0,0.418024353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107357229,0,0,0,0,0,0,0.000257246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013548276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002486709,0,0,0,0,0,0.013291031,0,0,0,0,0,0,0,0,0,0.000685989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428743,0,0.000685989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003515692,0,0,0.001457726,0,0,0,0,0,0,0,0.008317613,0,0,0,0,0,0.416137884,0,0.005916652,0,0,0,0,0.000171497,0,0,0,0,0,0,0.00728863,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-058,0,0,0,0,0.00102459,0,0,0,0,0,0.509128167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006706408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186289,0.005402385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931446,0,0,0,0,0,0.003166915,0,0,0,0,0,0,0,0,0,0.000558867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001210879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558867,0,0,0,0,0,0,0,0.008476155,0,0,0,0,0,0.453520864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085693,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-059,0,0,0,0,0,0,0,0,0,0,0.427507563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031068187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002210845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000930882,0,0,0,0,0,0.003839888,0,0,0,0,0,0,0,0,0,0.001745404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000930882,0,0,0,0,0,0,0,0,0,0,0.003956249,0,0,0,0,0,0.524435653,0,0.000465441,0,0,0,0,0,0,0,0,0,0,0,0.002909006,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-060,0,0,0,0,0,0,0,0,0,0,0.297230985,0,0,0,0,0,0,0,0,0,0,0.002453558,0,0,0,0,0.026638626,0,0,0.027514897,0,0,0,0,0,0,0,0,0.002103049,0,0,0,0,0,0,0,0,0.001226779,0,0,0,0.000701016,0.004731861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004907115,0,0,0.003680336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012092534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001927795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004030845,0,0,0,0,0,0,0.004556607,0,0,0,0,0,0,0,0.002103049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077812829,0,0,0,0,0,0.384157028,0,0,0,0,0,0,0,0.034525061,0,0,0,0,0,0.103049422,0,0,0.003154574,0,0,0,0,0,0,0,0,1
LK16S008-061,0,0,0,0,0,0,0,0,0,0,0.119714848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006145526,0,0,0,0,0,0,0,0,0,0,0,0.000737463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007620452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143559489,0,0,0,0,0,0,0,0,0,0,0.005162242,0,0,0,0,0,0.702556539,0,0.005162242,0,0,0,0,0,0,0,0,0,0,0,0.006882989,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-062,0,0,0,0,0.011807448,0,0,0,0,0,0.008174387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002724796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010899183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015440509,0,0,0,0,0,0,0,0,0,0,0,0.007266122,0,0.026339691,0,0,0,0,0,0,0,0,0.247956403,0,0,0,0,0,0.269754768,0,0,0.003633061,0,0,0,0,0,0,0,0,0,0,0.396003633,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-063,0,0,0,0,0.048520884,0,0,0,0,0,0.074212728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035674961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418777068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002862806,0.007413932,0,0.012405491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002202158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003670264,0,0,0,0,0,0,0,0,0.016516186,0,0,0.028701461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349042061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-064,0,0,0,0,0.043402778,0,0,0,0,0,0.082822712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412173203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010723039,0.01245915,0,0.012152778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001633987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002961601,0,0,0,0,0,0,0,0,0.018178105,0,0,0.030433007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348549837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LK16S008-065,0,0,0,0,0.00109967,0,0,0,0,0,0.455563331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069579126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013795861,0,0,0.00029991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279916,0,0,0,0,0,0.012096371,0,0,0,0,0,0,0,0,0,0.00069979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00279916,0,0,0.0039988,0,0,0,0,0,0,0,0.007897631,0,0,0,0,0,0.418474458,0,0.00289913,0,0,0,0,0,0,0,0,0,0,0,0.007997601,0,0,0,0,0,0,0,0,0,0,0,1
