CompoundID,CompoundName,Formula,Phase,Mass,RT,P3_ChloraPrep_EndPoint.1,P3_ChloraPrep_EndPoint.2,P3_ChloraPrep_EndPoint.3,P3_ChloraPrep_Baseline.1,P3_ChloraPrep_Baseline.2,P3_ChloraPrep_Baseline.3,P3_ChloraPrep_PostIntervention.1,P3_ChloraPrep_PostIntervention.2,P3_ChloraPrep_PostIntervention.3,P3_FullSurgicalPrep_EndPoint.1,P3_FullSurgicalPrep_EndPoint.2,P3_FullSurgicalPrep_EndPoint.3,P3_FullSurgicalPrep_Baseline.1,P3_FullSurgicalPrep_Baseline.2,P3_FullSurgicalPrep_Baseline.3,P3_FullSurgicalPrep_PostIntervention.1,P3_FullSurgicalPrep_PostIntervention.2,P3_FullSurgicalPrep_PostIntervention.3,P3_Water_EndPoint.1,P3_Water_EndPoint.2,P3_Water_EndPoint.3,P3_Water_Baseline.1,P3_Water_Baseline.2,P3_Water_Baseline.3,P3_Water_PostIntervention.1,P3_Water_PostIntervention.2,P3_Water_PostIntervention.3
Cer_ADS.d16:0_13:0__Np,Cer_ADS d16:0_13:0,C29 H59 N O4,Negative Phase,485.4444,5.87,69494.57087,129607.8973,92697.99788,108627.4624,52675.61009,60776.47329,77638.67161,77468.57344,141534.1981,74020.12788,112983.8615,76618.19001,120286.9543,57132.66967,50552.74163,144471.164,49018.64606,52394.5501,152181.1646,83879.26689,84576.18569,72222.38515,60025.15105,71514.51878,46393.49608,52328.43448,65410.8565
Cer_ADS.d16:0_14:0__Np,Cer_ADS d16:0_14:0,C30 H61 N O4,Negative Phase,499.46,6.33,549672.921,945660.254,735477.1457,935815.9253,423528.6142,528748.0372,573871.029,551982.9535,997013.129,495544.4241,647180.9254,444378.7098,951948.5294,495863.0857,492262.1034,668797.1828,284907.3625,282425.6594,1151624.201,605598.7019,662489.804,564903.3755,587955.5393,591877.0986,340961.757,390097.5704,482581.0656
Cer_ADS.d16:0_16:0__Np,Cer_ADS d16:0_16:0,C32 H65 N O4,Negative Phase,527.4915,7.33,7463940.619,11330838,10082397.07,14091528.24,6339760.748,7692524.853,8174831.55,6901921.276,12492736.87,7017309.406,9766294.357,6445444.976,13207146.95,7531262.911,8916043.459,8367203.776,4497003.144,4106562.89,14256936.93,7608923.448,7757128.646,7827881.784,7363189.423,8851146.411,4343909.852,5197477.659,6371759.686
Cer_ADS.d17:0_14:0__Np,Cer_ADS d17:0_14:0,C31 H63 N O4,Negative Phase,513.4759,6.83,7624333.379,11809025.13,9835403.825,10160127,4488717.131,4867473.126,5437013.011,5219966.449,13440667.8,4761048.263,7907954.113,3852706.011,11518377.98,5322685.955,4671296.139,7363940.385,2438576.681,2126142.947,13508388.41,5498160.462,6666823.474,6612343.079,3601973.759,5803248.135,3448328.436,3630251.145,4656887.681
Cer_ADS.d17:0_16:0__Np,Cer_ADS d17:0_16:0,C33 H67 N O4,Negative Phase,541.5072,7.85,17516238.69,23367112.71,22223535.69,23817313.39,13556902.87,15596512.23,14597342.09,12975733.06,22459534.78,13563665.77,19754006.04,14329887.21,30172164.51,16883959.23,16526955.82,17891918.2,8430914.377,8220850.361,31313703.15,15798085.72,14698646,16620605.06,14630092.12,18105397.71,8242897.911,6409285.803,7670193.259
Cer_ADS.d18:0_16:0__Np,Cer_ADS d18:0_16:0,C34 H69 N O4,Negative Phase,555.5229,8.32,22367730.44,23261570.6,25959557.23,35483178.53,13766361.04,15500188.15,20908959.46,14342787.26,24514382.57,20598371.09,30972698.93,22232795.13,31538071.11,18810476.91,24129719.25,16839918.6,11887890.09,10387523.29,43505836.51,18206437.82,16942658.85,17502301.35,15256700.82,23820505.91,9547692.472,11601507.64,14291976.61
Cer_ADS.d18:0_25:0__Np,Cer_ADS d18:0_25:0,C43 H87 N O4,Negative Phase,681.6631,11.24,1459548.429,614677.3485,1282504.767,1750018.254,791806.2713,39897.72925,673815.7069,521488.7932,1018202.595,54525.09497,1169985.336,364973.8913,1681125.441,807030.275,759051.7379,815857.8028,375867.0655,100294.9477,3566976.487,634259.6518,1494129.255,1013426.489,311990.876,861493.551,8350.775527,96651.03572,50825.96298
Cer_ADS.d19:0_16:0__Np,Cer_ADS d19:0_16:0,C35 H71 N O4,Negative Phase,569.5382,8.62,610056.246,596132.6827,876447.3752,2916144.785,761701.9962,1036237.313,1683874.06,522596.8776,646171.3407,1029541.587,1480665.811,1490426.369,1843279.627,1357911.477,1930845.835,75896.14572,913435.1832,731535.7498,1184703.952,804905.0781,0,984683.4237,790059.7717,1592969.261,197608.0137,535311.1453,579995.1444
Cer_ADS.d19:0_26:0__Np,Cer_ADS d19:0_26:0,C45 H91 N O4,Negative Phase,709.6948,12.76,8714628.469,10953988.09,9338730.99,8760792.221,4320778.777,5501065.789,4420251.902,4372510.433,7979180.483,4324348.397,6854278.343,4404162.115,9769708.463,5435264.558,4330705.213,5050588.367,1812604.371,2532849.814,11643451.55,4315221.725,6110834.619,5288002.324,3030697.332,4942266.677,2419791.596,3093702.381,4011015.253
Cer_ADS.d19:0_29:0__Np,Cer_ADS d19:0_29:0,C48 H97 N O4,Negative Phase,751.7409,12.93,1107700.764,1109760.04,1085814.076,951889.8965,479680.1428,661923.8101,390707.1976,559724.931,490220.1835,458517.384,488556.4245,661616.1333,327787.5323,698841.7496,354093.1192,237569.2146,379986.6041,100268.5417,1277525.637,242988.3025,734569.6281,423050.6343,495279.4375,249344.6923,222497.533,387357.1306,387766.5377
Cer_ADS.d21:0_18:0__Np,Cer_ADS d21:0_18:0,C39 H79 N O4,Negative Phase,625.6006,9.59,230201.0429,580764.0101,312762.6983,776434.7689,393182.794,299495.5104,412496.287,219577.0031,427846.2418,193091.6716,540370.6746,497581.9533,415612.5381,542124.9094,237587.7656,565074.6601,176788.0464,101257.7363,917992.2907,259338.0166,430017.5552,220690.738,226934.0125,252295.9244,81722.88762,245151.7563,263194.0878
Cer_ADS.d22:0_14:0__Np,Cer_ADS d22:0_14:0,C36 H73 N O4,Negative Phase,583.5538,7.65,40929.94931,5166.99371,16653.98981,124916.6175,0,44950.524,63646.30077,43324.23617,63390.59085,39128.29688,72289.11289,15418.66572,83458.6252,35237.63696,20311.84086,35931.37593,0,0,15569.18222,45575.27003,0,64882.3702,0,55579.32001,0,0,28005.09179
Cer_ADS.d30:0_21:0__Np,Cer_ADS d30:0_21:0,C51 H103 N O4,Negative Phase,793.7884,14.09,777132.6415,1112097.433,903078.6944,726494.8252,598765.1306,508168.6849,274377.323,653757.4253,754248.8471,470669.3703,1073372.087,352428.288,1174563.22,639031.6246,323390.3926,477054.047,226269.6642,221011.8252,1528447.802,824976.6523,1102618.546,671577.7741,225444.8869,427969.0631,247907.7855,298428.2803,413065.0174
Cer_ADS.d32:0__Np,Cer_ADS d32:0,C32 H65 N O4,Negative Phase,527.4911,6.8,354745.5154,448506.2461,385580.7067,315785.299,123815.7092,277424.0644,155373.7349,231611.9493,388492.3824,156562.0935,341768.4457,239558.1003,439648.9772,98966.3041,135401.4702,172140.1122,65786.73478,66166.12941,557591.8657,140113.0948,171143.372,301028.9513,58985.68369,136730.9354,93482.81092,78362.45715,100654.1073
Cer_ADS.d32:1__Np,Cer_ADS d32:1,C32 H63 N O4,Negative Phase,525.4762,6.88,27450653.99,41944315,34626609.05,41632779.86,16825852.73,19782376.92,25344278.34,20556778.27,49637554.59,20989633.58,35113822.41,20075951.91,49344670.47,23475357.53,22594843.75,29723787.71,10885057.02,10486530.63,62870461.32,23796408.54,22001412.29,25745017.32,16460771.35,27030904.33,11345495.88,14581111.72,18091825.16
Cer_ADS.d36:0__Np,Cer_ADS d36:0,C36 H73 N O4,Negative Phase,583.5543,9.25,12589907.01,20344089.55,17594050.84,24300383.84,9533303.874,11015770.29,16660045.16,11973092.52,21510502.93,13204157.97,20074606.34,12591651.06,21640682.19,13231272.14,16563787.41,12057414.69,7969974.629,6863210.531,25914032.59,13800842.66,13183011.34,12365155.49,10186025.06,16196530.27,6534806.407,8816751.792,11104397.47
Cer_ADS.d37:0__Np,Cer_ADS d37:0,C37 H75 N O4,Negative Phase,597.5697,9.72,6634315.966,10537823.97,8840014.648,9310395.078,4081140.49,5449265.253,6655295.451,4954278.929,9304948.113,5299794.911,7412972.758,5639975.831,9190760.676,5899392.221,7061637.276,6011322.064,3398525.543,3238475.411,13549587.52,7760079.852,6477230.399,4895267.876,5029296.344,6588013.596,3279948.122,4808598.66,4875838.969
Cer_ADS.d38:0__Np,Cer_ADS d38:0,C38 H77 N O4,Negative Phase,611.5854,10.14,10635701.86,17021379.33,14751006.77,20357074.21,8552159.762,9132542.744,12182099.49,9167315.399,15962909.14,10343938.86,14162260.02,9198780.9,17632996.92,11023845.25,12262072.36,9610041.538,5992372.923,5280970.77,20451598.01,9949736.861,10642519.78,9925336.121,7681142.734,12407291.31,4805905.016,6436761.741,8198380.985
Cer_ADS.d38:0_1__Np,Cer_ADS d38:0_1,C38 H77 N O4,Negative Phase,611.5849,9.12,281478.8836,298774.4904,356968.8022,338719.1616,176770.4586,192742.7751,145894.6651,157216.3304,217147.5853,186483.6532,212209.5046,180398.6401,235647.301,148508.2676,195902.9704,182991.6503,75281.93328,104472.1944,662902.37,215081.3386,220287.8209,172053.2618,157198.7687,166295.2536,85728.90665,133284.1431,118386.1344
Cer_ADS.d39:0__Np,Cer_ADS d39:0,C39 H79 N O4,Negative Phase,625.6009,10.09,4417518.608,6314775.172,6320887.531,7027961.675,3926292.3,4092576.637,3048759.16,3183635.441,6352746.84,3375421.362,4584081.976,3212435.666,8057223.618,4396616.87,3518939.944,3672632.358,1700868.975,1749612.831,9587374.991,3422785.876,4556076.728,4501114.853,2957488.52,3641824.52,1774003.859,2232728.797,2738300.731
Cer_ADS.d40:0__Np,Cer_ADS d40:0,C40 H81 N O4,Negative Phase,639.6166,10.53,12521022.28,11024616.64,12437131.5,11996008.17,6981996.797,6985302.949,6288873.672,5192981.203,9742327.177,5963845.685,9962462.633,7081601.282,17030303.63,9377337.924,7418766.697,6513204.832,3268497.799,3347766.312,21917406.46,6333217.127,7587025.142,8574264.7,5429627.018,9507917.881,2894768.247,3923572.175,4661128.864
Cer_ADS.d40:0_1__Np,Cer_ADS d40:0_1,C40 H81 N O4,Negative Phase,639.6168,10.98,12327927.47,19805822.88,16313507.92,19687835.56,8730554.508,9594413.872,11515906.94,9194811.667,17187054.25,10161049.85,13998907.15,9421777.659,18549949.08,10754430.15,10759126.39,10043752.45,5741554.897,5208551.087,21250532.16,10277324.38,11541217.3,10551614.39,7615632.893,11645642.16,5288065.629,6966368.802,8118741.599
Cer_ADS.d41:0__Np,Cer_ADS d41:0,C41 H83 N O4,Negative Phase,653.6321,10.92,7186297.126,8529901.533,8446306.403,9412225.98,5007487.196,5347678.232,4227434.222,3942883.782,9279511.29,4081467.232,6464474.023,3887388.787,12027774.97,6311028.708,4876448.362,5003931.133,2196574.291,1785458.206,14940308.76,4188614.342,6255580.179,6670719.329,3421131.158,5194731.697,2111020.934,2987560.253,3333194.521
Cer_ADS.d41:0_1__Np,Cer_ADS d41:0_1,C41 H83 N O4,Negative Phase,653.6318,10.46,820643.9252,576568.2918,1368389.322,1198198.153,713899.3728,773050.0883,350907.9906,218731.3048,1688081.824,277029.3072,1262012.439,970053.9971,2204902.782,1163020.782,658068.2269,705017.7397,291562.9335,172129.34,3859946.226,275466.9246,546937.169,1095425.527,589775.8464,796362.5289,208241.3896,471814.9957,399430.3081
Cer_ADS.d41:1__Np,Cer_ADS d41:1,C41 H81 N O4,Negative Phase,651.6163,11.04,758006.3255,964962.8794,796437.6265,1056112.715,570317.6263,531536.8044,522707.1912,531018.2258,854212.7396,544682.7122,590531.7198,445300.9656,1099371.846,646513.7413,369986.7875,416981.1802,258192.6345,297757.9044,1851243.48,445630.998,725483.2806,503123.349,448349.357,470113.0039,202207.7601,258797.0753,470757.5315
Cer_ADS.d42:0__Np,Cer_ADS d42:0,C42 H85 N O4,Negative Phase,667.6478,11.33,12248620.48,12534737.07,13335625.01,14105190.29,7467082.247,8057561.33,6893658.92,6168295.393,12277160.46,7185522.656,10873950.76,7218276.472,18557161.96,9893034.158,7756100.541,7640781.157,3979168.066,3910462.125,22972283.67,7084073.857,8298226.351,9900186.967,5797548.05,8738025.025,3324948.15,4363078.381,5415306.24
Cer_ADS.d42:0_1__Np,Cer_ADS d42:0_1,C42 H85 N O4,Negative Phase,667.6475,10.85,1055861.722,697504.5447,834945.4333,1061807.25,672830.7283,564048.9056,630140.0838,480140.0293,1202778.92,543915.9099,836496.3402,650247.7229,1380779.161,283607.9041,321383.8907,599924.522,304879.2907,210715.4969,2669488.537,363575.059,859236.882,649404.6645,449370.6471,574128.9509,282174.9181,369977.1545,495567.5932
Cer_ADS.d42:0_2__Np,Cer_ADS d42:0_2,C42 H85 N O4,Negative Phase,667.6481,11.74,13855741,20254118.09,17638645.8,20257452.84,9790750.782,9764913.92,10420019.34,9355632.232,17708011.71,9930322.408,13863785.44,9497697.978,20155114.09,11496860.26,9742332.827,9766600.428,5403633.107,4916509.631,20312920.81,9983040.025,12218811.27,11381907.5,7464691.512,11152984.18,4799263.436,6583728.517,8132510.043
Cer_ADS.d42:1__Np,Cer_ADS d42:1,C42 H83 N O4,Negative Phase,665.6322,10.53,6018903.572,7084797.688,6113886.021,6533893.662,3341495.516,3477141.161,4112669.981,3138334.865,6251424.056,3316283.661,6214738.437,4548641.32,7988305.184,4672101.581,4221659.389,3735095.78,1917254.436,2019197.161,12580328.4,3833371.705,4107020.007,3988541.567,3085499.297,5448241.058,1629686.488,2408919.02,2712467.102
Cer_ADS.d42:1_1__Np,Cer_ADS d42:1_1,C42 H83 N O4,Negative Phase,665.6319,10.08,650169.2834,1069175.811,788437.6411,842990.4942,424414.6801,439784.0423,522006.7917,463247.6143,923397.0283,424410.3353,477135.9911,504126.5996,849249.1696,439386.1763,484928.0766,469111.1917,246126.9263,251169.1101,1332076.511,536335.1655,597576.6284,450934.1114,345545.58,402126.61,309464.0554,359875.1459,423636.31
Cer_ADS.d44:0__Np,Cer_ADS d44:0,C44 H89 N O4,Negative Phase,695.6791,12.06,14603454.92,16480818.4,17152586.53,16975214.67,8501301.993,9423567.57,7526690.148,7153468.255,14846921.76,8327339.242,13243283.58,8216941.049,20841609.47,10713931.22,8187058.363,8718331.737,4168637.758,3827731.586,20515358.1,8126495.687,10452115.44,11117807.58,6334075.494,10168405,3704313.045,4969817.23,6253648.497
Cer_ADS.d44:1__Np,Cer_ADS d44:1,C44 H87 N O4,Negative Phase,693.6635,11.31,4524361.777,7130635.928,5349134.422,6248970.214,2898223.434,3358213.159,3811292.275,3034053.231,5995807.811,3217255.553,5173295.128,4139478.145,6626432.265,3923119.429,3725650.884,3528392.266,1832966.636,1841582.641,9946655.116,3526695.314,3731163.728,3458074.259,2897598.222,4034130.651,1500955.235,2189904.869,2725480.915
Cer_ADS.d45:0__Np,Cer_ADS d45:0,C45 H91 N O4,Negative Phase,709.6943,11.97,1266541.894,1541024.252,371599.603,1600228.944,1057817.571,578710.4781,424303.4783,246760.844,240517.095,578154.224,1204380.588,92028.62761,204061.9841,185454.2852,148657.1069,513538.6,103787.6535,92836.40349,556152.4795,74594.93042,413978.647,259685.1644,0,159252.8832,99335.10679,292351.7534,546151.7068
Cer_ADS.d45:1__Np,Cer_ADS d45:1,C45 H89 N O4,Negative Phase,707.6792,11.66,3188247.947,4318506.393,3223594.869,3522196.552,1474963.884,1849064.663,1537721.821,1711364.136,3944244.967,1374459.502,2338683.486,2085860.991,4107860.474,1890370.305,1096478.109,1694920.632,760393.4733,602122.0409,6048339.837,1826472.473,2496743.808,1987213.779,1173719.8,1423389.38,794283.7237,1032680.706,1533899.271
Cer_ADS.d46:0__Np,Cer_ADS d46:0,C46 H93 N O4,Negative Phase,723.7105,12.72,16507116.97,18588763.98,22617354.36,21056773.8,10408749.38,11119667.71,9012392.199,8670185.765,19128084.56,9505402.77,16263155.17,10413433.93,23846392.46,14493264.45,10120788.76,10183188.92,4654454.364,4722895.937,27132943.16,9666340.219,14087831.44,15512033.96,7571951.118,12223905.32,4622738.467,6852286.337,7637584.524
Cer_ADS.d46:0_1__Np,Cer_ADS d46:0_1,C46 H93 N O4,Negative Phase,723.7098,12.3,700663.6173,834404.5779,1218824.48,661732.3426,347295.0957,681853.0165,592477.896,737974.6585,1786633.821,748764.4685,1312117.422,1231910.802,1505557.442,1021652.34,820060.9697,823307.1758,371017.5636,197754.3334,1205936.803,637136.5955,743623.3003,1082227.267,682589.1123,863316.6478,198307.7401,533390.6092,565273.4892
Cer_ADS.d46:1__Np,Cer_ADS d46:1,C46 H91 N O4,Negative Phase,721.6947,12.03,4620430.163,6759805.729,5484584.712,6113133.515,2671450.812,3274208.259,3441400.34,2784462.706,5595103.959,2920049.066,4417626.343,3124851.755,6781267.844,3483724.043,3348757.496,3426502.422,1578488.813,1648430.485,8701722.188,3164651.971,3036973.242,3404386.191,2755739.494,3796957.164,1282116.156,2064945.859,2400616.61
Cer_ADS.d46:1_1__Np,Cer_ADS d46:1_1,C46 H91 N O4,Negative Phase,721.6942,11.65,1069837.483,1507398.101,1022182.592,638777.6664,597251.1607,309946.7374,819085.1728,672819.5158,1402088.178,145580.4504,547681.0517,906513.0233,697318.7856,839704.4475,233325.5027,0,53562.92335,396916.3002,1882775.251,331497.288,777670.8786,326605.065,124212.6138,965241.4826,327865.8146,353542.9424,263719.6747
Cer_ADS.d47:0__Np,Cer_ADS d47:0,C47 H95 N O4,Negative Phase,737.726,13.01,7776448.588,7520943.831,8813295.105,7816576.52,5012490.456,5699374.158,3556636.752,3656843.344,7265506.659,3933672.702,6677258.409,3357148.77,11258020.61,5843440.181,4106509.65,4808850.753,1990755.081,2151308.895,11596930.75,3649064.412,6171618.688,6783799.155,3026629.037,5337122.876,2247437.295,3035343.987,2983976.961
Cer_ADS.d47:0_1__Np,Cer_ADS d47:0_1,C47 H95 N O4,Negative Phase,737.7256,12.63,559683.1604,88350.97323,47372.84617,980645.8115,389129.437,462101.1065,175001.4885,46918.12456,413502.0843,94052.66134,777043.111,37808.64065,1112505.635,81722.11389,544501.3993,23946.26474,23625.99447,6611.745919,1746482.237,52054.8209,496572.5198,549016.4597,364814.4627,539786.9727,186125.2879,209471.8554,43850.22642
Cer_ADS.d48:1__Np,Cer_ADS d48:1,C48 H95 N O4,Negative Phase,749.726,12.67,5409426.95,8034547.583,6451949.474,6359682.452,2907073.446,3454853.904,3264847.126,2905411.616,6539041.601,3136602.648,4898049.123,3271583.112,6859455.121,4048082.557,3503403.262,3235054.264,1559809.708,1388707.69,9466909.706,3093320.895,4249353.227,3790522.028,2245574.109,3762275.381,1480258.578,2235184.799,2370301.933
Cer_ADS.d48:2__Np,Cer_ADS d48:2,C48 H93 N O4,Negative Phase,747.7102,9.99,273686.9115,369638.6918,327988.1513,428803.2776,194426.9706,226586.8134,370314.187,213743.0251,328213.2475,240999.1118,414263.1651,183532.5362,324753.0004,265857.8146,404851.5223,224541.5061,214840.5068,138095.2344,727188.0908,322376.1259,353626.8137,219577.4547,279000.6025,268077.2533,108747.4964,180350.3352,215519.5949
Cer_ADS.d49:0__Np,Cer_ADS d49:0,C49 H99 N O4,Negative Phase,765.7572,13.57,2891935.766,3299544.256,3725414.269,3855011.28,1726040.019,1046671.117,712178.853,1401464.988,1928748.692,1599828.701,3601332.112,648867.3429,2677335.346,1531080.921,1043711.467,1374706.143,704071.8541,340313.8345,3744436.622,1781672.79,2434072.463,1731322.382,1607210.916,1520857.882,799675.6658,679806.1959,1320993.382
Cer_ADS.d50:1__Np,Cer_ADS d50:1,C50 H99 N O4,Negative Phase,777.757,12.95,1823929.766,2612328.818,1987849.99,2306269.441,1115242.843,1422632.737,671590.4069,1188832.06,2571295.906,1063921.428,660358.256,576322.1755,2676084.516,1490800.584,673362.8014,1355844.078,322728.6056,681723.7367,2683287.742,1143102.268,1037697.141,1421317.696,510927.8779,787339.4034,712439.1853,1007942.758,1098763.648
Cer_ADS.d52:1__Np,Cer_ADS d52:1,C52 H103 N O4,Negative Phase,805.7883,13.77,2183340.947,3273166.254,2803548.241,2993912.799,1617677.421,1620941.549,1334279.989,1461769.661,2706173.37,1486343.414,2347346.789,1333179.526,3259905.531,1776749.29,963825.8806,1434098.599,740155.3109,778844.8539,3801324.679,1470137.071,2240254.61,1641825.765,1072352.737,1465861.042,640957.8984,981546.3318,1057977.708
Cer_AP.t15:1_18:1__Np,Cer_AP t15:1_18:1,C33 H63 N O5,Negative Phase,553.469,6.88,144389.569,167963.2979,172710.5191,193853.502,139282.62,160003.9372,180494.1699,142672.6524,239399.3721,152428.1478,179843.8107,139754.3061,216488.8232,162561.3491,153341.9218,194224.1585,107984.9651,104384.5197,182350.2991,155756.0206,146027.8194,172539.2897,158842.5128,178391.6096,95166.96851,106777.4211,132724.8799
Cer_AP.t16:0_20:0__Np,Cer_AP t16:0_20:0,C36 H73 N O5,Negative Phase,599.5487,8.38,2969211.477,3730646.181,3936438.612,6345584.006,2798437.192,3132800.808,3905324.53,2711448.287,4681837.197,3050436.785,4258579.226,3534376.617,5899817.536,3641028.362,4230561.059,3445191.307,2137757.279,1928126.785,5598163.416,2936676.206,2534078.868,3167658.898,2767603,4156124.501,1397998.084,1995767.965,2481007.911
Cer_AP.t16:0_24:0__Np,Cer_AP t16:0_24:0,C40 H81 N O5,Negative Phase,655.6113,10.26,4731934.929,6417460.751,5752742.997,7315507.783,3413009.378,3563816.488,3701276.91,3452236.392,6577470.494,3293856.924,4989369.958,4168718.538,7233858.386,4473459.249,3842141.138,4187650.524,1856054.617,1866865.794,12097276.33,3411565.302,4253128.36,3958609.438,2631255.617,4166492.815,1829415.358,2403899.804,2778395.648
Cer_AP.t17:0_14:0__Np,Cer_AP t17:0_14:0,C31 H63 N O5,Negative Phase,529.4706,6,929065.8251,891650.5036,688807.2155,836975.2479,306902.2148,450998.5903,416207.8922,411362.854,826695.4482,358749.2955,471879.4247,321972.5549,1082901.403,560150.8485,351083.3436,453930.35,173387.9999,156461.9457,3327996.668,602504.5659,705651.3584,620705.2991,322693.9154,572257.6783,242828.9922,283284.3329,319656.3639
Cer_AP.t17:0_20:0__Np,Cer_AP t17:0_20:0,C37 H75 N O5,Negative Phase,613.5645,8.88,3210467.493,3453676.579,3743493.405,3788005.978,2297383.753,2537875.04,2022012.624,1952448.222,3485899.796,1914103.962,2855540.84,2289935.823,4893976.672,2724384.185,2592940.11,2615682.118,1204557.014,1148327.16,6411237.915,2325880.785,972976.111,1207334.776,2072953.815,2663838.251,1214124.627,1316902.576,1549291.923
Cer_AP.t17:0_24:0__Np,Cer_AP t17:0_24:0,C41 H83 N O5,Negative Phase,669.6271,10.64,10858098.4,9155152.979,9146968.008,7499011.701,4475091.019,4369541.662,3424614.399,3538922.952,7813697.33,3507760.489,6273384.765,5378229.352,10686199.67,5976338.988,4302316.831,4538804.474,1854189.599,1822491.718,23733267.56,4571677.261,5460959.309,5717664.732,3037470.492,5809848.568,2147341.984,2761795.378,3033816.075
Cer_AP.t17:0_24:1__Np,Cer_AP t17:0_24:1,C41 H81 N O5,Negative Phase,667.6113,9.76,1505097.019,1184127.003,1237775.561,1005642.752,492773.6058,670001.462,727471.5097,430985.0647,1126112.853,463213.74,778835.3883,764592.269,1786109.467,1121622.453,714051.9857,553197.5339,319770.4382,226979.3904,2258423.791,1077226.751,775797.3546,966100.1094,923510.2576,1135379.21,462052.9559,557152.8041,370802.3557
Cer_AP.t17:0_26:1__Np,Cer_AP t17:0_26:1,C43 H85 N O5,Negative Phase,695.6424,10.58,967957.0957,671997.669,616702.7079,759000.1091,392077.1967,404220.8441,410096.7595,314740.968,446859.8068,312146.4869,937139.4615,749587.4961,1411251.572,809989.3522,508670.9086,297730.7946,226207.7063,200540.7388,1639954.458,403596.3702,356533.346,685191.6666,506456.7425,1008974.126,189352.465,234345.8105,289746.9763
Cer_AP.t17:0_26:2__Np,Cer_AP t17:0_26:2,C43 H83 N O5,Negative Phase,693.6268,8.11,240884.318,74468.47907,105842.394,94174.82551,54478.20776,41038.38498,0,0,86708.23139,0,48819.23725,54755.79119,201581.3871,78648.19822,56798.62883,0,0,0,1079230.523,0,48039.03913,107847.6371,0,85402.69182,0,23050.71003,0
Cer_AP.t17:1_16:0__Np,Cer_AP t17:1_16:0,C33 H65 N O5,Negative Phase,555.486,5.96,162987.5454,114797.6366,17476.25318,121825.8289,73749.23234,78474.57724,45383.23785,111081.9644,95122.0625,59727.3955,60970.23682,60343.39975,180919.5383,60280.95227,81249.80446,62861.89935,31303.97287,32255.34387,856796.16,80730.42805,108722.379,129556.6993,86357.38973,105999.2042,16071.33386,12957.77415,53519.66351
Cer_AP.t18:0_14:0__Np,Cer_AP t18:0_14:0,C32 H65 N O5,Negative Phase,543.4863,6.48,979450.3811,1480823.026,1301811.249,1751361.8,885016.6744,925259.9908,1027825.485,930758.8003,1629451.33,783194.9056,1079517.933,628499.6252,2375324.548,1079157.873,1010451.229,889206.958,462508.4053,497393.9459,2181586.223,893419.8541,969546.1239,1248699.561,910244.2514,1261105.656,541424.8959,589413.4572,736210.891
Cer_AP.t18:0_15:0__Np,Cer_AP t18:0_15:0,C33 H67 N O5,Negative Phase,557.502,6.97,2878051.711,4393158.26,3258072.967,3497359.129,1528442.089,1936084.734,1318116.631,1496239.752,3469861.74,1600024.983,2045215.402,1511277.941,4971104.076,2389889.891,1485896.823,2246740.889,593446.2752,659983.1444,8283434.203,736083.4717,2311495.876,2564774.32,1352895.105,2143271.798,802432.4508,759921.4341,1284833.782
Cer_AP.t18:0_16:0__Np,Cer_AP t18:0_16:0,C34 H69 N O5,Negative Phase,571.5176,7.44,3543960.299,5168604.728,4579693.049,6778317.184,3086032.621,3324887.19,3738933.06,3350014.723,5854374.068,3379585.64,4580288.182,2720568.081,6885503.396,3935140.622,3998477.335,3814554.775,1867184.763,1960291.945,7728491.274,3307967.937,3296597.219,4037533.767,3354550.136,4479297.443,1901171.494,2118423.686,2766551.366
Cer_AP.t18:0_24:1__Np,Cer_AP t18:0_24:1,C42 H83 N O5,Negative Phase,681.6267,10.15,673806.1366,901489.3662,716251.0565,1164775.006,527662.1409,795596.6956,739367.6945,636497.5821,1081516.201,657176.8295,1315468.715,990752.5868,1524400.052,1143665.578,1099140.694,462933.6298,433158.4498,396960.9562,1469806.707,435883.6847,450119.1717,576778.5477,714780.2094,967040.8577,211969.0741,342416.4792,562550.7011
Cer_AP.t18:0_32:1__Np,Cer_AP t18:0_32:1,C50 H99 N O5,Negative Phase,793.7521,10.32,75247.94885,175411.4052,127108.0151,182809.701,92978.59572,116189.5506,179875.5024,115033.3092,168429.7939,97723.18578,142671.2867,105367.4063,167738.8451,142500.61,147140.0637,134780.2436,85564.24762,70195.96619,152325.1874,140449.9961,113622.2628,94910.14236,92770.23539,135963.6793,66089.79855,72766.61193,95444.60942
Cer_AP.t18:1_15:0__Np,Cer_AP t18:1_15:0,C33 H65 N O5,Negative Phase,555.4864,5.76,52346.42729,54468.6004,32130.07317,52490.00293,31775.67103,36575.2495,41728.45995,55589.87467,57022.73498,0,43826.77539,18296.08166,49544.82047,0,39113.19934,37134.81367,23214.35546,0,31763.01252,28843.72383,27977.81663,0,55921.81309,29902.04688,0,32573.95966,32622.03556
Cer_AP.t19:0_16:0__Np,Cer_AP t19:0_16:0,C35 H71 N O5,Negative Phase,585.533,7.9,460374.6786,827855.0834,816368.314,1187138.848,582087.49,495901.4369,460951.9825,595706.3634,978699.0258,447047.7372,546689.7462,495076.2663,1084605.688,559237.3151,683775.9615,729477.9453,254859.1701,72252.64672,921282.7281,441497.9622,451335.1788,361389.3846,415925.257,617631.3636,259678.5085,398286.0571,509522.948
