CompoundID,CompoundName,Formula,Phase,Mass,RT,P3_ChloraPrep_EndPoint.1,P3_ChloraPrep_EndPoint.2,P3_ChloraPrep_EndPoint.3,P3_ChloraPrep_Baseline.1,P3_ChloraPrep_Baseline.2,P3_ChloraPrep_Baseline.3,P3_ChloraPrep_PostIntervention.1,P3_ChloraPrep_PostIntervention.2,P3_ChloraPrep_PostIntervention.3,P3_FullSurgicalPrep_EndPoint.1,P3_FullSurgicalPrep_EndPoint.2,P3_FullSurgicalPrep_EndPoint.3,P3_FullSurgicalPrep_Baseline.1,P3_FullSurgicalPrep_Baseline.2,P3_FullSurgicalPrep_Baseline.3,P3_FullSurgicalPrep_PostIntervention.1,P3_FullSurgicalPrep_PostIntervention.2,P3_FullSurgicalPrep_PostIntervention.3,P3_Water_EndPoint.1,P3_Water_EndPoint.2,P3_Water_EndPoint.3,P3_Water_Baseline.1,P3_Water_Baseline.2,P3_Water_Baseline.3,P3_Water_PostIntervention.1,P3_Water_PostIntervention.2,P3_Water_PostIntervention.3
Cer_EOS.d53:1__Np,Cer_EOS d53:1,C53 H103 N O5,Negative Phase,833.7836,13.37,319356.7148,817614.081,645398.4903,610825.7212,356538.4245,354975.9214,411230.5304,356943.1456,676033.862,373033.1904,516046.0106,319016.9656,776587.589,408542.748,299299.344,505405.6852,175578.4767,196657.5004,493391.054,428844.4425,359967.8964,513069.9947,290461.015,391299.7218,180711.8301,234059.2264,334870.6974
Cer_EOS.d56:1__Np,Cer_EOS d56:1,C56 H109 N O5,Negative Phase,875.8304,14.12,1104651.296,2138341.341,1747598.405,1881851.032,1237546.148,1041374.66,1099552.09,1132102.889,1532467.85,1088538.93,2067177.405,871059.5966,2451442.89,1105738.94,721107.95,1379444.138,505437.7414,471021.5674,1522520.361,1235128.668,1148119.617,1264412.877,982768.5656,1244314.529,529538.5011,580983.4628,977174.8777
Cer_EOS.d66:3__Np,Cer_EOS d66:3,C66 H125 N O5,Negative Phase,1011.956,14.36,1477152.516,3167427.479,2522632.61,3115062.242,1747130.743,1390301.961,1982590.457,1784882.512,2523891.154,1800571.914,2738473.548,1380145.363,2614051.321,1535514.939,1223593.524,1663915.677,962028.0524,815630.9809,2619115.38,2125989.394,2446940.104,1500743.133,1994543.309,1968445.769,627063.0567,722002.0166,1472948.186
Cer_EOS.d67:4__Np,Cer_EOS d67:4,C67 H125 N O5,Negative Phase,1023.9555,14.22,175475.1553,423682.467,282693.4306,711594.2809,391640.6741,191230.0779,334411.5126,233229.6536,319582.5517,345086.6118,1233872.071,277172.8582,362503.4487,228914.19,252744.154,292792.923,170138.562,128476.0716,410603.7099,458090.2416,279066.0195,159694.1147,373313.6688,302594.8881,81706.46176,112746.0168,171157.6982
Cer_EOS.d70:4__Np,Cer_EOS d70:4,C70 H131 N O5,Negative Phase,1066.0029,14.49,1642489.492,3673770.38,2660360.106,4803041.629,2487752.555,1738781.061,3094588.102,2448202.08,3121921.407,2128413.309,5471821.873,2176495.662,2886173.763,1595826.844,1647258.693,2426720.448,1466080.71,1095464.556,2666226.078,3103811.313,2881082.529,1525428.201,2203247.018,2415867.657,725227.1166,894213.6401,1742966.252
Cer_EOS.d71:3__Np,Cer_EOS d71:3,C71 H135 N O5,Negative Phase,1082.0342,14.6,1438541.829,2302011.305,2311092.199,2213761.395,1407669.708,1528600.922,1167193.445,1188101.955,2043776.412,1380992.934,1620917.644,916436.6893,2121177.18,1539614.341,1240885.94,1528757.56,871541.6728,832210.5064,2211029.488,1525089.638,1835559.565,1247181.296,1343541.663,1344346.279,633033.4403,814280.6457,1055069.412
Cer_EOS.d72:4__Np,Cer_EOS d72:4,C72 H135 N O5,Negative Phase,1094.035,14.56,3373925.983,7059991.439,5503084.622,6210166.511,3558933.436,3962245.193,4524916.327,3976151.039,6756835.007,3830066.263,5016285.906,2973131.794,5034085.773,3218401.799,3577655.175,5141058.611,2608756.873,2605927.13,5244158.98,4308265.317,4917328.027,2907594.315,4016430.651,3871511.797,1735390.036,2331783.37,3440051.581
Cer_NDS.d15:0_20:0__Np,Cer_NDS d15:0_20:0,C35 H71 N O3,Negative Phase,553.5433,9.1,1496224.97,2349813.419,2244465.698,2626167.696,983902.1559,1199867.833,1697801.803,1138017.3,2306373.17,1216271.037,1973176.854,1252801.325,2342724.467,1340527.225,1848537.224,1225547.683,851886.7258,688748.2122,2797055.676,1505961.543,1382747.712,1304286.057,1080535.467,1419322.283,703762.1942,941118.1311,1083779.49
Cer_NDS.d16:0_18:2__Np,Cer_NDS d16:0_18:2,C34 H65 N O3,Negative Phase,535.4962,7.39,724979.9945,504674.9082,750509.7208,435460.5706,186251.7211,272724.6749,296347.5751,293126.3135,575356.6004,583480.8715,616719.5547,549947.3308,380057.3204,202482.0035,272786.8734,358984.2225,208397.7993,271879.2139,1410983.093,980457.4414,1557044.041,231922.272,315447.2609,223287.5851,372256.5085,328066.424,313499.833
Cer_NDS.d16:0_20:0__Np,Cer_NDS d16:0_20:0,C36 H73 N O3,Negative Phase,567.5593,9.56,7328616.999,10880165.77,10012916.53,16435969.59,6672991.709,7559608.9,10393163.26,6644356.284,11432843.99,8276832.444,12459559.36,7896149.56,14001640.08,9108426.907,11465980.41,7506679.667,5452796.251,4604177.965,11857836.54,6929148.188,6723573.1,7948345.767,6980127.667,10853738.32,3034333.177,4468938.652,6083194.046
Cer_NDS.d17:0_16:0__Np,Cer_NDS d17:0_16:0,C33 H67 N O3,Negative Phase,525.5121,8.12,1746676.865,2154305.921,2175142.602,3775559.069,957837.0086,1366622.757,2155944.478,1435215.432,2611291.701,1782112.354,2992616.913,1520154.75,3459334.596,1110259.504,2916564.033,1693827.612,1328174.442,930438.6148,3599568.658,1669232.065,1503118.059,1909202.393,1499252.968,1953198.495,749711.6151,731312.3693,1235794.286
Cer_NDS.d17:0_20:0__Np,Cer_NDS d17:0_20:0,C37 H75 N O3,Negative Phase,581.5748,10.02,6000820.883,9545437.914,8676057.97,11756161.32,5154373.05,5443519.359,6709625.248,5109400.537,9667828.229,5626728.499,8654245.078,5486835.093,10561283.83,6443578.683,7469770.048,6054708.505,3448698.121,3035496.846,10501488.66,5218495.906,5761201.833,5963685.526,5196259.374,7146071.532,2677709.047,3486044.09,4433978.522
Cer_NDS.d17:0_22:0__Np,Cer_NDS d17:0_22:0,C39 H79 N O3,Negative Phase,609.6061,10.86,7597483.66,13274943.79,10549986.75,11980546.39,5923491.16,6240081.157,7304615.056,6114210.283,12159528.21,6016725.802,8394412.23,5336106.43,12072925.6,6941700.992,6771360.611,6838668.835,3525793.288,3239753.95,13341149.66,6356766.39,7807763.504,6959891.786,5191001.179,7423416.101,3249391.887,4177112.222,5260422.846
Cer_NDS.d18:0_20:0__Np,Cer_NDS d18:0_20:0,C38 H77 N O3,Negative Phase,595.5906,10.44,9803775.088,14484692.04,13124145.36,19540839.98,8145209.217,8981934.152,12028520.51,7925841.839,13401843.9,9616146.511,14711485.5,9802988.28,17242530.85,11401509.57,13361366.47,8813507.336,6007568.307,5255821.822,17242963.3,8383039.62,8722358.208,9763827.152,8179085.004,13325245.25,3663180.851,5569437.34,7189287.948
Cer_NDS.d20:0_32:2__Np,Cer_NDS d20:0_32:2,C52 H101 N O3,Negative Phase,787.7785,14.05,2401909.833,4553699.372,3205178.296,5293645.281,2775937.432,2180796.445,3059167.922,2614824.898,3059320.872,2757728.535,4478440.575,2750369.882,4263956.233,2876791.355,1947301.577,2142283.316,1416446.448,1267729.447,4833009.147,3144704.168,3503525.096,2379986.205,2552914.98,3268427.251,1007711.238,1400446.265,2210087.718
Cer_NDS.d21:0_20:0__Np,Cer_NDS d21:0_20:0,C41 H83 N O3,Negative Phase,637.6375,11.62,13887077.62,21458097.48,17686046.96,18974614.89,9827344.749,9140672.047,9668339.751,9050591.855,17362978.91,9154562.718,13456815.22,8104779.387,21108033.54,11372020.72,8811453.223,9680427.786,4645620.89,4443594.983,21084957.11,9685446.604,13345477.47,12196416.97,7363742.443,11065347.64,4447757.743,6002336.011,7474641.466
Cer_NDS.d22:0_24:0__Np,Cer_NDS d22:0_24:0,C46 H93 N O3,Negative Phase,707.7153,13.55,0,0,0,0,0,26436.60192,0,0,469935.7544,0,0,0,0,75595.9427,38386.58361,141142.2955,178414.0665,55943.73334,0,0,0,0,0,0,41657.4662,261575.1151,0
Cer_NDS.d32:0__Np,Cer_NDS d32:0,C32 H65 N O3,Negative Phase,511.4964,7.62,432750.3761,748702.0113,590230.0166,1436520.104,419065.4929,568230.3124,814094.2786,523070.5703,1036845.726,697872.7551,1136538.148,704394.0586,1068919.338,685483.7179,1071551.099,678160.3649,434513.5506,458303.7044,1121058.457,576589.825,486045.7392,726462.5464,678050.664,902507.7701,274110.2713,394603.4245,519986.811
Cer_NDS.d40:0__Np,Cer_NDS d40:0,C40 H81 N O3,Negative Phase,623.6219,11.24,16195070.93,23373563.66,20002437.83,24403127.04,10317979.28,11473075.89,13453529.39,10591818.06,20133575.3,11584366.91,17287211.83,11253077.61,24616459.2,13872859.25,13710814.6,11606778.43,6440113.182,5628954.33,30791515.47,11135609.97,13485852.42,14144411.57,8716072.538,14783239.62,5371389.207,7512783.697,9346448.156
Cer_NDS.d44:1__Np,Cer_NDS d44:1,C44 H87 N O3,Negative Phase,677.6689,12.43,12399926.78,19702709.71,15606975.56,17074566.57,9027741.15,8908387.165,8628121.357,8476161.746,15203859.57,8140435.361,11272461.29,7401431.694,18303286.49,10136706.97,8131281.313,8750669.824,4465131.875,4233389.357,19197866.82,9215118.02,11694491.81,10688658.69,6494456.357,9814947.295,4232941.669,5909226.776,7085879.947
Cer_NDS.d45:1__Np,Cer_NDS d45:1,C45 H89 N O3,Negative Phase,691.6852,12.76,6952145.089,9313468.53,8481228.583,7516483.357,4372993.038,4679190.663,4259099.179,4127978.107,8110384.671,4063404.073,5388073.617,3800208.008,8916679.843,5234763.047,4215325.686,4678587.995,2078057.331,2185805.581,10466458.46,4365705.569,6012983.937,5517907.673,3040345.501,4855037.333,2347251.664,3269040.849,3470689.751
Cer_NDS.d46:0__Np,Cer_NDS d46:0,C46 H93 N O3,Negative Phase,707.7159,13.26,30929806.71,39271281.1,34375899.23,32656037.51,18503271.02,16633481.89,15320244.2,16163674.2,31054032.54,16687313.45,23479932.81,15657151.58,39256172.9,21088275.63,16961852.58,17182949.69,8382631.41,8253507.144,44551681.84,15862247.6,24906821.5,23689964.49,11970783.32,20701144.13,8341747.046,11696256.38,13122514.75
Cer_NDS.d46:1__Np,Cer_NDS d46:1,C46 H91 N O3,Negative Phase,705.7004,13.06,13380447.01,19433820.98,16113521.29,14812636.33,8787236.055,9464408.103,9076252.522,8689655.154,15945718.47,8440480.16,11471706.84,7697329.3,17946702.82,10673665.22,8558056.126,9036778.939,4480130.469,4678477.836,19721017.19,8972774.69,12347518.93,10904693.86,6839696.482,10722027.33,4556573.362,6456532.964,7134024.475
Cer_NDS.d47:0__Np,Cer_NDS d47:0,C47 H95 N O3,Negative Phase,721.7313,13.55,8087651.976,10131949.12,9516183.29,9556323.924,6304412.715,4946547.053,3720719.379,4473236.668,8036894.709,4206088.254,7041791.892,4096587.445,10114881.81,5383480.155,4058924.046,4822057.734,2484354.028,2318453.249,12253266.54,5209281.535,7978018.538,6980297.416,3615405.304,5949084.987,2232986.102,3276735.696,3325445.926
Cer_NDS.d48:0__Np,Cer_NDS d48:0,C48 H97 N O3,Negative Phase,735.747,13.81,9218596.383,11866885.24,11198597.61,10851245.54,7323886.272,5885379.447,4937640.538,5363023.782,8818532.619,5289355.38,8884471.069,4997299.411,12653148.63,7180394.121,5050621.9,5480186.362,2643931.727,2518447.011,13589295.16,5907802.295,8561087.339,7638064.152,4399765.193,7341171.809,2323144.775,3241805.181,3981616.7
Cer_NDS.d48:1__Np,Cer_NDS d48:1,C48 H95 N O3,Negative Phase,733.7317,13.62,17100064.5,24421472.4,21146822.67,16874190.14,10402165.17,11043559.53,9567345.129,10105560.73,19862420.54,9553187.016,13055976.66,8164965.698,21974786.91,12121357.55,9226859.147,10560199.76,4833770.151,5190588.995,23140678.18,10105536.38,15085959.99,13553316.28,7254938.136,11926001.08,5815769.155,8094754.545,8482833.772
Cer_NDS.d49:0__Np,Cer_NDS d49:0,C49 H99 N O3,Negative Phase,749.7623,14.07,2214004.56,2938249.202,2518687.56,2784055.747,1679428.925,1299793.182,858120.8625,1404642.373,2004029.572,1279557.25,2343200.057,835041.8129,3041792.474,1846136.971,1070059.252,1233438.366,606909.765,659961.0379,3433135.56,1045543.703,2484237.628,1996476.236,743343.764,1606258.533,617573.3745,729342.9813,1084686.976
Cer_NDS.d49:1__Np,Cer_NDS d49:1,C49 H97 N O3,Negative Phase,747.7471,13.85,5378964.531,8112903.53,7154987.977,7355525.726,5764649.518,3492660.815,3311421.349,3958041.579,5502070.422,3859276.167,6912993.069,3226136.297,8573955.593,4990138.295,2472857.591,3138132.349,1613408.378,1534803.013,8754878.848,4945665.44,7094869.409,5238685.798,2669007.372,4749111.666,1479925.395,1860119.42,2857007.367
Cer_NDS.d49:1_1__Np,Cer_NDS d49:1_1,C49 H97 N O3,Negative Phase,747.7463,13.41,998653.1469,762975.7985,1271351.758,1446664.262,706713.1294,659368.4728,1242322.415,651183.9105,725820.3092,814027.8561,1495310.244,761690.4366,1561171.529,1102239.818,0,681988.4803,570147.1981,476205.443,1687086.819,717563.6322,929237.7854,869336.15,954977.9682,1248949.018,257345.2083,507823.0533,659935.4709
Cer_NDS.d50:0__Np,Cer_NDS d50:0,C50 H101 N O3,Negative Phase,763.7761,14.21,1548317.669,2522308.53,2304041.768,2331069.075,1550645.489,1030077.194,783800.0054,1034264.138,1565448.308,915461.2375,1780603.418,743958.3464,2389537.578,1423208.295,783430.7571,1000342.025,411777.4496,422202.4769,2845749.895,935026.4534,1612149.632,1721461.072,814659.9636,1265343.196,358041.203,550831.4887,679762.1994
Cer_NDS.d50:1__Np,Cer_NDS d50:1,C50 H99 N O3,Negative Phase,761.763,14.12,17775560.34,25640548.91,22842510.1,18242629.81,11204570.03,12251398.29,9509518.004,10724944.4,20467979,10265985.97,12382855.31,8189713.881,23391315.78,13117976.41,8878654.482,11561903.31,5212357.86,5594782.495,24704807.5,10627746.47,16393826.05,14598816.95,7276864.389,11524441,6163874.037,8036513.437,9255312.253
Cer_NDS.d50:1_1__Np,Cer_NDS d50:1_1,C50 H99 N O3,Negative Phase,761.7623,14.36,122709.6074,289971.0021,174625.4193,189559.0815,62350.55034,83643.27109,78058.36651,83329.33168,114900.2263,89428.59633,0,24587.28811,311468.8793,118145.5765,77670.58421,62959.56431,24077.48806,38434.11778,450086.2537,132134.0884,145101.9716,138466.3689,28995.50887,101227.8635,25876.38584,55908.66899,47535.69496
Cer_NDS.d52:1__Np,Cer_NDS d52:1,C52 H103 N O3,Negative Phase,789.7942,14.38,4851980.854,8342828.467,6974074.854,6306274.333,4513402.693,3543724.783,3309429.535,3894064.235,6203783.862,3616461.566,4477588.336,2754645.287,7411682.373,4195364.022,2332006.82,3526224.138,1733102.799,1789549.392,7963697.898,4130102.768,6317659.061,4644252.012,2420309.929,3871207.978,1589540.446,1839031.12,3064274.322
Cer_NP.t17:0_16:0__Np,Cer_NP t17:0_16:0,C33 H67 N O4,Negative Phase,541.5067,7.25,495029.9076,619935.2408,615591.9696,811687.4903,396406.8925,521245.5949,449864.4916,487201.2788,735681.1304,397871.0074,559524.7704,359506.9404,981199.7766,541963.7962,563208.4294,503751.9113,227342.3885,228144.4413,810842.4723,459362.1466,426292.3012,458978.1195,435403.0452,518093.8277,266915.5858,274698.7589,346667.7907
Cer_NP.t17:0_26:0__Np,Cer_NP t17:0_26:0,C43 H87 N O4,Negative Phase,681.6634,11.69,7807302.36,7305436.803,8727788.723,9231109.144,3946930.104,3411648.791,4005324.637,3594320.124,7155281.529,3751372.191,6592979.194,4405986.324,11138210.84,5835090.254,3592655.458,4325189.588,2155305.132,1211962.584,12525983.99,3928279.785,5550349.477,6262997.763,2727110.857,5159705.775,1565918.679,1924183.48,2718383.638
Cer_NP.t22:0_30:0__Np,Cer_NP t22:0_30:0,C52 H105 N O4,Negative Phase,807.8038,14.18,2577158.415,3998499.663,3221543.24,3397884.03,1366555.203,1394108.62,1160905.285,1372352.548,2779363.326,1410451.8,2600142.756,1471311.287,3531496.038,1800853.793,1444753.774,1424921.01,755006.9523,692334.0034,4222918.235,1248705.985,1092634.645,1818088.103,1562793.066,1547711.515,476396.1875,850372.571,1083615.662
Cer_NP.t36:0__Np,Cer_NP t36:0,C36 H73 N O4,Negative Phase,583.5538,8.17,215555.5247,210619.0229,252905.276,409012.213,225420.107,196552.5036,209522.0059,165234.5422,287159.3205,188335.5369,273673.0405,208478.819,362120.5504,229915.1506,280483.2315,146648.5682,109916.1422,111473.8498,445844.7936,170790.3278,159524.1773,180347.9381,202455.774,249803.9025,100109.8722,99179.42759,139182.1967
Cer_NP.t40:2__Np,Cer_NP t40:2,C40 H77 N O4,Negative Phase,635.5852,8.69,37441.50006,38187.38283,54534.60314,183406.6657,26688.51361,42688.28925,92976.38374,36209.40266,52509.58456,51280.33937,60769.50758,39797.92747,98477.72125,78672.11638,46292.91819,40983.78544,45842.13087,0,112200.0231,62261.93058,46566.34165,50873.70622,58742.10108,47312.98722,15982.26973,11274.35263,30115.33421
Cer_NP.t41:0__Np,Cer_NP t41:0,C41 H83 N O4,Negative Phase,653.6324,11.37,5771927.182,7721112.391,7735586.101,7821839.548,4050971.459,4432093.592,4478916.081,3797471.695,6694662.278,3941376.055,5647036.903,4193282.345,8919978.736,5254538.813,4734141.213,4802154.175,2503072.307,2151500.859,10860325.83,4359544.049,5019270.387,5050053.243,3710512.613,4948262.124,2239545.119,3011838.529,3269219.241
Cer_NP.t46:1__Np,Cer_NP t46:1,C46 H91 N O4,Negative Phase,721.6944,12.35,0,1468754.135,1904415.075,0,928275.6332,1280407.592,1605718.435,773727.2958,1446751.315,1019671.762,0,0,0,0,1719364.55,1219677.402,917438.6316,746946.9051,0,1047567.089,0,1189319.988,0,1756634.919,300176.7681,0,0
Cer_NP.t47:1__Np,Cer_NP t47:1,C47 H93 N O4,Negative Phase,735.7101,10.3,332991.0179,621431.6553,543816.7237,422917.3538,225830.598,242237.0671,238015.9747,282069.2965,530680.3852,225771.2483,289270.4357,155833.4313,477463.7288,267011.3384,226794.0607,303496.2312,123767.3374,137589.6292,814409.651,357555.8786,703249.4918,321489.5609,194889.2858,261845.3795,174485.6375,212895.5022,185083.7442
Cer_NP.t48:1__Np,Cer_NP t48:1,C48 H95 N O4,Negative Phase,749.7257,12.33,1461123.008,2173222.883,0,922847.8735,309635.6121,431878.2114,403552.1361,0,0,392583.7646,591002.6789,397129.7083,841299.6509,514954.1519,0,0,188366.2533,142236.689,2399076.9,404913.0997,952779.712,541677.5576,182623.9377,372467.3156,165100.8213,217533.4982,0
Cer_NP.t50:1__Np,Cer_NP t50:1,C50 H99 N O4,Negative Phase,777.7572,13.26,5344989.758,7367520.113,5958517.324,5458815.191,2702556.687,3019542.17,3000683.781,2771068.307,6414295.057,2296224.264,3215558.033,3117838.979,6202043.494,3592227.957,3061746.669,2847304.781,1394010.267,1514681.159,8802566.525,2838586.104,3502879.203,3510129.481,1924290.425,2777083.765,1636219.681,2391202.42,2347339.986
Cer_NP.t50:2__Np,Cer_NP t50:2,C50 H97 N O4,Negative Phase,775.7409,12.22,209786.5767,127960.8128,241477.7654,112862.025,20623.35549,7882.281177,175266.7176,34175.42223,242685.9747,84179.85296,177346.169,188275.6001,17197.87623,34035.81954,168756.6263,198963.5178,47834.62525,55978.06103,375086.807,174002.6359,0,159053.4231,140021.6484,159358.7003,81208.42159,53032.69054,182876.6617
Cer_NP.t53:1__Np,Cer_NP t53:1,C53 H105 N O4,Negative Phase,819.8045,14.05,163953.5331,280346.8695,130917.5576,315022.796,24689.43003,0,156233.3428,100653.3733,265524.3271,192850.1001,238314.411,105133.3527,236816.9011,119203.7445,0,164237.5098,92414.91559,0,372800.4316,26832.09155,263103.3135,113457.9996,165706.6645,92639.19255,87070.53186,0,83422.68277
Cer_NP.t53:2__Np,Cer_NP t53:2,C53 H103 N O4,Negative Phase,817.7883,13.4,56156.64783,152584.4155,102597.9495,168397.9123,130974.2572,41914.45086,245089.1126,108289.3799,145383.0898,255659.0104,204396.4609,85811.9643,247296.0534,162773.295,85733.82353,28354.08212,28816.45531,23080.63784,224720.5525,85255.96678,192919.7426,32085.50832,56596.9938,180368.3388,44543.21162,47582.44564,61932.10362
Cer_NP.t54:1__Np,Cer_NP t54:1,C54 H107 N O4,Negative Phase,833.8196,14.19,293845.5812,859598.3939,627317.6616,695685.8582,321834.1092,297115.1472,327551.4781,295673.2538,645916.0289,298666.5553,566674.9974,260257.6611,674127.0346,374215.2817,231974.1211,335467.4791,160969.5486,168256.0842,735803.7847,318443.8989,469661.6043,348585.7389,199409.8901,350635.9023,138595.6306,138409.4829,231211.843
Cer_NS.d16:1_16:0__Np,Cer_NS d16:1_16:0,C32 H63 N O3,Negative Phase,509.4808,7.3,1308896.254,1427086.666,1912047.872,2887113.501,1109338.719,1457821.079,1820691.752,1172657.196,1746255.205,1861482.146,2721993.205,1692601.894,2236357.407,1529793.612,2326039.247,1412524.921,1191420.596,989873.8108,2621159.629,1738701.276,1564152.389,1278762.807,1657026.36,1920579.405,663536.8767,921681.2143,1206996.803
Cer_NS.d16:1_16:1__Np,Cer_NS d16:1_16:1,C32 H61 N O3,Negative Phase,507.4651,6.42,251371.727,176810.7508,133221.992,173899.4297,57839.19581,74775.99941,22528.82258,53101.18824,99794.88425,111975.0309,93333.74494,99270.32799,208941.3522,91157.27963,71702.84867,70260.23391,28011.7732,0,630928.9552,148712.0764,276091.3935,98042.49353,132184.0618,91378.66108,28285.9997,39351.76171,51127.63821
Cer_NS.d16:1_19:0__Np,Cer_NS d16:1_19:0,C35 H69 N O3,Negative Phase,551.5277,8.79,1247304.255,2034964.023,1896095.442,2191940.561,989518.0175,1214861.812,1624596.449,1248073.95,2113952.248,1415660.433,2076767.343,1353125.713,2105411.959,1332948.254,1556576.078,1454208.576,836091.5431,821439.1494,2573720.312,1747560.611,1544518.912,1181763.123,1203205.593,1550961.361,726365.2995,938390.71,1183060.331
Cer_NS.d16:1_20:0__Np,Cer_NS d16:1_20:0,C36 H71 N O3,Negative Phase,565.5437,9.25,11710478.97,19077192.84,16452435.88,22619733.99,8873242.317,10236238.4,15785977.35,11305474.23,20178188.46,12432565.37,18980741.49,11703144.27,20067288.03,12379369.35,15631214.21,11345743.97,7572354.741,6474395.675,23944289.43,13140368.92,12528753.93,11475975.8,9430714.792,15472105.92,6164122.445,8312444.18,10506813.55
Cer_NS.d16:1_22:0__Np,Cer_NS d16:1_22:0,C38 H75 N O3,Negative Phase,593.5749,10.14,9697628.389,15647583.18,13594217.41,18661113.88,7813696.114,8530195.223,11586696.08,8566117.306,14820157.63,9520388.737,13311863.31,8528797.076,16185183.71,10300121.5,11411315.93,8877349.515,5694055.681,4985930.39,18275208.16,9374897.452,10000646.9,9266938.447,6948385.594,11523698.43,4450370.266,6064677.415,7736299.771
Cer_NS.d17:1_16:0__Np,Cer_NS d17:1_16:0,C33 H65 N O3,Negative Phase,523.4965,7.78,1659241.246,1615844.108,2085349.881,3005414.931,1299179.257,1602536.676,1981900.435,1342471.879,1947037.788,2040372.237,3352876.52,2346729.034,2587450.104,1892741.68,2406395.328,1544518.227,1397016.801,1199603.742,3381532.795,1935431.836,1608522.023,1485647.758,1809129.913,2347098.751,738960.6012,1034107.183,1362231.645
Cer_NS.d17:1_20:0__Np,Cer_NS d17:1_20:0,C37 H73 N O3,Negative Phase,579.5592,9.72,5474908.107,9190855.864,7962380.076,8277684.946,3931153.129,4787596.438,6058108.12,4507260.953,8170120.664,4850476.556,6760059.451,5002371.262,8127049.86,5301970.128,6367407.629,5382542.732,3120023.458,2919646.319,11218895.33,6880431.045,5675573.599,4694154.666,4502804.221,5880581.857,2906063.976,4184632.212,4432740.858
Cer_NS.d17:1_22:0__Np,Cer_NS d17:1_22:0,C39 H77 N O3,Negative Phase,607.5905,10.57,6502131.26,7084617.655,7258652.376,7495653.258,4352136.993,4507320.045,4470325.109,3560976.569,6334013.625,4048631.453,5798231.746,4437181.603,8550406.931,5516628.637,4943811.373,4674473.368,2516437.696,2374078.239,11601597.33,4597419.152,4618509.806,4726677.955,3594911.248,5443759.022,1983295.144,2839404.198,3268142.895
Cer_NS.d17:1_24:0__Np,Cer_NS d17:1_24:0,C41 H81 N O3,Negative Phase,635.6219,11.37,5563136.962,7291073.958,6391982.879,7100487.898,3884479.688,4189060.695,4112430.256,3512883.07,6268684.496,3901008.692,5219440.999,3604185.245,7880643.096,4721026.775,4170897.648,4371071.851,2252091.62,2242042.559,9210881.067,4264275.435,4606447.469,4523930.028,3279021.288,4455061.015,2040163.123,2697859.821,3200757.121
Cer_NS.d18:1_16:0__Np,Cer_NS d18:1_16:0,C34 H67 N O3,Negative Phase,537.5122,8.3,7647320.287,5776471.213,9281849.297,9276319.645,3602202.469,4428967.725,6678681.663,4177334.69,6637898.998,8278687.108,12970419.76,8171119.605,7078319.606,5088156.21,7603752.097,4569986.966,4515167.26,3867814.29,13835693.28,7456526.046,6253761.089,4193929.022,4164380.823,6808543.325,3984616.159,4188991.03,5086274.275
Cer_NS.d18:1_24:1__Np,Cer_NS d18:1_24:1,C42 H81 N O3,Negative Phase,647.6216,10.88,3415574.443,2455082.949,3774921.51,2333082.752,1144515.174,1497190.281,1954553.877,1507040.985,2990666.981,2942067.522,4551856.328,3327304.538,2188592.295,1601400.413,2075018.706,1794098.434,1443735.401,1585143.035,5444567.19,2977166.941,2747468.455,1457473.632,1590501.867,1903990.133,2111090.751,1928493.36,1840684.42
Cer_NS.d20:1_30:1__Np,Cer_NS d20:1_30:1,C50 H97 N O3,Negative Phase,759.7469,13.53,1744914.445,3012672.356,2183174.397,3575719.336,1524076.604,1447727.409,2259541.982,1648116.539,2074413.783,1787140.179,2866577.395,1803498.214,2599709.29,1981612.498,1592933.191,1441085.865,1016279.328,809650.9121,3213417.452,1908633.024,1928874.596,1568482.373,1807206.748,2044083.912,642853.2495,1099149.744,1560761.204
Cer_NS.d23:2_29:1__Np,Cer_NS d23:2_29:1,C52 H99 N O3,Negative Phase,785.7503,13.58,49094.44938,222579.7278,30623.44966,22583.17799,42642.82888,28640.95944,85228.9481,48463.33424,104150.0108,74741.85965,144541.3644,41696.72466,69063.92347,7961.238393,66956.6578,21207.45153,36552.519,22240.92433,81923.6932,6610.255471,12118.36788,33732.09248,48928.78843,81680.10446,29115.20466,43330.76499,36908.21799
Cer_NS.d40:1__Np,Cer_NS d40:1,C40 H79 N O3,Negative Phase,621.6063,10.98,11449331.22,18431358,15438771.97,18079529.67,8353453.345,9014432.958,10705511.55,8653465.197,16173694.45,9708286.646,13009851.93,8770800.404,17132101.45,10257957.19,9964226.812,9624847.09,5461650.593,4953836.815,19787280.17,9866954.288,11214363.62,9837053.377,7124610.237,10712057.97,4952447.98,6543176.424,7835739.38
Cer_NS.d48:2__Np,Cer_NS d48:2,C48 H93 N O3,Negative Phase,731.7154,12.96,896674.4648,2039826.795,1257762.481,2094714.707,769609.0383,1004356.923,1591022.237,1005159.024,1654387.136,1171620.165,1774329.274,1153164.989,1678495.583,1284308.94,1568738.425,1245161.396,733806.0114,697121.7367,1982515.252,1079350.197,1094856.014,951215.6768,1183893.497,1412627.342,462428.1167,790922.7494,946769.2041
